"Year","SalesTerritoryGroup2","SalesPerson","Month","Value Column Name","Value"
"2019","Australia","Lynn Tsoflias","March","Variance","-0.5942021832808437"
"2019","Australia","Lynn Tsoflias","April","Sales","814505"
"2019","Australia","Lynn Tsoflias","April","April -","814505"
"2019","Australia","Lynn Tsoflias","April","% Cont.","1"
"2019","Australia","Lynn Tsoflias","April","% Cont. GT","0.02118782759024259"
"2019","Australia","Lynn Tsoflias","April","Quota","479718"
"2019","Australia","Lynn Tsoflias","April","Sales - Quota","334787"
"2019","Australia","Lynn Tsoflias","April","Variance","0.6978829228838609"
"2019","Australia","Lynn Tsoflias","May","Sales","768759"
"2019","Australia","Lynn Tsoflias","May","May -","768759"
"2019","Australia","Lynn Tsoflias","May","% Cont.","1"
"2019","Australia","Lynn Tsoflias","May","% Cont. GT","0.018518453634096137"
"2019","Australia","Lynn Tsoflias","May","Quota","359708"
"2019","Australia","Lynn Tsoflias","May","Sales - Quota","409051"
"2019","Australia","Lynn Tsoflias","May","Variance","1.1371751531798013"
"2019","Australia","Lynn Tsoflias","June","Sales","938322"
"2019","Australia","Lynn Tsoflias","June","June -","938322"
"2019","Australia","Lynn Tsoflias","June","% Cont.","1"
"2019","Australia","Lynn Tsoflias","June","% Cont. GT","0.020357152620922577"
"2019","Australia","Lynn Tsoflias","June","Quota","720350"
"2019","Australia","Lynn Tsoflias","June","Sales - Quota","217972"
"2019","Australia","Lynn Tsoflias","June","Variance","0.30259179565489"
"2019","Australia","Lynn Tsoflias","July","Sales","642096"
"2019","Australia","Lynn Tsoflias","July","July -","642096"
"2019","Australia","Lynn Tsoflias","July","% Cont.","1"
"2019","Australia","Lynn Tsoflias","July","% Cont. GT","0.02022067929179693"
"2019","Australia","Lynn Tsoflias","July","Quota","777273"
"2019","Australia","Lynn Tsoflias","July","Sales - Quota","-135177"
"2019","Australia","Lynn Tsoflias","July","Variance","-0.17391186880285306"
"2019","Australia","Lynn Tsoflias","August","Sales","644479"
"2019","Australia","Lynn Tsoflias","August","August -","644479"
"2019","Australia","Lynn Tsoflias","August","% Cont.","1"
"2019","Australia","Lynn Tsoflias","August","% Cont. GT","0.016590583329549977"
"2019","Australia","Lynn Tsoflias","August","Quota","237180"
"2019","Australia","Lynn Tsoflias","August","Sales - Quota","407299"
"2019","Australia","Lynn Tsoflias","August","Variance","1.7172569356606797"
"2019","Australia","Lynn Tsoflias","September","Sales","714319"
"2019","Australia","Lynn Tsoflias","September","September -","714319"
"2019","Australia","Lynn Tsoflias","September","% Cont.","1"
"2019","Australia","Lynn Tsoflias","September","% Cont. GT","0.0163942421800765"
"2019","Australia","Lynn Tsoflias","September","Quota","356127"
"2019","Australia","Lynn Tsoflias","September","Sales - Quota","358192"
"2019","Australia","Lynn Tsoflias","September","Variance","1.0057984932341553"
"2019","Australia","Lynn Tsoflias","October","Sales","345690"
"2019","Australia","Lynn Tsoflias","October","October -","345690"
"2019","Australia","Lynn Tsoflias","October","% Cont.","1"
"2019","Australia","Lynn Tsoflias","October","% Cont. GT","0.009640678421246503"
"2019","Australia","Lynn Tsoflias","October","Quota","875554"
"2019","Australia","Lynn Tsoflias","October","Sales - Quota","-529864"
"2019","Australia","Lynn Tsoflias","October","Variance","-0.6051756944745841"
"2019","Australia","Lynn Tsoflias","November","Sales","494543"
"2019","Australia","Lynn Tsoflias","November","November -","494543"
"2019","Australia","Lynn Tsoflias","November","% Cont.","1"
"2019","Australia","Lynn Tsoflias","November","% Cont. GT","0.010792210698156163"
"2019","Australia","Lynn Tsoflias","November","Quota","603395"
"2019","Australia","Lynn Tsoflias","November","Sales - Quota","-108852"
"2019","Australia","Lynn Tsoflias","November","Variance","-0.18039924096155918"
"2019","Australia","Lynn Tsoflias","December","Sales","219508"
"2019","Australia","Lynn Tsoflias","December","December -","219508"
"2019","Australia","Lynn Tsoflias","December","% Cont.","1"
"2019","Australia","Lynn Tsoflias","December","% Cont. GT","0.005055241767702132"
"2019","Australia","Lynn Tsoflias","December","Quota","852367"
"2019","Australia","Lynn Tsoflias","December","Sales - Quota","-632859"
"2019","Australia","Lynn Tsoflias","December","Variance","-0.7424724326493165"
"2019","Canada","Garrett Vargas","January","Sales","425960"
"2019","Canada","Garrett Vargas","January","January -","425960"
"2019","Canada","Garrett Vargas","January","% Cont.","0.4934353040935807"
"2019","Canada","Garrett Vargas","January","% Cont. GT","0.011335334506576042"
"2019","Canada","Garrett Vargas","January","Quota","457276"
"2019","Canada","Garrett Vargas","January","Sales - Quota","-31316"
"2019","Canada","Garrett Vargas","January","Variance","-0.06848380409205819"
"2019","Canada","Garrett Vargas","February","Sales","856648"
"2019","Canada","Garrett Vargas","February","February -","856648"
"2019","Canada","Garrett Vargas","February","% Cont.","0.5346181089708585"
"2019","Canada","Garrett Vargas","February","% Cont. GT","0.017377117672861153"
"2019","Canada","Garrett Vargas","February","Quota","182450"
"2019","Canada","Garrett Vargas","February","Sales - Quota","674198"
"2019","Canada","Garrett Vargas","February","Variance","3.6952480131542886"
"2019","Canada","Garrett Vargas","March","Sales","167962"
"2019","Canada","Garrett Vargas","March","March -","167962"
"2019","Canada","Garrett Vargas","March","% Cont.","0.28006502980532744"
"2019","Canada","Garrett Vargas","March","% Cont. GT","0.0038107172496902268"
"2019","Canada","Garrett Vargas","March","Quota","277469"
"2019","Canada","Garrett Vargas","March","Sales - Quota","-109507"
"2019","Canada","Garrett Vargas","March","Variance","-0.3946639084005781"
"2019","Canada","Garrett Vargas","April","Sales","805753"
"2019","Canada","Garrett Vargas","April","April -","805753"
"2019","Canada","Garrett Vargas","April","% Cont.","0.4805015206631284"
"2019","Canada","Garrett Vargas","April","% Cont. GT","0.02096016064274711"
"2019","Canada","Garrett Vargas","April","Quota","705602"
"2019","Canada","Garrett Vargas","April","Sales - Quota","100151"
"2019","Canada","Garrett Vargas","April","Variance","0.1419369559610092"
"2019","Canada","Garrett Vargas","May","Sales","525208"
"2019","Canada","Garrett Vargas","May","May -","525208"
"2019","Canada","Garrett Vargas","May","% Cont.","0.739971370926838"
"2019","Canada","Garrett Vargas","May","% Cont. GT","0.012651611228299588"
"2019","Canada","Garrett Vargas","May","Quota","322548"
"2019","Canada","Garrett Vargas","May","Sales - Quota","202660"
"2019","Canada","Garrett Vargas","May","Variance","0.6283095849299949"
"2019","Canada","Garrett Vargas","June","Sales","929455"
"2019","Canada","Garrett Vargas","June","June -","929455"
"2019","Canada","Garrett Vargas","June","% Cont.","0.5275706621318179"
"2019","Canada","Garrett Vargas","June","% Cont. GT","0.020164780628909477"
"2019","Canada","Garrett Vargas","June","Quota","549960"
"2019","Canada","Garrett Vargas","June","Sales - Quota","379495"
"2019","Canada","Garrett Vargas","June","Variance","0.690041093897738"
"2019","Canada","Garrett Vargas","July","Sales","106813"
"2019","Canada","Garrett Vargas","July","July -","106813"
"2019","Canada","Garrett Vargas","July","% Cont.","0.18192145628455317"
"2019","Canada","Garrett Vargas","July","% Cont. GT","0.0033637204050402216"
"2019","Canada","Garrett Vargas","July","Quota","604284"
"2019","Canada","Garrett Vargas","July","Sales - Quota","-497471"
"2019","Canada","Garrett Vargas","July","Variance","-0.8232403968994711"
"2019","Canada","Garrett Vargas","August","Sales","678379"
"2019","Canada","Garrett Vargas","August","August -","678379"
"2019","Canada","Garrett Vargas","August","% Cont.","0.49016886204180726"
"2019","Canada","Garrett Vargas","August","% Cont. GT","0.017463258428151707"
"2019","Canada","Garrett Vargas","August","Quota","956458"
"2019","Canada","Garrett Vargas","August","Sales - Quota","-278079"
"2019","Canada","Garrett Vargas","August","Variance","-0.2907383282904215"
"2019","Canada","Garrett Vargas","September","Sales","541588"
"2019","Canada","Garrett Vargas","September","September -","541588"
"2019","Canada","Garrett Vargas","September","% Cont.","0.6242010027084653"
"2019","Canada","Garrett Vargas","September","% Cont. GT","0.012429915533288727"
"2019","Canada","Garrett Vargas","September","Quota","211528"
"2019","Canada","Garrett Vargas","September","Sales - Quota","330060"
"2019","Canada","Garrett Vargas","September","Variance","1.5603608032979084"
"2019","Canada","Garrett Vargas","October","Sales","517913"
"2019","Canada","Garrett Vargas","October","October -","517913"
"2019","Canada","Garrett Vargas","October","% Cont.","0.47744037906653025"
"2019","Canada","Garrett Vargas","October","% Cont. GT","0.014443671159660507"
"2019","Canada","Garrett Vargas","October","Quota","704023"
"2019","Canada","Garrett Vargas","October","Sales - Quota","-186110"
"2019","Canada","Garrett Vargas","October","Variance","-0.2643521589493525"
"2019","Canada","Garrett Vargas","November","Sales","139851"
"2019","Canada","Garrett Vargas","November","November -","139851"
"2019","Canada","Garrett Vargas","November","% Cont.","0.15121135812453845"
"2019","Canada","Garrett Vargas","November","% Cont. GT","0.003051911478572819"
"2019","Canada","Garrett Vargas","November","Quota","178227"
"2019","Canada","Garrett Vargas","November","Sales - Quota","-38376"
"2019","Canada","Garrett Vargas","November","Variance","-0.21532091097308487"
"2019","Canada","Garrett Vargas","December","Sales","559957"
"2019","Canada","Garrett Vargas","December","December -","559957"
"2019","Canada","Garrett Vargas","December","% Cont.","0.7025879808078375"
"2019","Canada","Garrett Vargas","December","% Cont. GT","0.01289573962915786"
"2019","Canada","Garrett Vargas","December","Quota","483187"
"2019","Canada","Garrett Vargas","December","Sales - Quota","76770"
"2019","Canada","Garrett Vargas","December","Variance","0.15888258583115852"
"2019","Canada","José Saraiva","January","Sales","437294"
"2019","Canada","José Saraiva","January","January -","437294"
"2019","Canada","José Saraiva","January","% Cont.","0.5065646959064192"
"2019","Canada","José Saraiva","January","% Cont. GT","0.011636946585873468"
"2019","Canada","José Saraiva","January","Quota","400003"
"2019","Canada","José Saraiva","January","Sales - Quota","37291"
"2019","Canada","José Saraiva","January","Variance","0.09322680079899401"
"2019","Canada","José Saraiva","February","Sales","745707"
"2019","Canada","José Saraiva","February","February -","745707"
"2019","Canada","José Saraiva","February","% Cont.","0.46538189102914146"
"2019","Canada","José Saraiva","February","% Cont. GT","0.015126677805208523"
"2019","Canada","José Saraiva","February","Quota","665455"
"2019","Canada","José Saraiva","February","Sales - Quota","80252"
"2019","Canada","José Saraiva","February","Variance","0.12059718538443623"
"2019","Canada","José Saraiva","March","Sales","431763"
"2019","Canada","José Saraiva","March","March -","431763"
"2019","Canada","José Saraiva","March","% Cont.","0.7199349701946726"
"2019","Canada","José Saraiva","March","% Cont. GT","0.009795827103023312"
"2019","Canada","José Saraiva","March","Quota","189664"
"2019","Canada","José Saraiva","March","Sales - Quota","242099"
"2019","Canada","José Saraiva","March","Variance","1.2764625864687025"
"2019","Canada","José Saraiva","April","Sales","871147"
"2019","Canada","José Saraiva","April","April -","871147"
"2019","Canada","José Saraiva","April","% Cont.","0.5194984793368717"
"2019","Canada","José Saraiva","April","% Cont. GT","0.022661263518034956"
"2019","Canada","José Saraiva","April","Quota","834797"
"2019","Canada","José Saraiva","April","Sales - Quota","36350"
"2019","Canada","José Saraiva","April","Variance","0.04354352016118889"
"2019","Canada","José Saraiva","May","Sales","184560"
"2019","Canada","José Saraiva","May","May -","184560"
"2019","Canada","José Saraiva","May","% Cont.","0.26002862907316193"
"2019","Canada","José Saraiva","May","% Cont. GT","0.004445822166255982"
"2019","Canada","José Saraiva","May","Quota","522485"
"2019","Canada","José Saraiva","May","Sales - Quota","-337925"
"2019","Canada","José Saraiva","May","Variance","-0.6467649788989156"
"2019","Canada","José Saraiva","June","Sales","832309"
"2019","Canada","José Saraiva","June","June -","832309"
"2019","Canada","José Saraiva","June","% Cont.","0.47242933786818214"
"2019","Canada","José Saraiva","June","% Cont. GT","0.018057171568787105"
"2019","Canada","José Saraiva","June","Quota","629428"
"2019","Canada","José Saraiva","June","Sales - Quota","202881"
"2019","Canada","José Saraiva","June","Variance","0.32232598486244657"
"2019","Canada","José Saraiva","July","Sales","480325"
"2019","Canada","José Saraiva","July","July -","480325"
"2019","Canada","José Saraiva","July","% Cont.","0.8180785437154467"
"2019","Canada","José Saraiva","July","% Cont. GT","0.015126239348683629"
"2019","Canada","José Saraiva","July","Quota","512760"
"2019","Canada","José Saraiva","July","Sales - Quota","-32435"
"2019","Canada","José Saraiva","July","Variance","-0.06325571417427256"
"2019","Canada","José Saraiva","August","Sales","705591"
"2019","Canada","José Saraiva","August","August -","705591"
"2019","Canada","José Saraiva","August","% Cont.","0.5098311379581927"
"2019","Canada","José Saraiva","August","% Cont. GT","0.018163766828834606"
"2019","Canada","José Saraiva","August","Quota","242228"
"2019","Canada","José Saraiva","August","Sales - Quota","463363"
"2019","Canada","José Saraiva","August","Variance","1.912920884455967"
"2019","Canada","José Saraiva","September","Sales","326062"
"2019","Canada","José Saraiva","September","September -","326062"
"2019","Canada","José Saraiva","September","% Cont.","0.3757989972915346"
"2019","Canada","José Saraiva","September","% Cont. GT","0.007483406424468764"
"2019","Canada","José Saraiva","September","Quota","887389"
"2019","Canada","José Saraiva","September","Sales - Quota","-561327"
"2019","Canada","José Saraiva","September","Variance","-0.6325602413372264"
"2019","Canada","José Saraiva","October","Sales","566857"
"2019","Canada","José Saraiva","October","October -","566857"
"2019","Canada","José Saraiva","October","% Cont.","0.5225596209334697"
"2019","Canada","José Saraiva","October","% Cont. GT","0.015808632149707916"
"2019","Canada","José Saraiva","October","Quota","992064"
"2019","Canada","José Saraiva","October","Sales - Quota","-425207"
"2019","Canada","José Saraiva","October","Variance","-0.4286084365524805"
"2019","Canada","José Saraiva","November","Sales","785020"
"2019","Canada","José Saraiva","November","November -","785020"
"2019","Canada","José Saraiva","November","% Cont.","0.8487886418754615"
"2019","Canada","José Saraiva","November","% Cont. GT","0.017131172096797553"
"2019","Canada","José Saraiva","November","Quota","475663"
"2019","Canada","José Saraiva","November","Sales - Quota","309357"
"2019","Canada","José Saraiva","November","Variance","0.6503701149763593"
"2019","Canada","José Saraiva","December","Sales","237035"
"2019","Canada","José Saraiva","December","December -","237035"
"2019","Canada","José Saraiva","December","% Cont.","0.29741201919216254"
"2019","Canada","José Saraiva","December","% Cont. GT","0.005458886384128483"
"2019","Canada","José Saraiva","December","Quota","405726"
"2019","Canada","José Saraiva","December","Sales - Quota","-168691"
"2019","Canada","José Saraiva","December","Variance","-0.41577567126582965"
"2019","France","Ranjit Varkey Chudukatil","January","Sales","288732"
"2019","France","Ranjit Varkey Chudukatil","January","January -","288732"
"2019","France","Ranjit Varkey Chudukatil","January","% Cont.","1"
"2019","France","Ranjit Varkey Chudukatil","January","% Cont. GT","0.007683523811514495"
"2019","France","Ranjit Varkey Chudukatil","January","Quota","464226"
"2019","France","Ranjit Varkey Chudukatil","January","Sales - Quota","-175494"
"2019","France","Ranjit Varkey Chudukatil","January","Variance","-0.3780356981297902"
"2019","France","Ranjit Varkey Chudukatil","February","Sales","916579"
"2019","France","Ranjit Varkey Chudukatil","February","February -","916579"
"2019","France","Ranjit Varkey Chudukatil","February","% Cont.","1"
"2019","France","Ranjit Varkey Chudukatil","February","% Cont. GT","0.01859281891684029"
"2019","France","Ranjit Varkey Chudukatil","February","Quota","355084"
"2019","France","Ranjit Varkey Chudukatil","February","Sales - Quota","561495"
"2019","France","Ranjit Varkey Chudukatil","February","Variance","1.5813018891304593"
"2019","France","Ranjit Varkey Chudukatil","March","Sales","960371"
"2019","France","Ranjit Varkey Chudukatil","March","March -","960371"
"2019","France","Ranjit Varkey Chudukatil","March","% Cont.","1"
"2019","France","Ranjit Varkey Chudukatil","March","% Cont. GT","0.02178887091010022"
"2019","France","Ranjit Varkey Chudukatil","March","Quota","844478"
"2019","France","Ranjit Varkey Chudukatil","March","Sales - Quota","115893"
"2019","France","Ranjit Varkey Chudukatil","March","Variance","0.13723625719083268"
"2019","France","Ranjit Varkey Chudukatil","April","Sales","149905"
"2019","France","Ranjit Varkey Chudukatil","April","April -","149905"
"2019","France","Ranjit Varkey Chudukatil","April","% Cont.","1"
"2019","France","Ranjit Varkey Chudukatil","April","% Cont. GT","0.00389949883047411"
"2019","France","Ranjit Varkey Chudukatil","April","Quota","200807"
"2019","France","Ranjit Varkey Chudukatil","April","Sales - Quota","-50902"
"2019","France","Ranjit Varkey Chudukatil","April","Variance","-0.2534871792317997"
"2019","France","Ranjit Varkey Chudukatil","May","Sales","277985"
"2019","France","Ranjit Varkey Chudukatil","May","May -","277985"
"2019","France","Ranjit Varkey Chudukatil","May","% Cont.","1"
"2019","France","Ranjit Varkey Chudukatil","May","% Cont. GT","0.006696314883434489"
"2019","France","Ranjit Varkey Chudukatil","May","Quota","575034"
"2019","France","Ranjit Varkey Chudukatil","May","Sales - Quota","-297049"
"2019","France","Ranjit Varkey Chudukatil","May","Variance","-0.5165764111339504"
"2019","France","Ranjit Varkey Chudukatil","June","Sales","149276"
"2019","France","Ranjit Varkey Chudukatil","June","June -","149276"
"2019","France","Ranjit Varkey Chudukatil","June","% Cont.","1"
"2019","France","Ranjit Varkey Chudukatil","June","% Cont. GT","0.0032385836787806733"
"2019","France","Ranjit Varkey Chudukatil","June","Quota","885389"
"2019","France","Ranjit Varkey Chudukatil","June","Sales - Quota","-736113"
"2019","France","Ranjit Varkey Chudukatil","June","Variance","-0.8314006611783068"
"2019","France","Ranjit Varkey Chudukatil","July","Sales","485948"
"2019","France","Ranjit Varkey Chudukatil","July","July -","485948"
"2019","France","Ranjit Varkey Chudukatil","July","% Cont.","1"
"2019","France","Ranjit Varkey Chudukatil","July","% Cont. GT","0.015303317043697728"
"2019","France","Ranjit Varkey Chudukatil","July","Quota","844308"
"2019","France","Ranjit Varkey Chudukatil","July","Sales - Quota","-358360"
"2019","France","Ranjit Varkey Chudukatil","July","Variance","-0.4244422651449471"
"2019","France","Ranjit Varkey Chudukatil","August","Sales","652628"
"2019","France","Ranjit Varkey Chudukatil","August","August -","652628"
"2019","France","Ranjit Varkey Chudukatil","August","% Cont.","1"
"2019","France","Ranjit Varkey Chudukatil","August","% Cont. GT","0.016800360007381998"
"2019","France","Ranjit Varkey Chudukatil","August","Quota","432511"
"2019","France","Ranjit Varkey Chudukatil","August","Sales - Quota","220117"
"2019","France","Ranjit Varkey Chudukatil","August","Variance","0.5089280966264442"
"2019","France","Ranjit Varkey Chudukatil","September","Sales","846930"
"2019","France","Ranjit Varkey Chudukatil","September","September -","846930"
"2019","France","Ranjit Varkey Chudukatil","September","% Cont.","1"
"2019","France","Ranjit Varkey Chudukatil","September","% Cont. GT","0.01943777994085582"
"2019","France","Ranjit Varkey Chudukatil","September","Quota","171960"
"2019","France","Ranjit Varkey Chudukatil","September","Sales - Quota","674970"
"2019","France","Ranjit Varkey Chudukatil","September","Variance","3.925157013258898"
"2019","France","Ranjit Varkey Chudukatil","October","Sales","710189"
"2019","France","Ranjit Varkey Chudukatil","October","October -","710189"
"2019","France","Ranjit Varkey Chudukatil","October","% Cont.","1"
"2019","France","Ranjit Varkey Chudukatil","October","% Cont. GT","0.019805906353399384"
"2019","France","Ranjit Varkey Chudukatil","October","Quota","319800"
"2019","France","Ranjit Varkey Chudukatil","October","Sales - Quota","390389"
"2019","France","Ranjit Varkey Chudukatil","October","Variance","1.2207285803627268"
"2019","France","Ranjit Varkey Chudukatil","November","Sales","516733"
"2019","France","Ranjit Varkey Chudukatil","November","November -","516733"
"2019","France","Ranjit Varkey Chudukatil","November","% Cont.","1"
"2019","France","Ranjit Varkey Chudukatil","November","% Cont. GT","0.01127645404078175"
"2019","France","Ranjit Varkey Chudukatil","November","Quota","703337"
"2019","France","Ranjit Varkey Chudukatil","November","Sales - Quota","-186604"
"2019","France","Ranjit Varkey Chudukatil","November","Variance","-0.2653123609308198"
"2019","France","Ranjit Varkey Chudukatil","December","Sales","872526"
"2019","France","Ranjit Varkey Chudukatil","December","December -","872526"
"2019","France","Ranjit Varkey Chudukatil","December","% Cont.","1"
"2019","France","Ranjit Varkey Chudukatil","December","% Cont. GT","0.020094164579906294"
"2019","France","Ranjit Varkey Chudukatil","December","Quota","399004"
"2019","France","Ranjit Varkey Chudukatil","December","Sales - Quota","473522"
"2019","France","Ranjit Varkey Chudukatil","December","Variance","1.1867600324808774"
"2019","Germany","Rachel Valdez","January","Sales","495033"
"2019","Germany","Rachel Valdez","January","January -","495033"
"2019","Germany","Rachel Valdez","January","% Cont.","1"
"2019","Germany","Rachel Valdez","January","% Cont. GT","0.013173454424814202"
"2019","Germany","Rachel Valdez","January","Quota","502361"
"2019","Germany","Rachel Valdez","January","Sales - Quota","-7328"
"2019","Germany","Rachel Valdez","January","Variance","-0.014587119621148937"
"2019","Germany","Rachel Valdez","February","Sales","781092"
"2019","Germany","Rachel Valdez","February","February -","781092"
"2019","Germany","Rachel Valdez","February","% Cont.","1"
"2019","Germany","Rachel Valdez","February","% Cont. GT","0.015844463066896162"
"2019","Germany","Rachel Valdez","February","Quota","171245"
"2019","Germany","Rachel Valdez","February","Sales - Quota","609847"
"2019","Germany","Rachel Valdez","February","Variance","3.561254343192502"
"2019","Germany","Rachel Valdez","March","Sales","658853"
"2019","Germany","Rachel Valdez","March","March -","658853"
"2019","Germany","Rachel Valdez","March","% Cont.","1"
"2019","Germany","Rachel Valdez","March","% Cont. GT","0.014948038795145063"
"2019","Germany","Rachel Valdez","March","Quota","475889"
"2019","Germany","Rachel Valdez","March","Sales - Quota","182964"
"2019","Germany","Rachel Valdez","March","Variance","0.3844678065683384"
"2019","Germany","Rachel Valdez","April","Sales","899467"
"2019","Germany","Rachel Valdez","April","April -","899467"
"2019","Germany","Rachel Valdez","April","% Cont.","1"
"2019","Germany","Rachel Valdez","April","% Cont. GT","0.023397955468797284"
"2019","Germany","Rachel Valdez","April","Quota","857580"
"2019","Germany","Rachel Valdez","April","Sales - Quota","41887"
"2019","Germany","Rachel Valdez","April","Variance","0.04884325660579771"
"2019","Germany","Rachel Valdez","May","Sales","235710"
"2019","Germany","Rachel Valdez","May","May -","235710"
"2019","Germany","Rachel Valdez","May","% Cont.","1"
"2019","Germany","Rachel Valdez","May","% Cont. GT","0.005677962412268084"
"2019","Germany","Rachel Valdez","May","Quota","175270"
"2019","Germany","Rachel Valdez","May","Sales - Quota","60440"
"2019","Germany","Rachel Valdez","May","Variance","0.3448393906544189"
"2019","Germany","Rachel Valdez","June","Sales","416658"
"2019","Germany","Rachel Valdez","June","June -","416658"
"2019","Germany","Rachel Valdez","June","% Cont.","1"
"2019","Germany","Rachel Valdez","June","% Cont. GT","0.009039509354708044"
"2019","Germany","Rachel Valdez","June","Quota","957927"
"2019","Germany","Rachel Valdez","June","Sales - Quota","-541269"
"2019","Germany","Rachel Valdez","June","Variance","-0.5650420125959493"
"2019","Germany","Rachel Valdez","July","Sales","309604"
"2019","Germany","Rachel Valdez","July","July -","309604"
"2019","Germany","Rachel Valdez","July","% Cont.","1"
"2019","Germany","Rachel Valdez","July","% Cont. GT","0.009749948903991766"
"2019","Germany","Rachel Valdez","July","Quota","246788"
"2019","Germany","Rachel Valdez","July","Sales - Quota","62816"
"2019","Germany","Rachel Valdez","July","Variance","0.254534256122664"
"2019","Germany","Rachel Valdez","August","Sales","833513"
"2019","Germany","Rachel Valdez","August","August -","833513"
"2019","Germany","Rachel Valdez","August","% Cont.","1"
"2019","Germany","Rachel Valdez","August","% Cont. GT","0.021456815323328132"
"2019","Germany","Rachel Valdez","August","Quota","329818"
"2019","Germany","Rachel Valdez","August","Sales - Quota","503695"
"2019","Germany","Rachel Valdez","August","Variance","1.5271907536883977"
"2019","Germany","Rachel Valdez","September","Sales","882177"
"2019","Germany","Rachel Valdez","September","September -","882177"
"2019","Germany","Rachel Valdez","September","% Cont.","1"
"2019","Germany","Rachel Valdez","September","% Cont. GT","0.020246729239588118"
"2019","Germany","Rachel Valdez","September","Quota","916788"
"2019","Germany","Rachel Valdez","September","Sales - Quota","-34611"
"2019","Germany","Rachel Valdez","September","Variance","-0.03775245749289912"
"2019","Germany","Rachel Valdez","October","Sales","319016"
"2019","Germany","Rachel Valdez","October","October -","319016"
"2019","Germany","Rachel Valdez","October","% Cont.","1"
"2019","Germany","Rachel Valdez","October","% Cont. GT","0.008896788068015778"
"2019","Germany","Rachel Valdez","October","Quota","354841"
"2019","Germany","Rachel Valdez","October","Sales - Quota","-35825"
"2019","Germany","Rachel Valdez","October","Variance","-0.10096071198085904"
"2019","Germany","Rachel Valdez","November","Sales","792444"
"2019","Germany","Rachel Valdez","November","November -","792444"
"2019","Germany","Rachel Valdez","November","% Cont.","1"
"2019","Germany","Rachel Valdez","November","% Cont. GT","0.017293183028552952"
"2019","Germany","Rachel Valdez","November","Quota","839441"
"2019","Germany","Rachel Valdez","November","Sales - Quota","-46997"
"2019","Germany","Rachel Valdez","November","Variance","-0.05598606691834209"
"2019","Germany","Rachel Valdez","December","Sales","791096"
"2019","Germany","Rachel Valdez","December","December -","791096"
"2019","Germany","Rachel Valdez","December","% Cont.","1"
"2019","Germany","Rachel Valdez","December","% Cont. GT","0.018218841871194155"
"2019","Germany","Rachel Valdez","December","Quota","142141"
"2019","Germany","Rachel Valdez","December","Sales - Quota","648955"
"2019","Germany","Rachel Valdez","December","Variance","4.565572213506307"
"2019","United Kingdom","Jae Pak","January","Sales","747978"
"2019","United Kingdom","Jae Pak","January","January -","747978"
"2019","United Kingdom","Jae Pak","January","% Cont.","1"
"2019","United Kingdom","Jae Pak","January","% Cont. GT","0.019904640890129905"
"2019","United Kingdom","Jae Pak","January","Quota","571996"
"2019","United Kingdom","Jae Pak","January","Sales - Quota","175982"
"2019","United Kingdom","Jae Pak","January","Variance","0.30766299065028424"
"2019","United Kingdom","Jae Pak","February","Sales","562354"
"2019","United Kingdom","Jae Pak","February","February -","562354"
"2019","United Kingdom","Jae Pak","February","% Cont.","1"
"2019","United Kingdom","Jae Pak","February","% Cont. GT","0.011407359419276251"
"2019","United Kingdom","Jae Pak","February","Quota","908724"
"2019","United Kingdom","Jae Pak","February","Sales - Quota","-346370"
"2019","United Kingdom","Jae Pak","February","Variance","-0.3811608365136168"
"2019","United Kingdom","Jae Pak","March","Sales","226849"
"2019","United Kingdom","Jae Pak","March","March -","226849"
"2019","United Kingdom","Jae Pak","March","% Cont.","1"
"2019","United Kingdom","Jae Pak","March","% Cont. GT","0.0051467438907311066"
"2019","United Kingdom","Jae Pak","March","Quota","206135"
"2019","United Kingdom","Jae Pak","March","Sales - Quota","20714"
"2019","United Kingdom","Jae Pak","March","Variance","0.10048754457030587"
"2019","United Kingdom","Jae Pak","April","Sales","772648"
"2019","United Kingdom","Jae Pak","April","April -","772648"
"2019","United Kingdom","Jae Pak","April","% Cont.","1"
"2019","United Kingdom","Jae Pak","April","% Cont. GT","0.02009899584649051"
"2019","United Kingdom","Jae Pak","April","Quota","831356"
"2019","United Kingdom","Jae Pak","April","Sales - Quota","-58708"
"2019","United Kingdom","Jae Pak","April","Variance","-0.07061716039819284"
"2019","United Kingdom","Jae Pak","May","Sales","952641"
"2019","United Kingdom","Jae Pak","May","May -","952641"
"2019","United Kingdom","Jae Pak","May","% Cont.","1"
"2019","United Kingdom","Jae Pak","May","% Cont. GT","0.022947943618792075"
"2019","United Kingdom","Jae Pak","May","Quota","806962"
"2019","United Kingdom","Jae Pak","May","Sales - Quota","145679"
"2019","United Kingdom","Jae Pak","May","Variance","0.18052770762439865"
"2019","United Kingdom","Jae Pak","June","Sales","915851"
"2019","United Kingdom","Jae Pak","June","June -","915851"
"2019","United Kingdom","Jae Pak","June","% Cont.","1"
"2019","United Kingdom","Jae Pak","June","% Cont. GT","0.019869638125317925"
"2019","United Kingdom","Jae Pak","June","Quota","261495"
"2019","United Kingdom","Jae Pak","June","Sales - Quota","654356"
"2019","United Kingdom","Jae Pak","June","Variance","2.5023652459894072"
"2019","United Kingdom","Jae Pak","July","Sales","965406"
"2019","United Kingdom","Jae Pak","July","July -","965406"
"2019","United Kingdom","Jae Pak","July","% Cont.","1"
