Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Customer Name,Sum(Orders.Profit)
2015,Darren Koutras,-76.42619999999997
2016,Darren Koutras,
2017,Darren Koutras,-22.8501
2014,Darren Powers,24.237799999999996
2015,Darren Powers,260.7338
2016,Darren Powers,4.887400000000001
2017,Darren Powers,-48.40660000000001
2014,Darrin Martin,1599.6805999999997
2015,Darrin Martin,6.599999999999999
2016,Darrin Martin,-35.65039999999999
2017,Darrin Martin,106.76289999999995
2014,Darrin Sayre,29.473799999999997
2015,Darrin Sayre,
2016,Darrin Sayre,
2017,Darrin Sayre,163.85810000000004
2014,Darrin Van Huff,
2015,Darrin Van Huff,
2016,Darrin Van Huff,17.482999999999997
2017,Darrin Van Huff,-444.66700000000003
2014,Dave Brooks,409.75789999999995
2015,Dave Brooks,
2016,Dave Brooks,294.327
2017,Dave Brooks,-231.05769999999998
2014,Dave Hallsten,323.12699999999995
2015,Dave Hallsten,783.2317999999999
2016,Dave Hallsten,-19.602000000000007
2017,Dave Hallsten,106.98359999999995
2014,Dave Kipp,
2015,Dave Kipp,173.70809999999994
2016,Dave Kipp,-38.31210000000003
2017,Dave Kipp,400.9974999999999
2014,Dave Poirier,
2015,Dave Poirier,16.2864
2016,Dave Poirier,486.3418
2017,Dave Poirier,60.54789999999999
2014,David Bremer,
2015,David Bremer,-285.0512000000002
2016,David Bremer,
2017,David Bremer,-1136.718
2014,David Flashing,37.87709999999999
2015,David Flashing,99.94079999999998
2016,David Flashing,-397.1276
2017,David Flashing,
2014,David Kendrick,78.50069999999998
2015,David Kendrick,
2016,David Kendrick,
2017,David Kendrick,171.44400000000002
2014,David Philippe,-41.939600000000056
2015,David Philippe,1.0019999999999993
2016,David Philippe,
2017,David Philippe,
2014,David Smith,57.5928
2015,David Smith,182.57879999999997
2016,David Smith,-46.9235
2017,David Smith,-29.548800000000007
2014,David Wiener,55.47340000000001
2015,David Wiener,
2016,David Wiener,-34.065200000000004
2017,David Wiener,-108.28199999999998
2014,Dean Braden,
2015,Dean Braden,-41.79390000000001
2016,Dean Braden,-66.44819999999999
2017,Dean Braden,278.21
2014,Dean Katz,6.002599999999999
2015,Dean Katz,-340.00899999999984
2016,Dean Katz,227.45109999999997
2017,Dean Katz,316.45470000000006
2014,Dean percer,100.92299999999997
2015,Dean percer,1145.8329999999999
2016,Dean percer,117.7404
2017,Dean percer,-1031.1316000000002
2014,Deanra Eno,9.844500000000002
2015,Deanra Eno,438.4797000000001
2016,Deanra Eno,16.147199999999998
2017,Deanra Eno,
2014,Deborah Brumfield,45.1064
2015,Deborah Brumfield,1.7140999999999984
2016,Deborah Brumfield,810.56
2017,Deborah Brumfield,-15.55410000000002
2014,Debra Catini,54.796800000000005
2015,Debra Catini,55.74699999999999
2016,Debra Catini,10.465
2017,Debra Catini,11.059400000000018
2014,Deirdre Greer,22.074799999999996
2015,Deirdre Greer,0.4155999999999831
2016,Deirdre Greer,9.3312
2017,Deirdre Greer,530.9545
2014,Delfina Latchford,-11.89550000000002
2015,Delfina Latchford,
2016,Delfina Latchford,206.5908
2017,Delfina Latchford,94.1779
2014,Denise Leinenbach,2.1006
2015,Denise Leinenbach,197.98880000000003
2016,Denise Leinenbach,5.2164
2017,Denise Leinenbach,17.3754
2014,Denise Monton,3.707999999999999
2015,Denise Monton,2.8392000000000017
2016,Denise Monton,-61.90270000000007
2017,Denise Monton,1374.4141
2014,Dennis Bolton,79.8912
2015,Dennis Bolton,15.6078
2016,Dennis Bolton,81.97619999999998
2017,Dennis Bolton,113.5333
2014,Dennis Kane,109.61129999999999
2015,Dennis Kane,-96.17420000000007
2016,Dennis Kane,360.9842000000001
2017,Dennis Kane,2.658600000000015
2014,Dennis Pardue,83.7889
2015,Dennis Pardue,-223.8464
2016,Dennis Pardue,1694.6408999999999
2017,Dennis Pardue,17.2484
2014,Denny Blanton,
2015,Denny Blanton,266.32499999999993
2016,Denny Blanton,
2017,Denny Blanton,172.58419999999992
2014,Denny Joy,39.764799999999994
2015,Denny Joy,64.99619999999999
2016,Denny Joy,378.274
2017,Denny Joy,
2014,Denny Ordway,5.523599999999993
2015,Denny Ordway,-136.09279999999998
2016,Denny Ordway,8.4966
2017,Denny Ordway,83.16399999999999
2014,Dianna Arnett,21.72639999999999
2015,Dianna Arnett,
2016,Dianna Arnett,
2017,Dianna Arnett,35.064
2014,Dianna Vittorini,9.716399999999993
2015,Dianna Vittorini,101.89619999999995
2016,Dianna Vittorini,89.95479999999999
2017,Dianna Vittorini,151.64529999999993
2014,Dianna Wilson,1154.6735
2015,Dianna Wilson,
2016,Dianna Wilson,31.08639999999997
2017,Dianna Wilson,162.9957
2014,Dionis Lloyd,
2015,Dionis Lloyd,50.34980000000001
2016,Dionis Lloyd,97.44400000000002
2017,Dionis Lloyd,-200.58180000000002
2014,Don Jones,187.74039999999997
2015,Don Jones,
2016,Don Jones,100.19599999999997
2017,Don Jones,57.315699999999985
2014,Don Miller,14.492199999999997
2015,Don Miller,167.11100000000002
2016,Don Miller,18.165599999999998
2017,Don Miller,
2014,Don Weiss,
2015,Don Weiss,
2016,Don Weiss,16.008800000000004
2017,Don Weiss,53.65840000000001
2014,Dorothy Badders,8.3461
2015,Dorothy Badders,
2016,Dorothy Badders,
2017,Dorothy Badders,100.98089999999996
2014,Dorothy Dickinson,-8.634400000000003
2015,Dorothy Dickinson,
2016,Dorothy Dickinson,-6.899200000000002
2017,Dorothy Dickinson,51.967999999999996
2014,Dorothy Wardle,6.63
2015,Dorothy Wardle,-371.25
2016,Dorothy Wardle,92.60640000000001
2017,Dorothy Wardle,5.116999999999969
2014,Dorris liebe,29.172000000000004
2015,Dorris liebe,
2016,Dorris liebe,146.38799999999998
2017,Dorris liebe,-0.32120000000000015
2014,Doug Bickford,13.4925
2015,Doug Bickford,342.08820000000003
2016,Doug Bickford,22.73039999999996
2017,Doug Bickford,60.4901
2014,Doug Jacobs,
2015,Doug Jacobs,35.99639999999995
2016,Doug Jacobs,25.784799999999997
2017,Doug Jacobs,669.7831999999999
2014,Doug O'Connell,
2015,Doug O'Connell,26.823999999999995
2016,Doug O'Connell,
2017,Doug O'Connell,267.24359999999996
2014,Duane Benoit,31.005899999999997
2015,Duane Benoit,-17.285400000000006
2016,Duane Benoit,-35.215199999999996
2017,Duane Benoit,199.16819999999998
2014,Duane Huffman,87.7804
2015,Duane Huffman,28.88659999999999
2016,Duane Huffman,
2017,Duane Huffman,
2014,Duane Noonan,179.73250000000002
2015,Duane Noonan,
2016,Duane Noonan,222.391
2017,Duane Noonan,138.41699999999997
2014,Ed Braxton,-127.35520000000008
2015,Ed Braxton,47.954699999999995
2016,Ed Braxton,82.42340000000007
2017,Ed Braxton,10.598599999999905
2014,Ed Jacobs,-52.5691
2015,Ed Jacobs,15.857099999999974
2016,Ed Jacobs,
2017,Ed Jacobs,423.7296
2014,Ed Ludwig,
2015,Ed Ludwig,
2016,Ed Ludwig,8.661999999999992
2017,Ed Ludwig,18.453400000000002
2014,Edward Becker,
2015,Edward Becker,177.41600000000005
2016,Edward Becker,139.81189999999998
2017,Edward Becker,-397.51390000000004
2014,Edward Hooks,4.054799999999977
2015,Edward Hooks,224.82939999999996
2016,Edward Hooks,758.8061999999998
2017,Edward Hooks,405.8249999999999
2014,Edward Nazzal,
2015,Edward Nazzal,51.15479999999998
2016,Edward Nazzal,438.4045
2017,Edward Nazzal,6.553800000000001
2014,Eileen Kiefer,70.49000000000001
2015,Eileen Kiefer,20.543000000000003
2016,Eileen Kiefer,
2017,Eileen Kiefer,6.073599999999999
2014,Eleni McCrary,
2015,Eleni McCrary,-201.89570000000032
2016,Eleni McCrary,57.5928
2017,Eleni McCrary,10.475399999999999
2014,Elizabeth Moffitt,7.9958
2015,Elizabeth Moffitt,238.4726
2016,Elizabeth Moffitt,-8.321399999999999
2017,Elizabeth Moffitt,444.4072
2014,Ellis Ballard,-36.363599999999984
2015,Ellis Ballard,610.8624
2016,Ellis Ballard,0
2017,Ellis Ballard,81.7
2014,Elpida Rittenbach,
2015,Elpida Rittenbach,4.5737999999999985
2016,Elpida Rittenbach,-300.3136000000002
2017,Elpida Rittenbach,
2014,Emily Burns,15.884699999999981
2015,Emily Burns,242.00900000000001
2016,Emily Burns,84.07019999999997
2017,Emily Burns,-80.43239999999999
2014,Emily Ducich,18.4848
2015,Emily Ducich,574.8101999999998
2016,Emily Ducich,185.133
2017,Emily Ducich,-107.98450000000005
2014,Emily Grady,
2015,Emily Grady,55.36160000000001
2016,Emily Grady,46.31839999999994
2017,Emily Grady,2.585599999999971
2014,Emily Phan,174.99749999999997
2015,Emily Phan,361.20259999999996
2016,Emily Phan,-394.0889
2017,Emily Phan,2.8465999999999667
2014,Eric Barreto,1.3479999999999954
2015,Eric Barreto,
2016,Eric Barreto,74.44819999999999
2017,Eric Barreto,-75.19199999999998
2014,Eric Hoffmann,22.150800000000004
2015,Eric Hoffmann,10.612800000000004
2016,Eric Hoffmann,-13.626000000000037
2017,Eric Hoffmann,34.40219999999999
2014,Eric Murdock,
2015,Eric Murdock,51.93020000000001
2016,Eric Murdock,
2017,Eric Murdock,50.36580000000001
2014,Erica Bern,
2015,Erica Bern,
2016,Erica Bern,151.88429999999994
2017,Erica Bern,10.993799999999997
2014,Erica Hackney,54.09200000000001
2015,Erica Hackney,28.388599999999997
2016,Erica Hackney,67.8953
2017,Erica Hackney,
2014,Erica Hernandez,-248.7711999999999
2015,Erica Hernandez,
2016,Erica Hernandez,9.946799999999998
2017,Erica Hernandez,144.68359999999998
2014,Erica Smith,15.2244
2015,Erica Smith,44.04599999999999
2016,Erica Smith,71.99099999999999
2017,Erica Smith,872.0321
2014,Erin Ashbrook,-53.44899999999999
2015,Erin Ashbrook,321.7404
2016,Erin Ashbrook,-342.8570000000001
2017,Erin Ashbrook,21.824999999999996
2014,Erin Creighton,-4.021599999999999
2015,Erin Creighton,
2016,Erin Creighton,43.08239999999997
2017,Erin Creighton,57.3648
2014,Erin Mull,59.261599999999994
2015,Erin Mull,
2016,Erin Mull,-5.026800000000001
2017,Erin Mull,-14.080199999999998
2014,Erin Smith,133.76319999999998
2015,Erin Smith,-27.164199999999994
2016,Erin Smith,-99.2151999999999
2017,Erin Smith,239.28229999999982
2014,Eudokia Martin,
2015,Eudokia Martin,192.67199999999994
2016,Eudokia Martin,30.632999999999992
2017,Eudokia Martin,16.931200000000004
2014,Eugene Barchas,
2015,Eugene Barchas,44.551199999999994
2016,Eugene Barchas,187.6112
2017,Eugene Barchas,-47.39680000000001
2014,Eugene Hildebrand,20.09700000000001
2015,Eugene Hildebrand,-117.86410000000006
2016,Eugene Hildebrand,-71.64890000000001
2017,Eugene Hildebrand,265.6862
2014,Eugene Moren,2.2098
2015,Eugene Moren,271.4153
2016,Eugene Moren,968.9807999999999
2017,Eugene Moren,76.75960000000002
2014,Eva Jacobs,-23.48820000000009
2015,Eva Jacobs,
2016,Eva Jacobs,335.3556
2017,Eva Jacobs,140.00809999999998
2014,Evan Bailliet,155.0189
2015,Evan Bailliet,119.19599999999998
2016,Evan Bailliet,4.4399999999999995
2017,Evan Bailliet,3.5151999999999988
2014,Evan Henry,26.4173
2015,Evan Henry,
2016,Evan Henry,209.27339999999998
2017,Evan Henry,6.419999999999996
2014,Evan Minnotte,
2015,Evan Minnotte,3.9473999999999996
2016,Evan Minnotte,
2017,Evan Minnotte,17.82469999999996
2014,Filia McAdams,228.77540000000005
2015,Filia McAdams,
2016,Filia McAdams,45.65589999999999
2017,Filia McAdams,-24.750499999999988
2014,Frank Atkinson,3.58
2015,Frank Atkinson,224.76079999999993
2016,Frank Atkinson,39.80409999999998
2017,Frank Atkinson,252.37800000000004
2014,Frank Carlisle,
2015,Frank Carlisle,35.532399999999996
2016,Frank Carlisle,972.2454000000001
2017,Frank Carlisle,209.38840000000002
2014,Frank Gastineau,314.3084
2015,Frank Gastineau,
2016,Frank Gastineau,
2017,Frank Gastineau,80.43130000000002
2014,Frank Hawley,297.16839999999996
2015,Frank Hawley,
2016,Frank Hawley,166.29679999999996
2017,Frank Hawley,609.8023999999999
2014,Frank Merwin,22.98400000000001
2015,Frank Merwin,1.0269
2016,Frank Merwin,-356.9856000000001
2017,Frank Merwin,531.0841999999999
2014,Frank Olsen,245.0209999999999
2015,Frank Olsen,18.989099999999883
2016,Frank Olsen,22.560699999999997
2017,Frank Olsen,-70.97389999999999
2014,Frank Preis,138.0013999999999
2015,Frank Preis,-140.57780000000005
2016,Frank Preis,359.70509999999996
2017,Frank Preis,49.31859999999998
2014,Fred Chung,112.57400000000001
2015,Fred Chung,12.598999999999995
2016,Fred Chung,86.14919999999995
2017,Fred Chung,502.97039999999987
2014,Fred Harton,
2015,Fred Harton,365.9262999999999
2016,Fred Harton,
2017,Fred Harton,340.36270000000013
2014,Fred Hopkins,-172.4535
2015,Fred Hopkins,2139.7362999999996
2016,Fred Hopkins,6.911999999999999
2017,Fred Hopkins,76.08780000000002
2014,Fred McMath,
2015,Fred McMath,17.476600000000026
2016,Fred McMath,135.3114
2017,Fred McMath,38.70179999999999
2014,Fred Wasserman,
2015,Fred Wasserman,5.476800000000001
2016,Fred Wasserman,12.208000000000002
2017,Fred Wasserman,5.8065
2014,Gary Hansen,53.341399999999986
2015,Gary Hansen,38.970000000000006
2016,Gary Hansen,-173.0841
2017,Gary Hansen,-496.0608000000001
2014,Gary Hwang,1073.1429999999998
2015,Gary Hwang,59.677
2016,Gary Hwang,
2017,Gary Hwang,43.5981
2014,Gary McGarr,202.77959999999987
2015,Gary McGarr,
2016,Gary McGarr,108.17520000000002
2017,Gary McGarr,36.3112
2014,Gary Mitchum,316.16
2015,Gary Mitchum,
2016,Gary Mitchum,102.51400000000001
2017,Gary Mitchum,374.60739999999987
2014,Gary Zandusky,50.43059999999999
2015,Gary Zandusky,126.31099999999995
2016,Gary Zandusky,651.9093
2017,Gary Zandusky,259.10299999999995
2014,Gene Hale,
2015,Gene Hale,-70.9605
2016,Gene Hale,-24.489300000000128
2017,Gene Hale,
2014,Gene McClure,2.691
2015,Gene McClure,359.4497
2016,Gene McClure,17.5738
2017,Gene McClure,61.603999999999964
2014,George Ashbrook,22.410600000000002
2015,George Ashbrook,625.8473999999998
2016,George Ashbrook,53.55719999999999
2017,George Ashbrook,139.0838
2014,George Bell,-33.19539999999999
2015,George Bell,74.28459999999995
2016,George Bell,-77.5444
2017,George Bell,44.29229999999998
2014,George Zrebassa,12.490200000000003
2015,George Zrebassa,
2016,George Zrebassa,
2017,George Zrebassa,816.1708
2014,Georgia Rosenberg,359.83320000000003
2015,Georgia Rosenberg,
2016,Georgia Rosenberg,
2017,Georgia Rosenberg,
2014,Giulietta Baptist,
2015,Giulietta Baptist,767.5905
2016,Giulietta Baptist,73.2276
2017,Giulietta Baptist,295.0211999999999
2014,Giulietta Dortch,22.002799999999997
2015,Giulietta Dortch,
2016,Giulietta Dortch,-155.2983000000001
2017,Giulietta Dortch,364.23280000000005
2014,Giulietta Weimer,3.634899999999959
2015,Giulietta Weimer,134.33279999999996
2016,Giulietta Weimer,44.578299999999956
2017,Giulietta Weimer,-451.0883
2014,Grace Kelly,42.91139999999998
2015,Grace Kelly,86.64119999999996
2016,Grace Kelly,1315.5503
2017,Grace Kelly,3.4495999999999993
2014,Grant Thornton,-292.1899000000001
2015,Grant Thornton,8.870400000000002
2016,Grant Thornton,
2017,Grant Thornton,-3825.339399999999
2014,Greg Guthrie,122.54349999999997
2015,Greg Guthrie,-115.7156
2016,Greg Guthrie,15.93229999999999
2017,Greg Guthrie,-10.061700000000052
2014,Greg Hansen,
2015,Greg Hansen,3.0690000000000026
2016,Greg Hansen,
2017,Greg Hansen,-8.879199999999997
2014,Greg Matthias,214.53700000000003
2015,Greg Matthias,
2016,Greg Matthias,-121.93530000000004
2017,Greg Matthias,-57.115200000000016
2014,Greg Maxwell,112.27370000000005
2015,Greg Maxwell,
2016,Greg Maxwell,175.62619999999995
2017,Greg Maxwell,-99.1764
2014,Greg Tran,738.6552999999996
2015,Greg Tran,974.3135
2016,Greg Tran,366.85689999999994
2017,Greg Tran,83.60119999999984
2014,Guy Armstrong,101.68509999999999
2015,Guy Armstrong,11.540400000000002
2016,Guy Armstrong,
2017,Guy Armstrong,23.482399999999995
2014,Guy Phonely,-35.928
2015,Guy Phonely,67.7656
2016,Guy Phonely,
2017,Guy Phonely,
2014,Guy Thornton,
2015,Guy Thornton,27.198999999999998
2016,Guy Thornton,6.300000000000001
2017,Guy Thornton,-39.638200000000026
2014,Hallie Redmond,1.6038
2015,Hallie Redmond,48.11799999999998
2016,Hallie Redmond,
2017,Hallie Redmond,135.8576
2014,Harold Dahlen,-166.87860000000006
2015,Harold Dahlen,31.002600000000005
2016,Harold Dahlen,
2017,Harold Dahlen,
2014,Harold Engle,
2015,Harold Engle,
2016,Harold Engle,113.14969999999998
2017,Harold Engle,161.25310000000002
2014,Harold Pawlan,101.682
2015,Harold Pawlan,-21.69440000000003
2016,Harold Pawlan,
2017,Harold Pawlan,293.87609999999984
2014,Harold Ryan,79.73940000000002
2015,Harold Ryan,116.52379999999992
2016,Harold Ryan,
2017,Harold Ryan,1000.6872
2014,Harry Greene,21.601200000000002
2015,Harry Greene,-2.01
2016,Harry Greene,
2017,Harry Greene,127.412
2014,Harry Marie,-79.12319999999995
2015,Harry Marie,2450.9987
2016,Harry Marie,82.65200000000007
2017,Harry Marie,-16.543900000000015
2014,Heather Jas,
2015,Heather Jas,28.7016
2016,Heather Jas,55.986000000000004
2017,Heather Jas,13.967199999999998
2014,Heather Kirkland,240.8595
2015,Heather Kirkland,300.05820000000006
2016,Heather Kirkland,17.023199999999996
2017,Heather Kirkland,399.0042000000001
2014,Helen Abelman,108.79959999999997
2015,Helen Abelman,111.28650000000002
2016,Helen Abelman,129.77249999999998
2017,Helen Abelman,-79.0011999999999
2014,Helen Andreada,-56.73600000000005
2015,Helen Andreada,197.83950000000002
2016,Helen Andreada,-55.041500000000056
2017,Helen Andreada,13.082499999999996
2014,Helen Wasserman,
2015,Helen Wasserman,17.1976
2016,Helen Wasserman,200.2692
2017,Helen Wasserman,1946.6943
2014,Henia Zydlo,
2015,Henia Zydlo,
2016,Henia Zydlo,6.2905
2017,Henia Zydlo,-136.67839999999993
2014,Henry Goldwyn,2.4503999999999992
2015,Henry Goldwyn,34.839
2016,Henry Goldwyn,136.12979999999996
2017,Henry Goldwyn,-2971.3827000000006
2014,Henry MacAllister,
2015,Henry MacAllister,73.94720000000001
2016,Henry MacAllister,1.7309999999999999
2017,Henry MacAllister,41.597300000000004
2014,Herbert Flentye,132.9564
2015,Herbert Flentye,
2016,Herbert Flentye,-167.3162000000001
2017,Herbert Flentye,20.483
2014,Hilary Holden,60.273599999999995
2015,Hilary Holden,
2016,Hilary Holden,
2017,Hilary Holden,26.4606
2014,Hunter Glantz,616.4554999999999
2015,Hunter Glantz,55.89599999999996
2016,Hunter Glantz,50.238299999999995
2017,Hunter Glantz,82.0215
2014,Hunter Lopez,448.0323999999998
2015,Hunter Lopez,
2016,Hunter Lopez,128.54040000000003
2017,Hunter Lopez,5045.8564
2014,Ionia McGrath,19.2384
2015,Ionia McGrath,
2016,Ionia McGrath,956.5316999999999
2017,Ionia McGrath,
2014,Irene Maddox,240.60270000000003
2015,Irene Maddox,-55.71200000000002
2016,Irene Maddox,329.76199999999994
2017,Irene Maddox,
2014,Ivan Gibson,28.3524
2015,Ivan Gibson,144.3546
2016,Ivan Gibson,54.8604
2017,Ivan Gibson,92.93079999999999
2014,Ivan Liston,6.9132
2015,Ivan Liston,656.7855999999998
2016,Ivan Liston,19.5578
2017,Ivan Liston,438.6804000000001
2014,Jack Garza,734.6943
2015,Jack Garza,-50.50319999999997
2016,Jack Garza,
2017,Jack Garza,
2014,Jack Lebron,9.385999999999997
2015,Jack Lebron,
2016,Jack Lebron,1.3944
2017,Jack Lebron,-218.57600000000002
2014,Jack O'Briant,101.01929999999997
2015,Jack O'Briant,
2016,Jack O'Briant,440.0155000000001
2017,Jack O'Briant,40.36969999999995
2014,James Galang,378.69449999999995
2015,James Galang,736.7656
2016,James Galang,230.3589
2017,James Galang,69.84739999999998
2014,James Lanier,59.49299999999995
2015,James Lanier,41.13719999999999
2016,James Lanier,-1.829499999999996
2017,James Lanier,110.48099999999988
2014,Jamie Frazer,37.39760000000001
2015,Jamie Frazer,17.990999999999996
2016,Jamie Frazer,173.313
2017,Jamie Frazer,346.4242999999999
2014,Jamie Kunitz,47.80649999999999
2015,Jamie Kunitz,614.3015999999999
2016,Jamie Kunitz,0.5435999999999996
2017,Jamie Kunitz,557.3312999999998
2014,Jane Waco,
2015,Jane Waco,89.1994
2016,Jane Waco,131.24199999999993
2017,Jane Waco,1953.2679999999998
2014,Janet Lee,-190.50900000000004
2015,Janet Lee,53.471600000000024
2016,Janet Lee,103.3612
2017,Janet Lee,88.19359999999986
2014,Janet Martin,
2015,Janet Martin,
2016,Janet Martin,155.2339
2017,Janet Martin,-135.4104
2014,Janet Molinari,58.698
2015,Janet Molinari,-11.901400000000017
2016,Janet Molinari,306.5401
2017,Janet Molinari,149.2776
2014,Jas O'Carroll,1.3747999999999998
2015,Jas O'Carroll,204.43699999999998
2016,Jas O'Carroll,51.20639999999999
2017,Jas O'Carroll,-54.882
2014,Jason Fortune-,46.963199999999986
2015,Jason Fortune-,
2016,Jason Fortune-,-9.87180000000003
2017,Jason Fortune-,60.19759999999999
2014,Jason Gross,
2015,Jason Gross,
2016,Jason Gross,-22.943800000000024
2017,Jason Gross,26.74139999999995
2014,Jason Klamczynski,17.298300000000015
2015,Jason Klamczynski,
2016,Jason Klamczynski,11.68
2017,Jason Klamczynski,26.349399999999992
2014,Jasper Cacioppo,1.3256999999999999
2015,Jasper Cacioppo,
2016,Jasper Cacioppo,-4.078299999999999
2017,Jasper Cacioppo,2.3969999999999985
2014,Jay Fein,
2015,Jay Fein,161.109
2016,Jay Fein,40.756
2017,Jay Fein,128.334
2014,Jay Kimmel,129.54950000000002
2015,Jay Kimmel,37.78029999999993
2016,Jay Kimmel,83.49319999999997
2017,Jay Kimmel,79.46079999999998
2014,Jenna Caffey,
2015,Jenna Caffey,
2016,Jenna Caffey,
2017,Jenna Caffey,502.92440000000005
2014,Jennifer Braxton,-124.56800000000004
2015,Jennifer Braxton,128.0551
2016,Jennifer Braxton,-98.62110000000007
2017,Jennifer Braxton,251.18719999999996
2014,Jennifer Ferguson,28.145200000000003
2015,Jennifer Ferguson,56.63819999999998
2016,Jennifer Ferguson,
2017,Jennifer Ferguson,550.8541999999999
2014,Jennifer Halladay,18.789299999999997
2015,Jennifer Halladay,
2016,Jennifer Halladay,
2017,Jennifer Halladay,-42.86639999999999
2014,Jennifer Jackson,
2015,Jennifer Jackson,181.8498
2016,Jennifer Jackson,18.705999999999996
2017,Jennifer Jackson,
2014,Jennifer Patt,10.8096
2015,Jennifer Patt,100.93199999999999
2016,Jennifer Patt,307.3390000000001
2017,Jennifer Patt,10.665900000000015
2014,Jeremy Ellison,
2015,Jeremy Ellison,57.22140000000001
2016,Jeremy Ellison,185.40269999999992
2017,Jeremy Ellison,33.59559999999999
2014,Jeremy Farry,35.39159999999999
2015,Jeremy Farry,-103.54079999999996
2016,Jeremy Farry,13.1091
2017,Jeremy Farry,36.97279999999998
2014,Jeremy Lonsdale,41.276399999999995
2015,Jeremy Lonsdale,
2016,Jeremy Lonsdale,21.751199999999997
2017,Jeremy Lonsdale,528.6887000000002
2014,Jeremy Pistek,199.39839999999987
2015,Jeremy Pistek,5.0064
2016,Jeremy Pistek,130.51199999999997
2017,Jeremy Pistek,422.2634000000001
2014,Jessica Myrick,58.9932
2015,Jessica Myrick,46.86389999999997
2016,Jessica Myrick,232.12079999999997
2017,Jessica Myrick,18.561600000000002
2014,Jesus Ocampo,
2015,Jesus Ocampo,154.27139999999994
2016,Jesus Ocampo,
2017,Jesus Ocampo,13.3995
2014,Jill Fjeld,78.55469999999997
2015,Jill Fjeld,147.349
2016,Jill Fjeld,848.7887
2017,Jill Fjeld,-1.483600000000008
2014,Jill Matthias,
2015,Jill Matthias,
2016,Jill Matthias,113.7252
2017,Jill Matthias,-0.6048
2014,Jill Stevenson,-204.75420000000003
2015,Jill Stevenson,4.5318
2016,Jill Stevenson,78.39600000000004
2017,Jill Stevenson,-53.72260000000001
2014,Jim Epp,27.19559999999999
2015,Jim Epp,-129.5882000000002
2016,Jim Epp,22.238400000000013
2017,Jim Epp,1703.5561
2014,Jim Karlsson,303.8935
2015,Jim Karlsson,438.192
2016,Jim Karlsson,
2017,Jim Karlsson,8.862999999999925
2014,Jim Kriz,10.193400000000002
2015,Jim Kriz,181.03639999999993
2016,Jim Kriz,
2017,Jim Kriz,981.3005000000002
2014,Jim Mitchum,7.719199999999998
2015,Jim Mitchum,
2016,Jim Mitchum,65.90069999999997
2017,Jim Mitchum,43.58409999999998
2014,Jim Radford,
2015,Jim Radford,-785.1645000000002
2016,Jim Radford,0
2017,Jim Radford,
2014,Jim Sink,
2015,Jim Sink,
2016,Jim Sink,-99.99000000000002
2017,Jim Sink,45.120799999999925
2014,Jocasta Rupert,
2015,Jocasta Rupert,
2016,Jocasta Rupert,
2017,Jocasta Rupert,107.98499999999996
2014,Joe Elijah,-59.61840000000001
2015,Joe Elijah,50.8256
2016,Joe Elijah,1210.7386
2017,Joe Elijah,60.34679999999996
2014,Joe Kamberova,-212.61020000000002
2015,Joe Kamberova,42.088399999999986
2016,Joe Kamberova,194.62449999999998
2017,Joe Kamberova,30.945599999999992
2014,Joel Eaton,42.09120000000001
2015,Joel Eaton,-507.05079999999987
2016,Joel Eaton,126.1689
2017,Joel Eaton,560.5874
2014,Joel Jenkins,
2015,Joel Jenkins,34.449200000000005
2016,Joel Jenkins,
2017,Joel Jenkins,
2014,John Castell,64.0736
2015,John Castell,27.624799999999997
2016,John Castell,70.55440000000007
2017,John Castell,117.31639999999996
2014,John Dryer,
2015,John Dryer,-313.51410000000004
2016,John Dryer,36.473600000000005
2017,John Dryer,10.488
2014,John Grady,28.26460000000001
2015,John Grady,8.693999999999999
2016,John Grady,91.125
2017,John Grady,78.01830000000002
2014,John Huston,26.413199999999996
2015,John Huston,19.602
2016,John Huston,
2017,John Huston,-19.933
2014,John Lee,-863.9345000000005
2015,John Lee,252.88649999999998
2016,John Lee,2.7956000000000003
2017,John Lee,837.1594
2014,John Lucas,1.331599999999999
2015,John Lucas,816.5161999999999
2016,John Lucas,-37.9432
2017,John Lucas,
2014,John Murray,1228.1787000000004
2015,John Murray,371.6324999999997
2016,John Murray,-49.829999999999984
2017,John Murray,24.635199999999998
2014,John Stevenson,-94.66050000000001
2015,John Stevenson,392.89339999999993
2016,John Stevenson,266.7469
2017,John Stevenson,
2014,Jonathan Doherty,-194.3904
2015,Jonathan Doherty,64.816
2016,Jonathan Doherty,1179.8412000000003
2017,Jonathan Doherty,
2014,Jonathan Howell,
2015,Jonathan Howell,48.660299999999985
2016,Jonathan Howell,63.16000000000002
2017,Jonathan Howell,-125.37480000000005
2014,Joni Blumstein,72.57539999999997
2015,Joni Blumstein,-359.5562
2016,Joni Blumstein,
2017,Joni Blumstein,
2014,Joni Sundaresam,2.8728
2015,Joni Sundaresam,-312.06139999999994
2016,Joni Sundaresam,-18.74500000000001
2017,Joni Sundaresam,
2014,Joni Wasserman,
2015,Joni Wasserman,-201.64799999999997
2016,Joni Wasserman,1.2006
2017,Joni Wasserman,170.87149999999997
2014,Joseph Airdo,96.93379999999995
2015,Joseph Airdo,
2016,Joseph Airdo,114.65759999999997
2017,Joseph Airdo,-1031.0131
2014,Joseph Holt,643.9825
2015,Joseph Holt,-1429.3776000000003
2016,Joseph Holt,71.81599999999999
2017,Joseph Holt,68.8809
2014,Joy Bell-,
