Date.Quarter,Product.Category-Subcategory.Category,Product.Category-Subcategory.Subcategory,Product.Brand,Customer.Geography.Continent,Customer.Geography.Country,Customer.Geography.State,Customer.Geography.City,Customer.Name,Store.Square Meters,Store.State,Store.Status,Sales.Total Cost,Sales.Margin,Sales.Sales Amount
Q2,Computers,Laptops,Fabrikam,North America,United States,Massachusetts,Springfield,Kathryn Linck,"1,120",Hawaii,,,,
Q3,Computers,Laptops,Fabrikam,North America,United States,Massachusetts,Springfield,Kathryn Linck,"1,120",Hawaii,,,,
Q4,Computers,Laptops,Fabrikam,North America,United States,Massachusetts,Springfield,Kathryn Linck,"1,120",Hawaii,,,,
Q1,Computers,Laptops,Fabrikam,North America,United States,Minnesota,Minneapolis,Gabriel Pariseau,"1,260",Rhode Island,,,,
Q2,Computers,Laptops,Fabrikam,North America,United States,Minnesota,Minneapolis,Gabriel Pariseau,"1,260",Rhode Island,,256.95,247.05,504
Q3,Computers,Laptops,Fabrikam,North America,United States,Minnesota,Minneapolis,Gabriel Pariseau,"1,260",Rhode Island,,,,
Q4,Computers,Laptops,Fabrikam,North America,United States,Minnesota,Minneapolis,Gabriel Pariseau,"1,260",Rhode Island,,,,
Q1,Computers,Laptops,Fabrikam,North America,United States,New Jersey,Newark,Signe Søndergaard,,Online,,321.44,377.56,699
Q2,Computers,Laptops,Fabrikam,North America,United States,New Jersey,Newark,Signe Søndergaard,,Online,,,,
Q3,Computers,Laptops,Fabrikam,North America,United States,New Jersey,Newark,Signe Søndergaard,,Online,,,,
Q4,Computers,Laptops,Fabrikam,North America,United States,New Jersey,Newark,Signe Søndergaard,,Online,,,,
Q1,Computers,Laptops,Fabrikam,North America,United States,North Carolina,Charlotte,Rhonda Smith,"1,260",Montana,,,,
Q2,Computers,Laptops,Fabrikam,North America,United States,North Carolina,Charlotte,Rhonda Smith,"1,260",Montana,,,,
Q3,Computers,Laptops,Fabrikam,North America,United States,North Carolina,Charlotte,Rhonda Smith,"1,260",Montana,,,,
Q4,Computers,Laptops,Fabrikam,North America,United States,North Carolina,Charlotte,Rhonda Smith,"1,260",Montana,,249.3,239.7,489
Q1,Computers,Laptops,Fabrikam,North America,United States,North Carolina,Gibson,Lara Moriarty,,Online,,,,
Q2,Computers,Laptops,Fabrikam,North America,United States,North Carolina,Gibson,Lara Moriarty,,Online,,292.89,224.15999999999997,517.05
Q3,Computers,Laptops,Fabrikam,North America,United States,North Carolina,Gibson,Lara Moriarty,,Online,,,,
Q4,Computers,Laptops,Fabrikam,North America,United States,North Carolina,Gibson,Lara Moriarty,,Online,,,,
Q1,Computers,Laptops,Fabrikam,North America,United States,North Carolina,Statesville,Donita Christensen,"1,330",Washington DC,,166.2,120.68,286.88
Q2,Computers,Laptops,Fabrikam,North America,United States,North Carolina,Statesville,Donita Christensen,"1,330",Washington DC,,,,
Q3,Computers,Laptops,Fabrikam,North America,United States,North Carolina,Statesville,Donita Christensen,"1,330",Washington DC,,,,
Q4,Computers,Laptops,Fabrikam,North America,United States,North Carolina,Statesville,Donita Christensen,"1,330",Washington DC,,,,
Q1,Computers,Laptops,Fabrikam,North America,United States,Ohio,Dayton,Sammy Swink,,Online,,,,
Q2,Computers,Laptops,Fabrikam,North America,United States,Ohio,Dayton,Sammy Swink,,Online,,185.32,178.18,363.5
Q3,Computers,Laptops,Fabrikam,North America,United States,Ohio,Dayton,Sammy Swink,,Online,,,,
Q4,Computers,Laptops,Fabrikam,North America,United States,Ohio,Dayton,Sammy Swink,,Online,,,,
Q1,Computers,Laptops,Fabrikam,North America,United States,Ohio,Maple Heights,Ryan Grant,,Online,,978.9,941.1,1920
Q2,Computers,Laptops,Fabrikam,North America,United States,Ohio,Maple Heights,Ryan Grant,,Online,,,,
Q3,Computers,Laptops,Fabrikam,North America,United States,Ohio,Maple Heights,Ryan Grant,,Online,,,,
Q4,Computers,Laptops,Fabrikam,North America,United States,Ohio,Maple Heights,Ryan Grant,,Online,,,,
Q1,Computers,Laptops,Fabrikam,North America,United States,Pennsylvania,Pittsburgh,Anna Fountain,,Online,,,,
Q2,Computers,Laptops,Fabrikam,North America,United States,Pennsylvania,Pittsburgh,Anna Fountain,,Online,,1092.3600000000001,1940.88,3033.2400000000002
Q3,Computers,Laptops,Fabrikam,North America,United States,Pennsylvania,Pittsburgh,Anna Fountain,,Online,,,,
Q4,Computers,Laptops,Fabrikam,North America,United States,Pennsylvania,Pittsburgh,Anna Fountain,,Online,,,,
Q1,Computers,Laptops,Fabrikam,North America,United States,Pennsylvania,Pittsburgh,John Hill,,Online,,,,
Q2,Computers,Laptops,Fabrikam,North America,United States,Pennsylvania,Pittsburgh,John Hill,,Online,,981.15,943.35,1924.5
Q3,Computers,Laptops,Fabrikam,North America,United States,Pennsylvania,Pittsburgh,John Hill,,Online,,,,
Q4,Computers,Laptops,Fabrikam,North America,United States,Pennsylvania,Pittsburgh,John Hill,,Online,,,,
Q1,Computers,Laptops,Fabrikam,North America,United States,South Carolina,Greenville,Oskar Palo,,Online,,186.6,142.79999999999998,329.4
Q2,Computers,Laptops,Fabrikam,North America,United States,South Carolina,Greenville,Oskar Palo,,Online,,,,
Q3,Computers,Laptops,Fabrikam,North America,United States,South Carolina,Greenville,Oskar Palo,,Online,,,,
Q4,Computers,Laptops,Fabrikam,North America,United States,South Carolina,Greenville,Oskar Palo,,Online,,,,
Q1,Computers,Laptops,Fabrikam,North America,United States,Texas,Dallas,John Camacho,,Online,,,,
Q2,Computers,Laptops,Fabrikam,North America,United States,Texas,Dallas,John Camacho,,Online,,,,
Q3,Computers,Laptops,Fabrikam,North America,United States,Texas,Dallas,John Camacho,,Online,,889.38,1044.62,1934
Q4,Computers,Laptops,Fabrikam,North America,United States,Texas,Dallas,John Camacho,,Online,,,,
Q1,Computers,Laptops,Fabrikam,North America,United States,Texas,El Paso,Kathy Oliveri,,Online,,,,
Q2,Computers,Laptops,Fabrikam,North America,United States,Texas,El Paso,Kathy Oliveri,,Online,,,,
Q3,Computers,Laptops,Fabrikam,North America,United States,Texas,El Paso,Kathy Oliveri,,Online,,,,
Q4,Computers,Laptops,Fabrikam,North America,United States,Texas,El Paso,Kathy Oliveri,,Online,,1213.8899999999999,1241.0310000000004,2454.9210000000003
Q1,Computers,Laptops,Fabrikam,North America,United States,Texas,Fort Worth,Judith Lauterbach,,Online,,,,
Q2,Computers,Laptops,Fabrikam,North America,United States,Texas,Fort Worth,Judith Lauterbach,,Online,,,,
Q3,Computers,Laptops,Fabrikam,North America,United States,Texas,Fort Worth,Judith Lauterbach,,Online,,1260.66,1124.358,2385.018
Q4,Computers,Laptops,Fabrikam,North America,United States,Texas,Fort Worth,Judith Lauterbach,,Online,,,,
Q1,Computers,Laptops,Fabrikam,North America,United States,Texas,Houston,Michael Thomas,"2,000",Nebraska,,,,
Q2,Computers,Laptops,Fabrikam,North America,United States,Texas,Houston,Michael Thomas,"2,000",Nebraska,,,,
Q3,Computers,Laptops,Fabrikam,North America,United States,Texas,Houston,Michael Thomas,"2,000",Nebraska,,,,
Q4,Computers,Laptops,Fabrikam,North America,United States,Texas,Houston,Michael Thomas,"2,000",Nebraska,,187.62,180.38,368
Q1,Computers,Laptops,Fabrikam,North America,United States,Texas,Killeen,Laura Webb,"2,000",South Carolina,,,,
Q2,Computers,Laptops,Fabrikam,North America,United States,Texas,Killeen,Laura Webb,"2,000",South Carolina,,,,
Q3,Computers,Laptops,Fabrikam,North America,United States,Texas,Killeen,Laura Webb,"2,000",South Carolina,,,,
Q4,Computers,Laptops,Fabrikam,North America,United States,Texas,Killeen,Laura Webb,"2,000",South Carolina,,1347.4,1172.3999999999996,2519.7999999999997
Q1,Computers,Laptops,Fabrikam,North America,United States,Texas,Vigo Park,Eleanor Hudson,"1,120",South Dakota,,,,
Q2,Computers,Laptops,Fabrikam,North America,United States,Texas,Vigo Park,Eleanor Hudson,"1,120",South Dakota,,878.67,655.245,1533.915
Q3,Computers,Laptops,Fabrikam,North America,United States,Texas,Vigo Park,Eleanor Hudson,"1,120",South Dakota,,,,
Q4,Computers,Laptops,Fabrikam,North America,United States,Texas,Vigo Park,Eleanor Hudson,"1,120",South Dakota,,,,
Q1,Computers,Laptops,Fabrikam,North America,United States,Washington,Bickleton,Noemi Garcia,,Online,,841.2,808.8,1650
Q2,Computers,Laptops,Fabrikam,North America,United States,Washington,Bickleton,Noemi Garcia,,Online,,,,
Q3,Computers,Laptops,Fabrikam,North America,United States,Washington,Bickleton,Noemi Garcia,,Online,,,,
Q4,Computers,Laptops,Fabrikam,North America,United States,Washington,Bickleton,Noemi Garcia,,Online,,,,
Q1,Computers,Laptops,Fabrikam,North America,United States,Washington,Port Orchard,Mary Sullivan,"1,645",New Mexico,,,,
Q2,Computers,Laptops,Fabrikam,North America,United States,Washington,Port Orchard,Mary Sullivan,"1,645",New Mexico,,606.1,527.38,1133.48
Q3,Computers,Laptops,Fabrikam,North America,United States,Washington,Port Orchard,Mary Sullivan,"1,645",New Mexico,,,,
Q4,Computers,Laptops,Fabrikam,North America,United States,Washington,Port Orchard,Mary Sullivan,"1,645",New Mexico,,,,
Q1,Computers,Laptops,Fabrikam,North America,United States,Washington,Seattle,Miroslav Janecek,,Online,,,,
Q2,Computers,Laptops,Fabrikam,North America,United States,Washington,Seattle,Miroslav Janecek,,Online,,,,
Q3,Computers,Laptops,Fabrikam,North America,United States,Washington,Seattle,Miroslav Janecek,,Online,,1213.89,1425.8099999999997,2639.7
Q4,Computers,Laptops,Fabrikam,North America,United States,Washington,Seattle,Miroslav Janecek,,Online,,,,
Q1,Computers,Laptops,Fabrikam,North America,United States,Wisconsin,Wausau,Kate McCabe,,Online,,,,
Q2,Computers,Laptops,Fabrikam,North America,United States,Wisconsin,Wausau,Kate McCabe,,Online,,504.72,485.28,990
Q3,Computers,Laptops,Fabrikam,North America,United States,Wisconsin,Wausau,Kate McCabe,,Online,,,,
Q4,Computers,Laptops,Fabrikam,North America,United States,Wisconsin,Wausau,Kate McCabe,,Online,,,,
Q1,Computers,Laptops,Proseware,Europe,Germany,Freistaat Bayern,Schernfeld,Melanie Schmitz,,Online,,3873.42,7817.58,11691
Q2,Computers,Laptops,Proseware,Europe,Germany,Freistaat Bayern,Schernfeld,Melanie Schmitz,,Online,,,,
Q3,Computers,Laptops,Proseware,Europe,Germany,Freistaat Bayern,Schernfeld,Melanie Schmitz,,Online,,,,
Q4,Computers,Laptops,Proseware,Europe,Germany,Freistaat Bayern,Schernfeld,Melanie Schmitz,,Online,,,,
Q1,Computers,Laptops,Proseware,Europe,Germany,Freistaat Thüringen,Dillingen,Marcel Meier,"2,000",Freistaat Thüringen,,,,
Q2,Computers,Laptops,Proseware,Europe,Germany,Freistaat Thüringen,Dillingen,Marcel Meier,"2,000",Freistaat Thüringen,,,,
Q3,Computers,Laptops,Proseware,Europe,Germany,Freistaat Thüringen,Dillingen,Marcel Meier,"2,000",Freistaat Thüringen,,2151.9,3693.6,5845.5
Q4,Computers,Laptops,Proseware,Europe,Germany,Freistaat Thüringen,Dillingen,Marcel Meier,"2,000",Freistaat Thüringen,,,,
Q1,Computers,Laptops,Proseware,Europe,Germany,Freistaat Thüringen,St Wendel,Stephanie Finkel,"2,000",Freistaat Thüringen,,,,
Q2,Computers,Laptops,Proseware,Europe,Germany,Freistaat Thüringen,St Wendel,Stephanie Finkel,"2,000",Freistaat Thüringen,,,,
Q3,Computers,Laptops,Proseware,Europe,Germany,Freistaat Thüringen,St Wendel,Stephanie Finkel,"2,000",Freistaat Thüringen,,,,
Q4,Computers,Laptops,Proseware,Europe,Germany,Freistaat Thüringen,St Wendel,Stephanie Finkel,"2,000",Freistaat Thüringen,,2342.88,1792.9799999999996,4135.86
Q1,Computers,Laptops,Proseware,Europe,Germany,Hessen,Schaafheim,Sabine Bürger,"1,855",Hessen,,,,
Q2,Computers,Laptops,Proseware,Europe,Germany,Hessen,Schaafheim,Sabine Bürger,"1,855",Hessen,,,,
Q3,Computers,Laptops,Proseware,Europe,Germany,Hessen,Schaafheim,Sabine Bürger,"1,855",Hessen,,321.44,321.64000000000004,643.08
Q4,Computers,Laptops,Proseware,Europe,Germany,Hessen,Schaafheim,Sabine Bürger,"1,855",Hessen,,,,
Q1,Computers,Laptops,Proseware,Europe,Germany,Niedersachsen,Stemshorn,Ines Beich,560,Freie Hansestadt Bremen,,,,
Q2,Computers,Laptops,Proseware,Europe,Germany,Niedersachsen,Stemshorn,Ines Beich,560,Freie Hansestadt Bremen,,166.2,120.68,286.88
Q3,Computers,Laptops,Proseware,Europe,Germany,Niedersachsen,Stemshorn,Ines Beich,560,Freie Hansestadt Bremen,,,,
Q4,Computers,Laptops,Proseware,Europe,Germany,Niedersachsen,Stemshorn,Ines Beich,560,Freie Hansestadt Bremen,,,,
Q1,Computers,Laptops,Proseware,Europe,Germany,Rheinland-Pfalz,Erzenhausen,Claudia Pfeiffer,350,Saarland,,,,
Q2,Computers,Laptops,Proseware,Europe,Germany,Rheinland-Pfalz,Erzenhausen,Claudia Pfeiffer,350,Saarland,,,,
Q3,Computers,Laptops,Proseware,Europe,Germany,Rheinland-Pfalz,Erzenhausen,Claudia Pfeiffer,350,Saarland,,964.3199999999999,985.8900000000001,1950.21
Q4,Computers,Laptops,Proseware,Europe,Germany,Rheinland-Pfalz,Erzenhausen,Claudia Pfeiffer,350,Saarland,,,,
Q1,Computers,Laptops,Proseware,Europe,Germany,Rheinland-Pfalz,Wallmerod,Christina Neumann,,Online,,,,
Q2,Computers,Laptops,Proseware,Europe,Germany,Rheinland-Pfalz,Wallmerod,Christina Neumann,,Online,,332.4,287,619.4
Q3,Computers,Laptops,Proseware,Europe,Germany,Rheinland-Pfalz,Wallmerod,Christina Neumann,,Online,,,,
Q4,Computers,Laptops,Proseware,Europe,Germany,Rheinland-Pfalz,Wallmerod,Christina Neumann,,Online,,,,
Q1,Computers,Laptops,Proseware,Europe,Germany,Sachsen-Anhalt,Aschersleben,Lena Maur,,Online,,1045.74,1046.34,2092.08
Q2,Computers,Laptops,Proseware,Europe,Germany,Sachsen-Anhalt,Aschersleben,Lena Maur,,Online,,,,
Q3,Computers,Laptops,Proseware,Europe,Germany,Sachsen-Anhalt,Aschersleben,Lena Maur,,Online,,,,
Q4,Computers,Laptops,Proseware,Europe,Germany,Sachsen-Anhalt,Aschersleben,Lena Maur,,Online,,,,
Q1,Computers,Laptops,Proseware,Europe,Italy,Grosseto,Ghirlanda,Benigno Rossi,,Online,,,,
Q2,Computers,Laptops,Proseware,Europe,Italy,Grosseto,Ghirlanda,Benigno Rossi,,Online,,,,
Q3,Computers,Laptops,Proseware,Europe,Italy,Grosseto,Ghirlanda,Benigno Rossi,,Online,,826.3799999999999,772.95,1599.33
Q4,Computers,Laptops,Proseware,Europe,Italy,Grosseto,Ghirlanda,Benigno Rossi,,Online,,,,
Q1,Computers,Laptops,Proseware,Europe,Italy,Perugia,Perugia,Orazio Udinese,"2,100",Pesaro,,195.24,168.5625,363.8025
Q2,Computers,Laptops,Proseware,Europe,Italy,Perugia,Perugia,Orazio Udinese,"2,100",Pesaro,,,,
Q3,Computers,Laptops,Proseware,Europe,Italy,Perugia,Perugia,Orazio Udinese,"2,100",Pesaro,,,,
Q4,Computers,Laptops,Proseware,Europe,Italy,Perugia,Perugia,Orazio Udinese,"2,100",Pesaro,,,,
Q1,Computers,Laptops,Proseware,Europe,Netherlands,Gelderland,Bennekom,Dries Knibbe,,Online,,,,
Q2,Computers,Laptops,Proseware,Europe,Netherlands,Gelderland,Bennekom,Dries Knibbe,,Online,,4131.9,3774.8999999999996,7906.799999999999
Q3,Computers,Laptops,Proseware,Europe,Netherlands,Gelderland,Bennekom,Dries Knibbe,,Online,,,,
Q4,Computers,Laptops,Proseware,Europe,Netherlands,Gelderland,Bennekom,Dries Knibbe,,Online,,,,
Q1,Computers,Laptops,Proseware,Europe,United Kingdom,Angus,Greystone,Josh Hodgson,"2,100",Blaenau Gwent,,,,
Q2,Computers,Laptops,Proseware,Europe,United Kingdom,Angus,Greystone,Josh Hodgson,"2,100",Blaenau Gwent,,,,
Q3,Computers,Laptops,Proseware,Europe,United Kingdom,Angus,Greystone,Josh Hodgson,"2,100",Blaenau Gwent,,,,
Q4,Computers,Laptops,Proseware,Europe,United Kingdom,Angus,Greystone,Josh Hodgson,"2,100",Blaenau Gwent,,1163.3999999999999,913.2200000000005,2076.6200000000003
Q1,Computers,Laptops,Proseware,Europe,United Kingdom,Highland,Caolasnacon,Robert Blackburn,"1,300",Armagh,,3012.66,6080.34,9093
Q2,Computers,Laptops,Proseware,Europe,United Kingdom,Highland,Caolasnacon,Robert Blackburn,"1,300",Armagh,,,,
Q3,Computers,Laptops,Proseware,Europe,United Kingdom,Highland,Caolasnacon,Robert Blackburn,"1,300",Armagh,,,,
Q4,Computers,Laptops,Proseware,Europe,United Kingdom,Highland,Caolasnacon,Robert Blackburn,"1,300",Armagh,,,,
Q1,Computers,Laptops,Proseware,Europe,United Kingdom,Leicester,Stapleton,Peter Davidson,"1,300",Dungannon and South Tyrone,,,,
Q2,Computers,Laptops,Proseware,Europe,United Kingdom,Leicester,Stapleton,Peter Davidson,"1,300",Dungannon and South Tyrone,,,,
Q3,Computers,Laptops,Proseware,Europe,United Kingdom,Leicester,Stapleton,Peter Davidson,"1,300",Dungannon and South Tyrone,,,,
Q4,Computers,Laptops,Proseware,Europe,United Kingdom,Leicester,Stapleton,Peter Davidson,"1,300",Dungannon and South Tyrone,,585.72,436.75649999999996,1022.4765
Q1,Computers,Laptops,Proseware,North America,Canada,Alberta,Red Deer,Willie Burgos,,Online,,997.2,821.8799999999999,1819.08
Q2,Computers,Laptops,Proseware,North America,Canada,Alberta,Red Deer,Willie Burgos,,Online,,,,
Q3,Computers,Laptops,Proseware,North America,Canada,Alberta,Red Deer,Willie Burgos,,Online,,,,
Q4,Computers,Laptops,Proseware,North America,Canada,Alberta,Red Deer,Willie Burgos,,Online,,,,
Q1,Computers,Laptops,Proseware,North America,Canada,Alberta,Rocky Mountain House,Sandra Stoner,,Online,,482.16,566.3399999999999,1048.5
Q2,Computers,Laptops,Proseware,North America,Canada,Alberta,Rocky Mountain House,Sandra Stoner,,Online,,,,
Q3,Computers,Laptops,Proseware,North America,Canada,Alberta,Rocky Mountain House,Sandra Stoner,,Online,,,,
Q4,Computers,Laptops,Proseware,North America,Canada,Alberta,Rocky Mountain House,Sandra Stoner,,Online,,,,
Q1,Computers,Laptops,Proseware,North America,Canada,British Columbia,Victoria,Marcus Hood,,Online,,831,799,1630
Q2,Computers,Laptops,Proseware,North America,Canada,British Columbia,Victoria,Marcus Hood,,Online,,,,
Q3,Computers,Laptops,Proseware,North America,Canada,British Columbia,Victoria,Marcus Hood,,Online,,,,
Q4,Computers,Laptops,Proseware,North America,Canada,British Columbia,Victoria,Marcus Hood,,Online,,,,
Q1,Computers,Laptops,Proseware,North America,Canada,Ontario,London,Robert Kennedy,,Online,,,,
Q2,Computers,Laptops,Proseware,North America,Canada,Ontario,London,Robert Kennedy,,Online,,697.16,727.88,1425.04
Q3,Computers,Laptops,Proseware,North America,Canada,Ontario,London,Robert Kennedy,,Online,,,,
Q4,Computers,Laptops,Proseware,North America,Canada,Ontario,London,Robert Kennedy,,Online,,,,
Q1,Computers,Laptops,Proseware,North America,Canada,Ontario,Toronto,Betty Moses,,Online,,,,
Q2,Computers,Laptops,Proseware,North America,Canada,Ontario,Toronto,Betty Moses,,Online,,,,
Q3,Computers,Laptops,Proseware,North America,Canada,Ontario,Toronto,Betty Moses,,Online,,498.59999999999997,362.04,860.64
Q4,Computers,Laptops,Proseware,North America,Canada,Ontario,Toronto,Betty Moses,,Online,,,,
Q1,Computers,Laptops,Proseware,North America,Canada,Quebec,Hull,Jason Bettis,"2,105",Newfoundland and Labrador,,,,
Q2,Computers,Laptops,Proseware,North America,Canada,Quebec,Hull,Jason Bettis,"2,105",Newfoundland and Labrador,,,,
Q3,Computers,Laptops,Proseware,North America,Canada,Quebec,Hull,Jason Bettis,"2,105",Newfoundland and Labrador,,166.2,117.42000000000002,283.62
Q4,Computers,Laptops,Proseware,North America,Canada,Quebec,Hull,Jason Bettis,"2,105",Newfoundland and Labrador,,,,
Q1,Computers,Laptops,Proseware,North America,Canada,Quebec,Montreal,James Schrader,,Online,,,,
Q2,Computers,Laptops,Proseware,North America,Canada,Quebec,Montreal,James Schrader,,Online,,,,
Q3,Computers,Laptops,Proseware,North America,Canada,Quebec,Montreal,James Schrader,,Online,,,,
Q4,Computers,Laptops,Proseware,North America,Canada,Quebec,Montreal,James Schrader,,Online,,275.46,239.68,515.14
Q1,Computers,Laptops,Proseware,North America,Canada,Quebec,Sherbrooke,Sarah Edwards,,Online,,,,
Q2,Computers,Laptops,Proseware,North America,Canada,Quebec,Sherbrooke,Sarah Edwards,,Online,,1291.1399999999999,2605.86,3897
Q3,Computers,Laptops,Proseware,North America,Canada,Quebec,Sherbrooke,Sarah Edwards,,Online,,,,
Q4,Computers,Laptops,Proseware,North America,Canada,Quebec,Sherbrooke,Sarah Edwards,,Online,,,,
Q1,Computers,Laptops,Proseware,North America,United States,California,Carmel,Daniel Haddox,"2,000",Kansas,,,,
Q2,Computers,Laptops,Proseware,North America,United States,California,Carmel,Daniel Haddox,"2,000",Kansas,,,,
Q3,Computers,Laptops,Proseware,North America,United States,California,Carmel,Daniel Haddox,"2,000",Kansas,,,,
Q4,Computers,Laptops,Proseware,North America,United States,California,Carmel,Daniel Haddox,"2,000",Kansas,,1163.3999999999999,913.2200000000005,2076.6200000000003
Q1,Computers,Laptops,Proseware,North America,United States,Florida,West Palm Beach,Bonita Talbert,"1,260",New Hampshire,,,,
Q2,Computers,Laptops,Proseware,North America,United States,Florida,West Palm Beach,Bonita Talbert,"1,260",New Hampshire,,1045.74,1228.26,2274
Q3,Computers,Laptops,Proseware,North America,United States,Florida,West Palm Beach,Bonita Talbert,"1,260",New Hampshire,,,,
Q4,Computers,Laptops,Proseware,North America,United States,Florida,West Palm Beach,Bonita Talbert,"1,260",New Hampshire,,,,
Q1,Computers,Laptops,Proseware,North America,United States,Illinois,East Saint Louis,Robert Grinder,,Online,,1285.76,1510.24,2796
Q2,Computers,Laptops,Proseware,North America,United States,Illinois,East Saint Louis,Robert Grinder,,Online,,,,
Q3,Computers,Laptops,Proseware,North America,United States,Illinois,East Saint Louis,Robert Grinder,,Online,,,,
Q4,Computers,Laptops,Proseware,North America,United States,Illinois,East Saint Louis,Robert Grinder,,Online,,,,
Q1,Computers,Laptops,Proseware,North America,United States,Iowa,Bettendorf,Libia Arce,,Online,,348.58,409.42,758
Q2,Computers,Laptops,Proseware,North America,United States,Iowa,Bettendorf,Libia Arce,,Online,,,,
Q3,Computers,Laptops,Proseware,North America,United States,Iowa,Bettendorf,Libia Arce,,Online,,,,
Q4,Computers,Laptops,Proseware,North America,United States,Iowa,Bettendorf,Libia Arce,,Online,,,,
Q1,Computers,Laptops,Proseware,North America,United States,Maine,Portland,Maren Smith,"1,295",Maine,,,,
Q2,Computers,Laptops,Proseware,North America,United States,Maine,Portland,Maren Smith,"1,295",Maine,,,,
Q3,Computers,Laptops,Proseware,North America,United States,Maine,Portland,Maren Smith,"1,295",Maine,,645.57,1302.9299999999998,1948.5
Q4,Computers,Laptops,Proseware,North America,United States,Maine,Portland,Maren Smith,"1,295",Maine,,,,
Q1,Computers,Laptops,Proseware,North America,United States,Massachusetts,Lawrence,Eleanor Wright,,Online,,,,
Q2,Computers,Laptops,Proseware,North America,United States,Massachusetts,Lawrence,Eleanor Wright,,Online,,,,
Q3,Computers,Laptops,Proseware,North America,United States,Massachusetts,Lawrence,Eleanor Wright,,Online,,697.16,818.84,1516
Q4,Computers,Laptops,Proseware,North America,United States,Massachusetts,Lawrence,Eleanor Wright,,Online,,,,
Q1,Computers,Laptops,Proseware,North America,United States,Michigan,Grand Rapids,David Courtois,,Online,,,,
Q2,Computers,Laptops,Proseware,North America,United States,Michigan,Grand Rapids,David Courtois,,Online,,,,
Q3,Computers,Laptops,Proseware,North America,United States,Michigan,Grand Rapids,David Courtois,,Online,,482.16,451.00499999999994,933.165
Q4,Computers,Laptops,Proseware,North America,United States,Michigan,Grand Rapids,David Courtois,,Online,,,,
Q1,Computers,Laptops,Proseware,North America,United States,Minnesota,Onamia,Vilde Tveit,"2,000",Kansas,,,,
Q2,Computers,Laptops,Proseware,North America,United States,Minnesota,Onamia,Vilde Tveit,"2,000",Kansas,,,,
Q3,Computers,Laptops,Proseware,North America,United States,Minnesota,Onamia,Vilde Tveit,"2,000",Kansas,,,,
Q4,Computers,Laptops,Proseware,North America,United States,Minnesota,Onamia,Vilde Tveit,"2,000",Kansas,,390.48,375.41999999999996,765.9
Q1,Computers,Laptops,Proseware,North America,United States,Ohio,Marysville,Jacqueline Castro,,Online,,,,
Q2,Computers,Laptops,Proseware,North America,United States,Ohio,Marysville,Jacqueline Castro,,Online,,,,
Q3,Computers,Laptops,Proseware,North America,United States,Ohio,Marysville,Jacqueline Castro,,Online,,,,
Q4,Computers,Laptops,Proseware,North America,United States,Ohio,Marysville,Jacqueline Castro,,Online,,1928.2199999999998,1845.4800000000005,3773.7000000000003
Q1,Computers,Laptops,Proseware,North America,United States,Ohio,Mayfield Heights,Francis Juan,"1,260",Montana,,,,
Q2,Computers,Laptops,Proseware,North America,United States,Ohio,Mayfield Heights,Francis Juan,"1,260",Montana,,,,
Q3,Computers,Laptops,Proseware,North America,United States,Ohio,Mayfield Heights,Francis Juan,"1,260",Montana,,550.92,647.08,1198
Q4,Computers,Laptops,Proseware,North America,United States,Ohio,Mayfield Heights,Francis Juan,"1,260",Montana,,,,
Q1,Computers,Laptops,Proseware,North America,United States,Texas,Longview,Jarrod Hays,"3,500",North Dakota,,,,
Q2,Computers,Laptops,Proseware,North America,United States,Texas,Longview,Jarrod Hays,"3,500",North Dakota,,,,
Q3,Computers,Laptops,Proseware,North America,United States,Texas,Longview,Jarrod Hays,"3,500",North Dakota,,964.3199999999999,964.9200000000003,1929.2400000000002
Q4,Computers,Laptops,Proseware,North America,United States,Texas,Longview,Jarrod Hays,"3,500",North Dakota,,,,
Q1,Computers,Laptops,Proseware,North America,United States,Utah,Salt Lake City,Nikolaj Mogensen,"3,500",North Dakota,,,,
Q2,Computers,Laptops,Proseware,North America,United States,Utah,Salt Lake City,Nikolaj Mogensen,"3,500",North Dakota,,498.6,420.72,919.32
Q3,Computers,Laptops,Proseware,North America,United States,Utah,Salt Lake City,Nikolaj Mogensen,"3,500",North Dakota,,,,
Q4,Computers,Laptops,Proseware,North America,United States,Utah,Salt Lake City,Nikolaj Mogensen,"3,500",North Dakota,,,,
Q1,Computers,Laptops,Wide World Importers,Australia,Australia,Tasmania,Tranmere,Brayden Penfold,,Online,,585.72,563.1299999999999,1148.85
Q2,Computers,Laptops,Wide World Importers,Australia,Australia,Tasmania,Tranmere,Brayden Penfold,,Online,,,,
Q3,Computers,Laptops,Wide World Importers,Australia,Australia,Tasmania,Tranmere,Brayden Penfold,,Online,,,,
Q4,Computers,Laptops,Wide World Importers,Australia,Australia,Tasmania,Tranmere,Brayden Penfold,,Online,,,,
Q1,Computers,Laptops,Wide World Importers,Europe,France,Aquitaine,Bayonne,Laetitia Huppé,,Online,,,,
Q2,Computers,Laptops,Wide World Importers,Europe,France,Aquitaine,Bayonne,Laetitia Huppé,,Online,,,,
Q3,Computers,Laptops,Wide World Importers,Europe,France,Aquitaine,Bayonne,Laetitia Huppé,,Online,,390.48,375.41999999999996,765.9
Q4,Computers,Laptops,Wide World Importers,Europe,France,Aquitaine,Bayonne,Laetitia Huppé,,Online,,,,
Q1,Computers,Laptops,Wide World Importers,Europe,France,Île-de-France,Sevran,Beltane Bourget,245,Corse,,,,
