Order Date,Invoice Date,Shipping Date,Bill To Address,Shipping Address,Company Name,Company Address,Date,Phone,Invoice Number,Item Code,Description,Value Column Name,Value
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D12113","Invoice-D12113","Price","16090"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D17813","Invoice-D17813","Quantity","35"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D17813","Invoice-D17813","Unit Price","264"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D17813","Invoice-D17813","Discount","62"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D17813","Invoice-D17813","Price","9178"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D18652","Invoice-D18652","Quantity","38"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D18652","Invoice-D18652","Unit Price","417"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D18652","Invoice-D18652","Discount","64"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D18652","Invoice-D18652","Price","15782"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D19600","Invoice-D19600","Quantity","36"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D19600","Invoice-D19600","Unit Price","284"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D19600","Invoice-D19600","Discount","33"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D19600","Invoice-D19600","Price","10191"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D20086","Invoice-D20086","Quantity","45"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D20086","Invoice-D20086","Unit Price","429"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D20086","Invoice-D20086","Discount","33"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D20086","Invoice-D20086","Price","19272"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D21426","Invoice-D21426","Quantity","38"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D21426","Invoice-D21426","Unit Price","454"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D21426","Invoice-D21426","Discount","59"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D21426","Invoice-D21426","Price","17193"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D22882","Invoice-D22882","Quantity","42"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D22882","Invoice-D22882","Unit Price","100"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D22882","Invoice-D22882","Discount","47"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D22882","Invoice-D22882","Price","4153"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D24071","Invoice-D24071","Quantity","30"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D24071","Invoice-D24071","Unit Price","336"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D24071","Invoice-D24071","Discount","33"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D24071","Invoice-D24071","Price","10047"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D24221","Invoice-D24221","Quantity","41"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D24221","Invoice-D24221","Unit Price","404"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D24221","Invoice-D24221","Discount","57"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D24221","Invoice-D24221","Price","16507"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D24366","Invoice-D24366","Quantity","40"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D24366","Invoice-D24366","Unit Price","402"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D24366","Invoice-D24366","Discount","69"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D24366","Invoice-D24366","Price","16011"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D27458","Invoice-D27458","Quantity","36"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D27458","Invoice-D27458","Unit Price","288"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D27458","Invoice-D27458","Discount","55"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D27458","Invoice-D27458","Price","10313"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D27920","Invoice-D27920","Quantity","50"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D27920","Invoice-D27920","Unit Price","472"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D27920","Invoice-D27920","Discount","56"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D27920","Invoice-D27920","Price","23544"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D28436","Invoice-D28436","Quantity","42"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D28436","Invoice-D28436","Unit Price","290"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D28436","Invoice-D28436","Discount","55"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D28436","Invoice-D28436","Price","12125"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D28967","Invoice-D28967","Quantity","59"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D28967","Invoice-D28967","Unit Price","234"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D28967","Invoice-D28967","Discount","31"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D28967","Invoice-D28967","Price","13775"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D30106","Invoice-D30106","Quantity","41"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D30106","Invoice-D30106","Unit Price","388"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D30106","Invoice-D30106","Discount","35"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D30106","Invoice-D30106","Price","15873"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D30392","Invoice-D30392","Quantity","55"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D30392","Invoice-D30392","Unit Price","484"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D30392","Invoice-D30392","Discount","56"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D30392","Invoice-D30392","Price","26564"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D32436","Invoice-D32436","Quantity","31"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D32436","Invoice-D32436","Unit Price","209"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D32436","Invoice-D32436","Discount","43"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D32436","Invoice-D32436","Price","6436"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D33314","Invoice-D33314","Quantity","51"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D33314","Invoice-D33314","Unit Price","353"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D33314","Invoice-D33314","Discount","67"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D33314","Invoice-D33314","Price","17936"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D33589","Invoice-D33589","Quantity","53"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D33589","Invoice-D33589","Unit Price","415"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D33589","Invoice-D33589","Discount","44"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D33589","Invoice-D33589","Price","21951"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D37183","Invoice-D37183","Quantity","38"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D37183","Invoice-D37183","Unit Price","393"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D37183","Invoice-D37183","Discount","43"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D37183","Invoice-D37183","Price","14891"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D37304","Invoice-D37304","Quantity","58"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D37304","Invoice-D37304","Unit Price","102"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D37304","Invoice-D37304","Discount","52"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D37304","Invoice-D37304","Price","5864"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D41443","Invoice-D41443","Quantity","57"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D41443","Invoice-D41443","Unit Price","118"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D41443","Invoice-D41443","Discount","31"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D41443","Invoice-D41443","Price","6695"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D42519","Invoice-D42519","Quantity","55"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D42519","Invoice-D42519","Unit Price","386"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D42519","Invoice-D42519","Discount","35"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D42519","Invoice-D42519","Price","21195"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D43169","Invoice-D43169","Quantity","41"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D43169","Invoice-D43169","Unit Price","174"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D43169","Invoice-D43169","Discount","49"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D43169","Invoice-D43169","Price","7085"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D43442","Invoice-D43442","Quantity","33"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D43442","Invoice-D43442","Unit Price","366"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D43442","Invoice-D43442","Discount","66"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D43442","Invoice-D43442","Price","12012"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D46042","Invoice-D46042","Quantity","44"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D46042","Invoice-D46042","Unit Price","204"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D46042","Invoice-D46042","Discount","54"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D46042","Invoice-D46042","Price","8922"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D46217","Invoice-D46217","Quantity","41"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D46217","Invoice-D46217","Unit Price","481"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D46217","Invoice-D46217","Discount","70"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D46217","Invoice-D46217","Price","19651"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D47643","Invoice-D47643","Quantity","32"
