Time.FiscalYear,Store.Chain,Item.Category,Store.Territory,Item.Segment,Item.Buyer,Sales.TotalSales,Sales.TotalSalesLY,Sales.TotalUnits
2014,Fashions Direct,010-Womens,PA,4028,"Wright, Howard",335.16,335.16,84
2014,Fashions Direct,010-Womens,PA,4028,"Hubbard, Quintessa",331.77,338.77,60
2014,Fashions Direct,010-Womens,PA,4028,"Lynn, Farrah",88,88,69
2014,Fashions Direct,010-Womens,PA,4028,"Mendez, Jerry",24.95,24.95,9
2014,Fashions Direct,010-Womens,PA,4028,"Ward, Kermit",2.5,2.5,2
2014,Fashions Direct,010-Womens,PA,4014,"Buchanan, Alma",25433.920000000024,22683.160000000025,2834
2014,Fashions Direct,010-Womens,PA,4014,"Ray, Violet",2494.139999999999,2494.139999999999,398
2014,Fashions Direct,010-Womens,PA,4014,"Mendez, Jerry",295.5,295.5,53
2014,Fashions Direct,010-Womens,PA,4014,"Carr, Slade",68.28999999999999,49.29,12
2014,Fashions Direct,010-Womens,PA,4014,"Hubbard, Quintessa",44.97,42.97,4
2014,Fashions Direct,010-Womens,PA,4014,"Clemons, Uma",8.01,8.01,2
2014,Fashions Direct,010-Womens,PA,4014,"Lynn, Farrah",1,1,1
2014,Fashions Direct,010-Womens,PA,4014,"Bolton, Marshall",-4.99,-4.99,-1
2014,Fashions Direct,010-Womens,PA,4035,"Petty, Perry",12061.330000000005,,2055
2014,Fashions Direct,010-Womens,PA,4035,"Buchanan, Alma",4379.619999999999,,794
2014,Fashions Direct,010-Womens,PA,4035,"Mccray, Nayda",4352.44,,1390
2014,Fashions Direct,010-Womens,PA,4035,"Wright, Howard",2840.7,,864
2014,Fashions Direct,010-Womens,PA,4035,"Carr, Slade",1606.7,,301
2014,Fashions Direct,010-Womens,PA,4035,"Hubbard, Quintessa",971.53,69.93,539
2014,Fashions Direct,010-Womens,PA,4035,"Long, Amy",668.3299999999999,,67
2014,Fashions Direct,010-Womens,PA,4035,"Barrett, Galvin",335.44,,56
2014,Fashions Direct,010-Womens,PA,4035,"Pierce, Amery",133.32,,23
2014,Fashions Direct,010-Womens,PA,4035,"Gentry, Elizabeth",74.93,,25
2014,Fashions Direct,010-Womens,PA,4220,"Buchanan, Alma",20783.920000000002,20770.920000000002,1756
2014,Fashions Direct,010-Womens,PA,4220,"Carr, Slade",3462.0899999999997,3462.0899999999997,276
2014,Fashions Direct,010-Womens,PA,4220,"Ward, Kermit",56.96,56.96,3
2014,Fashions Direct,010-Womens,PA,4220,"Hubbard, Quintessa",50.51,50.51,10
2014,Fashions Direct,010-Womens,PA,4220,"Clemons, Uma",5,5,3
2014,Fashions Direct,010-Womens,PA,4475,"Petty, Perry",10906.920000000004,,987
2014,Fashions Direct,010-Womens,PA,4475,"Pierce, Amery",5138.570000000003,,484
2014,Fashions Direct,010-Womens,PA,4475,"Carr, Slade",3989.7,,294
2014,Fashions Direct,010-Womens,PA,4475,"Buchanan, Alma",2791.58,,190
2014,Fashions Direct,010-Womens,PA,4475,"Wright, Howard",744.25,,75
2014,Fashions Direct,010-Womens,PA,4475,"Harper, Ferdinand",363.96000000000004,,37
2014,Fashions Direct,010-Womens,PA,4475,"Barrett, Galvin",99.88000000000001,,12
2014,Fashions Direct,010-Womens,PA,4475,"Hubbard, Quintessa",10.920000000000002,,5
2014,Fashions Direct,010-Womens,PA,4012,"Buchanan, Alma",13944.139999999996,13104.369999999995,1771
2014,Fashions Direct,010-Womens,PA,4012,"Carr, Slade",4529.949999999999,4431.15,683
2014,Fashions Direct,010-Womens,PA,4012,"Ray, Violet",1817.0800000000002,1808.0600000000002,224
2014,Fashions Direct,010-Womens,PA,4012,"Mendez, Jerry",767.61,767.61,164
2014,Fashions Direct,010-Womens,PA,4012,"Clemons, Uma",244.35000000000002,244.35000000000002,45
2014,Fashions Direct,010-Womens,PA,4012,"Ferrell, Sara",105.92,17.990000000000002,11
2014,Fashions Direct,010-Womens,PA,4012,"Hubbard, Quintessa",65.53,78.52,22
2014,Fashions Direct,010-Womens,PA,4012,"Lynn, Farrah",31.490000000000002,31.490000000000002,9
2014,Fashions Direct,010-Womens,PA,4012,"Watson, Skyler",12.99,12.99,1
2014,Fashions Direct,010-Womens,PA,4012,"Ward, Kermit",-19.98,,-2
2014,Fashions Direct,010-Womens,PA,4003,"Buchanan, Alma",15685.919999999986,15435.079999999984,2574
2014,Fashions Direct,010-Womens,PA,4003,"Carr, Slade",4390.049999999999,4135.4299999999985,809
2014,Fashions Direct,010-Womens,PA,4003,"Ray, Violet",466.69,466.69,31
2014,Fashions Direct,010-Womens,PA,4003,"Hubbard, Quintessa",460.1500000000001,472.1400000000001,105
2014,Fashions Direct,010-Womens,PA,4003,"Mendez, Jerry",113.87,113.87,15
2014,Fashions Direct,010-Womens,PA,4003,"Ward, Kermit",111.23,116.22,50
2014,Fashions Direct,010-Womens,PA,4003,"Clemons, Uma",38.9,38.9,17
2014,Fashions Direct,010-Womens,PA,4003,"Lynn, Farrah",11.5,11.5,7
2014,Fashions Direct,010-Womens,PA,4226,"Buchanan, Alma",17016.939999999995,17016.939999999995,3123
2014,Fashions Direct,010-Womens,PA,4226,"Carr, Slade",2772.07,2766.08,494
2014,Fashions Direct,010-Womens,PA,4226,"Clemons, Uma",5.99,5.99,1
2014,Fashions Direct,010-Womens,PA,4478,"Pierce, Amery",15056.46,,765
2014,Fashions Direct,010-Womens,PA,4478,"Petty, Perry",2375.1500000000005,,161
2014,Fashions Direct,010-Womens,PA,4478,"Harper, Ferdinand",399.9,,10
2014,Fashions Direct,010-Womens,PA,4478,"Long, Amy",89.91,,9
2014,Fashions Direct,010-Womens,PA,4478,"Buchanan, Alma",16.5,,8
2014,Fashions Direct,010-Womens,PA,4478,"Barrett, Galvin",0,,0
2014,Fashions Direct,010-Womens,PA,4651,"Mccray, Nayda",7352.14,,1130
2014,Fashions Direct,010-Womens,PA,4651,"Buchanan, Alma",6292.930000000001,6097.640000000001,902
2014,Fashions Direct,010-Womens,PA,4651,"Bolton, Marshall",3937.6199999999994,3937.6199999999994,572
2014,Fashions Direct,010-Womens,PA,4572,"Barrett, Galvin",5725.500000000002,,663
2014,Fashions Direct,010-Womens,PA,4572,"Mccray, Nayda",5625.9400000000005,,1523
2014,Fashions Direct,010-Womens,PA,4572,"Long, Amy",3145.4000000000005,,598
2014,Fashions Direct,010-Womens,PA,4572,"Petty, Perry",1065.93,,139
2014,Fashions Direct,010-Womens,PA,4572,"Mendez, Jerry",578.21,5.99,172
2014,Fashions Direct,010-Womens,PA,4572,"Wright, Howard",530.6700000000001,,100
2014,Fashions Direct,010-Womens,PA,4572,"Buchanan, Alma",370.41999999999996,,65
2014,Fashions Direct,010-Womens,PA,4572,"Thomas, Shellie",329.78,,22
2014,Fashions Direct,010-Womens,PA,4572,"Hubbard, Quintessa",97.6,,39
2014,Fashions Direct,010-Womens,PA,4572,"Carr, Slade",25.98,,2
2014,Fashions Direct,010-Womens,PA,4572,"Nguyen, Cecilia",2.99,,1
2014,Fashions Direct,010-Womens,PA,4572,"Rodriguez, Calista",-7.98,,-2
2014,Fashions Direct,010-Womens,PA,4155,"Buchanan, Alma",6242.250000000002,1667.18,798
2014,Fashions Direct,010-Womens,PA,4155,"Petty, Perry",5543.680000000001,,692
2014,Fashions Direct,010-Womens,PA,4155,"Wright, Howard",1813.0600000000002,261.09000000000003,545
2014,Fashions Direct,010-Womens,PA,4155,"Long, Amy",1124.9899999999998,,141
2014,Fashions Direct,010-Womens,PA,4155,"Carr, Slade",816.3000000000002,,149
2014,Fashions Direct,010-Womens,PA,4155,"Barrett, Galvin",781.14,,86
2014,Fashions Direct,010-Womens,PA,4155,"Pierce, Amery",379.62,,38
2014,Fashions Direct,010-Womens,PA,4155,"Rodriguez, Calista",94.86,,17
2014,Fashions Direct,010-Womens,PA,4155,"Gardner, Pascale",39.95,,5
2014,Fashions Direct,010-Womens,PA,4155,"Ray, Violet",29.95,19.95,11
2014,Fashions Direct,010-Womens,PA,4155,"Monroe, Cody",29.9,,10
2014,Fashions Direct,010-Womens,PA,4155,"Mccray, Nayda",17.94,17.94,6
2014,Fashions Direct,010-Womens,PA,4876,"Petty, Perry",5958.969999999999,,659
2014,Fashions Direct,010-Womens,PA,4876,"Wright, Howard",4839.69,1725.05,631
2014,Fashions Direct,010-Womens,PA,4876,"Buchanan, Alma",2695.379999999999,399.8,345
2014,Fashions Direct,010-Womens,PA,4876,"Carr, Slade",1714.4,,80
2014,Fashions Direct,010-Womens,PA,4876,"Barrett, Galvin",1573.98,,128
2014,Fashions Direct,010-Womens,PA,4876,"Rodriguez, Calista",106.99,,28
2014,Fashions Direct,010-Womens,PA,4876,"Long, Amy",23.97,,3
2014,Fashions Direct,010-Womens,PA,4701,"Buchanan, Alma",11654.099999999999,5812.25,493
2014,Fashions Direct,010-Womens,PA,4701,"Carr, Slade",2874.7400000000007,1550.2700000000002,144
2014,Fashions Direct,010-Womens,PA,4701,"Jordan, Keely",490.09,490.09,139
2014,Fashions Direct,010-Womens,PA,4701,"Ray, Violet",229.93,179.94,15
2014,Fashions Direct,010-Womens,PA,4701,"Mendez, Jerry",211.93,211.93,9
2014,Fashions Direct,010-Womens,PA,4701,"Barrett, Galvin",179.91,,9
2014,Fashions Direct,010-Womens,PA,4701,"Hubbard, Quintessa",39.98,39.98,4
2014,Fashions Direct,010-Womens,PA,4701,"Clemons, Uma",3,3,3
2014,Fashions Direct,010-Womens,PA,4336,"Petty, Perry",10577.22,,1133
2014,Fashions Direct,010-Womens,PA,4336,"Carr, Slade",1431.4299999999998,,194
2014,Fashions Direct,010-Womens,PA,4336,"Buchanan, Alma",1315.6100000000001,,140
2014,Fashions Direct,010-Womens,PA,4336,"Wright, Howard",998.58,,115
2014,Fashions Direct,010-Womens,PA,4336,"Hubbard, Quintessa",740.47,,55
2014,Fashions Direct,010-Womens,PA,4336,"Pierce, Amery",137.85999999999999,,14
2014,Fashions Direct,010-Womens,PA,4336,"Barrett, Galvin",41.93,,7
2014,Fashions Direct,010-Womens,PA,4378,"Carr, Slade",5205.689999999999,,583
2014,Fashions Direct,010-Womens,PA,4378,"Petty, Perry",3121.8699999999994,,339
2014,Fashions Direct,010-Womens,PA,4378,"Buchanan, Alma",1532.2,,216
2014,Fashions Direct,010-Womens,PA,4378,"Barrett, Galvin",1430.6500000000003,,110
2014,Fashions Direct,010-Womens,PA,4378,"Long, Amy",1352.6700000000003,,103
2014,Fashions Direct,010-Womens,PA,4378,"Hubbard, Quintessa",884.21,135.92,128
2014,Fashions Direct,010-Womens,PA,4378,"Gentry, Elizabeth",706.2,,60
2014,Fashions Direct,010-Womens,PA,4378,"Wright, Howard",372.9,,69
2014,Fashions Direct,010-Womens,PA,4378,"Mendez, Jerry",328.85,,48
2014,Fashions Direct,010-Womens,PA,4378,"Rodriguez, Calista",124.93,,9
2014,Fashions Direct,010-Womens,PA,4378,"Ray, Violet",89.89,,12
2014,Fashions Direct,010-Womens,PA,4378,"Harper, Ferdinand",19,,3
2014,Fashions Direct,010-Womens,PA,4875,"Petty, Perry",5505.560000000001,,659
2014,Fashions Direct,010-Womens,PA,4875,"Barrett, Galvin",2706.610000000002,,250
2014,Fashions Direct,010-Womens,PA,4875,"Wright, Howard",2453.1199999999994,,365
2014,Fashions Direct,010-Womens,PA,4875,"Buchanan, Alma",2210.899999999999,953.3199999999999,231
2014,Fashions Direct,010-Womens,PA,4875,"Carr, Slade",1763.23,,260
2014,Fashions Direct,010-Womens,PA,4875,"Long, Amy",199.78,,22
2014,Fashions Direct,010-Womens,PA,4875,"Mendez, Jerry",11.98,,2
2014,Fashions Direct,010-Womens,PA,4013,"Buchanan, Alma",11054.650000000001,9655.190000000002,1417
2014,Fashions Direct,010-Womens,PA,4013,"Carr, Slade",2455.9399999999996,2453.9399999999996,270
2014,Fashions Direct,010-Womens,PA,4013,"Clemons, Uma",296.31,296.31,65
2014,Fashions Direct,010-Womens,PA,4013,"Hubbard, Quintessa",286.85,285.85,48
2014,Fashions Direct,010-Womens,PA,4013,"Ray, Violet",196.84,196.84,17
2014,Fashions Direct,010-Womens,PA,4013,"Gentry, Elizabeth",38.96,38.96,4
2014,Fashions Direct,010-Womens,PA,4013,"Mendez, Jerry",27.97,27.97,3
2014,Fashions Direct,010-Womens,PA,4013,"Bolton, Marshall",7.99,7.99,1
2014,Fashions Direct,010-Womens,PA,4573,"Mccray, Nayda",6612.760000000002,43.89,1069
2014,Fashions Direct,010-Womens,PA,4573,"Petty, Perry",2733.97,,380
2014,Fashions Direct,010-Womens,PA,4573,"Barrett, Galvin",2338.65,,204
2014,Fashions Direct,010-Womens,PA,4573,"Wright, Howard",1359.6599999999999,,208
2014,Fashions Direct,010-Womens,PA,4573,"Long, Amy",748.56,,104
2014,Fashions Direct,010-Womens,PA,4573,"Mendez, Jerry",324.59000000000003,,41
2014,Fashions Direct,010-Womens,PA,4573,"Buchanan, Alma",74.94,,13
2014,Fashions Direct,010-Womens,PA,4573,"Carr, Slade",71.91,,9
2014,Fashions Direct,010-Womens,PA,4376,"Petty, Perry",6200.34,,743
2014,Fashions Direct,010-Womens,PA,4376,"Mendez, Jerry",2392.97,,342
2014,Fashions Direct,010-Womens,PA,4376,"Wright, Howard",1848.36,,273
2014,Fashions Direct,010-Womens,PA,4376,"Buchanan, Alma",1635.5700000000002,,169
2014,Fashions Direct,010-Womens,PA,4376,"Long, Amy",478,,40
2014,Fashions Direct,010-Womens,PA,4376,"Pierce, Amery",441.65999999999997,,34
2014,Fashions Direct,010-Womens,PA,4376,"Chase, Freya",397.64,,40
2014,Fashions Direct,010-Womens,PA,4376,"Carr, Slade",339.64,,64
2014,Fashions Direct,010-Womens,PA,4376,"Barrett, Galvin",219.78,,22
2014,Fashions Direct,010-Womens,PA,4376,"Hubbard, Quintessa",127,,34
2014,Fashions Direct,010-Womens,PA,4009,"Buchanan, Alma",10137.729999999998,10114.529999999997,1864
2014,Fashions Direct,010-Womens,PA,4009,"Ray, Violet",2808.3299999999995,2810.32,373
2014,Fashions Direct,010-Womens,PA,4009,"Mendez, Jerry",538.1700000000001,536.1800000000001,201
2014,Fashions Direct,010-Womens,PA,4009,"Clemons, Uma",338.58,343.57,46
2014,Fashions Direct,010-Womens,PA,4009,"Carr, Slade",177.19,171.79,30
2014,Fashions Direct,010-Womens,PA,4009,"Mccray, Nayda",70.96000000000001,70.96000000000001,67
2014,Fashions Direct,010-Womens,PA,4009,"Hubbard, Quintessa",3,3,3
2014,Fashions Direct,010-Womens,PA,4256,"Petty, Perry",7665.089999999999,,989
2014,Fashions Direct,010-Womens,PA,4256,"Wright, Howard",3223.490000000001,,383
2014,Fashions Direct,010-Womens,PA,4256,"Barrett, Galvin",1127.93,,116
2014,Fashions Direct,010-Womens,PA,4256,"Hubbard, Quintessa",518.59,,47
2014,Fashions Direct,010-Womens,PA,4256,"Buchanan, Alma",343.07,,50
2014,Fashions Direct,010-Womens,PA,4256,"Carr, Slade",255.79000000000002,,62
2014,Fashions Direct,010-Womens,PA,4256,"Mendez, Jerry",30,,6
2014,Fashions Direct,010-Womens,PA,4702,"Buchanan, Alma",9759.230000000001,5516.67,660
2014,Fashions Direct,010-Womens,PA,4702,"Carr, Slade",1013.5899999999999,829.64,48
2014,Fashions Direct,010-Womens,PA,4702,"Jordan, Keely",936.98,936.98,84
2014,Fashions Direct,010-Womens,PA,4702,"Clemons, Uma",740.02,740.02,143
2014,Fashions Direct,010-Womens,PA,4702,"Hubbard, Quintessa",264.96,234.95999999999998,16
2014,Fashions Direct,010-Womens,PA,4702,"Ward, Kermit",242.99,202.97,25
2014,Fashions Direct,010-Womens,PA,4702,"Mendez, Jerry",99.97,99.97,6
2014,Fashions Direct,010-Womens,PA,4217,"Buchanan, Alma",10576.239999999996,10576.239999999996,1246
2014,Fashions Direct,010-Womens,PA,4217,"Carr, Slade",1764.7800000000002,1762.2800000000002,202
2014,Fashions Direct,010-Womens,PA,4217,"Ward, Kermit",313.46000000000004,313.46000000000004,35
2014,Fashions Direct,010-Womens,PA,4217,"Hubbard, Quintessa",1,1,1
2014,Fashions Direct,010-Womens,PA,4015,"Buchanan, Alma",9322.950000000003,9259.340000000002,977
2014,Fashions Direct,010-Womens,PA,4015,"Ray, Violet",1389.6499999999999,1389.6499999999999,114
2014,Fashions Direct,010-Womens,PA,4015,"Carr, Slade",674.6800000000001,674.6800000000001,89
2014,Fashions Direct,010-Womens,PA,4015,"Hubbard, Quintessa",17.5,17.5,7
2014,Fashions Direct,010-Womens,PA,4015,"Clemons, Uma",7.99,7.99,1
2014,Fashions Direct,010-Womens,PA,4076,"Petty, Perry",5164.070000000002,,617
2014,Fashions Direct,010-Womens,PA,4076,"Buchanan, Alma",3579.210000000001,162.8,400
2014,Fashions Direct,010-Womens,PA,4076,"Carr, Slade",2143.4999999999995,,251
2014,Fashions Direct,010-Womens,PA,4076,"Wright, Howard",373.4,,63
2014,Fashions Direct,010-Womens,PA,4076,"Barrett, Galvin",39.95,,5
2014,Fashions Direct,010-Womens,PA,4076,"Hubbard, Quintessa",-12.99,,-1
2014,Fashions Direct,010-Womens,PA,4476,"Petty, Perry",6898.450000000002,,529
2014,Fashions Direct,010-Womens,PA,4476,"Pierce, Amery",2604.3999999999996,,203
2014,Fashions Direct,010-Womens,PA,4476,"Buchanan, Alma",1318.05,,105
2014,Fashions Direct,010-Womens,PA,4476,"Wright, Howard",207.84,,16
2014,Fashions Direct,010-Womens,PA,4476,"Carr, Slade",79.9,,10
2014,Fashions Direct,010-Womens,PA,4476,"Mendez, Jerry",29.98,,2
2014,Fashions Direct,010-Womens,PA,4455,"Wright, Howard",4481.150000000001,2900.66,485
2014,Fashions Direct,010-Womens,PA,4455,"Petty, Perry",3336.1299999999987,,403
2014,Fashions Direct,010-Womens,PA,4455,"Buchanan, Alma",909.8399999999999,582.4399999999999,131
2014,Fashions Direct,010-Womens,PA,4455,"Carr, Slade",807.5,,100
2014,Fashions Direct,010-Womens,PA,4455,"Long, Amy",637.35,,64
2014,Fashions Direct,010-Womens,PA,4455,"Barrett, Galvin",597.54,,46
2014,Fashions Direct,010-Womens,PA,4219,"Buchanan, Alma",10002.929999999995,9963.919999999995,1104
2014,Fashions Direct,010-Womens,PA,4219,"Ward, Kermit",334.78999999999996,334.78999999999996,24
2014,Fashions Direct,010-Womens,PA,4219,"Hubbard, Quintessa",154.29,154.29,23
2014,Fashions Direct,010-Womens,PA,4219,"Ferrell, Sara",47.74,20.98,9
2014,Fashions Direct,010-Womens,PA,4212,"Buchanan, Alma",6850.389999999999,6239.829999999999,1106
2014,Fashions Direct,010-Womens,PA,4212,"Carr, Slade",3467.77,3433.8799999999997,599
2014,Fashions Direct,010-Womens,PA,4212,"Clemons, Uma",89.4,89.4,22
2014,Fashions Direct,010-Womens,PA,4212,"Mendez, Jerry",71.96000000000001,71.96000000000001,14
2014,Fashions Direct,010-Womens,PA,4212,"Lynn, Farrah",2.5,2.5,3
2014,Fashions Direct,010-Womens,PA,4212,"Ward, Kermit",2,2,0
2014,Fashions Direct,010-Womens,PA,4401,"Buchanan, Alma",9604.279999999992,9558.779999999992,1801
2014,Fashions Direct,010-Womens,PA,4401,"Clemons, Uma",76.41,76.41,47
2014,Fashions Direct,010-Womens,PA,4338,"Petty, Perry",6588.110000000001,,668
2014,Fashions Direct,010-Womens,PA,4338,"Wright, Howard",1405.26,,175
2014,Fashions Direct,010-Womens,PA,4338,"Buchanan, Alma",849.94,854.9300000000001,107
2014,Fashions Direct,010-Womens,PA,4338,"Hubbard, Quintessa",569.6199999999999,,38
2014,Fashions Direct,010-Womens,PA,4338,"Carr, Slade",161.82000000000002,,22
2014,Fashions Direct,010-Womens,PA,4338,"Barrett, Galvin",9,,1
2014,Fashions Direct,010-Womens,PA,4092,"Barrett, Galvin",3266.41,,334
2014,Fashions Direct,010-Womens,PA,4092,"Long, Amy",2818.98,,369
2014,Fashions Direct,010-Womens,PA,4092,"Buchanan, Alma",1835.2800000000002,,192
2014,Fashions Direct,010-Womens,PA,4092,"Petty, Perry",167.8,,20
2014,Fashions Direct,010-Womens,PA,4228,"Buchanan, Alma",6227.12,6117.019999999999,1229
2014,Fashions Direct,010-Womens,PA,4228,"Carr, Slade",1488.9599999999998,1485.4599999999998,274
2014,Fashions Direct,010-Womens,PA,4228,"Clemons, Uma",56.92,56.92,21
2014,Fashions Direct,010-Womens,PA,4214,"Buchanan, Alma",6836.340000000003,6835.340000000003,842
2014,Fashions Direct,010-Womens,PA,4214,"Carr, Slade",663.35,662.35,71
2014,Fashions Direct,010-Womens,PA,4214,"Ward, Kermit",184.84,184.84,39
2014,Fashions Direct,010-Womens,PA,4214,"Lynn, Farrah",1,1,1
2014,Fashions Direct,010-Womens,PA,4008,"Buchanan, Alma",5286.079999999998,5076.269999999998,1598
2014,Fashions Direct,010-Womens,PA,4008,"Mendez, Jerry",961.5600000000001,961.5600000000001,334
2014,Fashions Direct,010-Womens,PA,4008,"Ray, Violet",257.62,257.62,74
2014,Fashions Direct,010-Womens,PA,4008,"Rodriguez, Calista",247.62,247.62,38
2014,Fashions Direct,010-Womens,PA,4008,"Clemons, Uma",217.3,217.3,90
2014,Fashions Direct,010-Womens,PA,4008,"Hubbard, Quintessa",65.95,65.95,6
2014,Fashions Direct,010-Womens,PA,4008,"Carr, Slade",3,3,3
2014,Fashions Direct,010-Womens,PA,4209,"Buchanan, Alma",6494.929999999998,6148.229999999998,1068
2014,Fashions Direct,010-Womens,PA,4209,"Carr, Slade",301.23,301.23,40
2014,Fashions Direct,010-Womens,PA,4209,"Clemons, Uma",175.79000000000002,175.79000000000002,23
2014,Fashions Direct,010-Womens,PA,4456,"Petty, Perry",3083.9,,480
2014,Fashions Direct,010-Womens,PA,4456,"Wright, Howard",2037.03,706.51,366
2014,Fashions Direct,010-Womens,PA,4456,"Buchanan, Alma",1206.6100000000001,109.89000000000001,238
2014,Fashions Direct,010-Womens,PA,4456,"Long, Amy",179.82,,18
2014,Fashions Direct,010-Womens,PA,4456,"Barrett, Galvin",149.85000000000002,,15
2014,Fashions Direct,010-Womens,PA,4456,"Carr, Slade",32.97,,7
2014,Fashions Direct,010-Womens,PA,4456,"Hubbard, Quintessa",7.99,7.99,1
2014,Fashions Direct,010-Womens,PA,4377,"Petty, Perry",2266.640000000001,,256
2014,Fashions Direct,010-Womens,PA,4377,"Long, Amy",1354.29,,136
2014,Fashions Direct,010-Womens,PA,4377,"Barrett, Galvin",932.25,,94
2014,Fashions Direct,010-Womens,PA,4377,"Wright, Howard",469.51,,57
2014,Fashions Direct,010-Womens,PA,4377,"Buchanan, Alma",410.68,271.72,58
2014,Fashions Direct,010-Womens,PA,4377,"Gentry, Elizabeth",359.73,,30
2014,Fashions Direct,010-Womens,PA,4377,"Carr, Slade",242.81,,26
2014,Fashions Direct,010-Womens,PA,4077,"Petty, Perry",3550.7000000000003,,343
2014,Fashions Direct,010-Womens,PA,4077,"Barrett, Galvin",1671.08,,192
2014,Fashions Direct,010-Womens,PA,4077,"Buchanan, Alma",596.54,15.98,47
2014,Fashions Direct,010-Womens,PA,4327,"Buchanan, Alma",5735.180000000002,5735.180000000002,858
2014,Fashions Direct,010-Womens,PA,4213,"Buchanan, Alma",4461.090000000001,4381.600000000001,556
2014,Fashions Direct,010-Womens,PA,4213,"Carr, Slade",778.6,777.6,110
2014,Fashions Direct,010-Womens,PA,4213,"Clemons, Uma",2,2,2
2014,Fashions Direct,010-Womens,PA,4037,"Petty, Perry",2735.7599999999998,,330
2014,Fashions Direct,010-Womens,PA,4037,"Carr, Slade",1372.67,,184
2014,Fashions Direct,010-Womens,PA,4037,"Long, Amy",514.54,,86
2014,Fashions Direct,010-Womens,PA,4037,"Barrett, Galvin",489.51000000000005,,49
2014,Fashions Direct,010-Womens,PA,4037,"Buchanan, Alma",3,,1
2014,Fashions Direct,010-Womens,PA,4551,"Mccray, Nayda",1630.83,800.5,685
2014,Fashions Direct,010-Womens,PA,4551,"Buchanan, Alma",1164.04,1145.04,385
2014,Fashions Direct,010-Womens,PA,4551,"Hubbard, Quintessa",1019.5199999999999,,356
2014,Fashions Direct,010-Womens,PA,4551,"Petty, Perry",434.76000000000005,,132
2014,Fashions Direct,010-Womens,PA,4551,"Ray, Violet",346.32,346.32,124
2014,Fashions Direct,010-Womens,PA,4551,"Mendez, Jerry",181.83999999999997,172.83999999999997,61
2014,Fashions Direct,010-Womens,PA,4551,"Clemons, Uma",58,58,46
2014,Fashions Direct,010-Womens,PA,4551,"Rodriguez, Calista",49.89,,13
2014,Fashions Direct,010-Womens,PA,4551,"Ward, Kermit",19.9,19.9,10
2014,Fashions Direct,010-Womens,PA,4551,"Pierce, Amery",7.98,,2
2014,Fashions Direct,010-Womens,PA,4551,"Bright, Evangeline",6,6,6
2014,Fashions Direct,010-Womens,PA,4457,"Long, Amy",1417.6,,143
2014,Fashions Direct,010-Womens,PA,4457,"Buchanan, Alma",1272.48,49.95,133
2014,Fashions Direct,010-Womens,PA,4457,"Carr, Slade",543.12,17.97,105
2014,Fashions Direct,010-Womens,PA,4457,"Wright, Howard",464.77,209.86,79
2014,Fashions Direct,010-Womens,PA,4457,"Barrett, Galvin",449.7,,30
2014,Fashions Direct,010-Womens,PA,4457,"Petty, Perry",367.74,,55
2014,Fashions Direct,010-Womens,PA,4457,"Pierce, Amery",123.8,,21
2014,Fashions Direct,010-Womens,PA,4457,"Hubbard, Quintessa",14,,4
2014,Fashions Direct,010-Womens,PA,4312,"Buchanan, Alma",4309.860000000002,4219.370000000003,720
2014,Fashions Direct,010-Womens,PA,4312,"Clemons, Uma",110.39,110.39,19
2014,Fashions Direct,010-Womens,PA,4312,"Hubbard, Quintessa",-14.969999999999999,-23.97,4
2014,Fashions Direct,010-Womens,PA,4878,"Petty, Perry",2969.2600000000007,,209
2014,Fashions Direct,010-Womens,PA,4878,"Carr, Slade",903.35,,74
2014,Fashions Direct,010-Womens,PA,4878,"Barrett, Galvin",209.93,,7
2014,Fashions Direct,010-Womens,PA,4878,"Gardner, Pascale",133.39,,60
2014,Fashions Direct,010-Womens,PA,4878,"Long, Amy",29.98,,2
2014,Fashions Direct,010-Womens,PA,4878,"Buchanan, Alma",14.99,,2
2014,Fashions Direct,010-Womens,PA,4091,"Long, Amy",3357.2499999999995,,461
2014,Fashions Direct,010-Womens,PA,4091,"Barrett, Galvin",667.3299999999999,,67
2014,Fashions Direct,010-Womens,PA,4091,"Pierce, Amery",9.99,,1
2014,Fashions Direct,010-Womens,PA,4156,"Wright, Howard",2111.99,652.84,328
2014,Fashions Direct,010-Womens,PA,4156,"Buchanan, Alma",952.64,269.73,127
2014,Fashions Direct,010-Womens,PA,4156,"Petty, Perry",524.27,,79
2014,Fashions Direct,010-Womens,PA,4156,"Carr, Slade",279.74,-6.99,31
2014,Fashions Direct,010-Womens,PA,4156,"Barrett, Galvin",97.9,,10
2014,Fashions Direct,010-Womens,PA,4007,"Mccray, Nayda",2823.0699999999993,2822.5699999999993,1410
2014,Fashions Direct,010-Womens,PA,4007,"Buchanan, Alma",960.5100000000001,959.7600000000001,601
2014,Fashions Direct,010-Womens,PA,4007,"Hubbard, Quintessa",79.84,79.84,16
2014,Fashions Direct,010-Womens,PA,4203,"Buchanan, Alma",2641.7800000000007,2465.9500000000003,375
2014,Fashions Direct,010-Womens,PA,4203,"Carr, Slade",913.88,852.45,189
2014,Fashions Direct,010-Womens,PA,4203,"Ward, Kermit",92.5,92.5,29
2014,Fashions Direct,010-Womens,PA,4203,"Hubbard, Quintessa",50,50,8
2014,Fashions Direct,010-Womens,PA,4203,"Lynn, Farrah",29,29,15
2014,Fashions Direct,010-Womens,PA,4328,"Buchanan, Alma",3580.8899999999976,3515.399999999998,662
