Opportunities.Campaign Name,Opportunities.DaysToClose,Opportunities.Opportunity Owner Name,Opportunities.Close %,Opportunities.Forecast %
Twitter,84,Alicia Thomber,0,0
Twitter,86,Alicia Thomber,0,0
Twitter,88,Alicia Thomber,0,0
Twitter,89,Alicia Thomber,0,0
Twitter,90,Alicia Thomber,50,0
Twitter,92,Alicia Thomber,100,53
Twitter,94,Alicia Thomber,100,0
Twitter,95,Alicia Thomber,0,0
Twitter,96,Alicia Thomber,0,0
Twitter,98,Alicia Thomber,0,0
Twitter,104,Alicia Thomber,0,0
Twitter,108,Alicia Thomber,0,0
(Blank),34,Spencer Low,0,0
(Blank),38,Spencer Low,0,0
(Blank),40,Spencer Low,100,54
(Blank),44,Spencer Low,0,0
(Blank),45,Spencer Low,0,0
(Blank),46,Spencer Low,100,52
(Blank),48,Spencer Low,100,54
(Blank),50,Spencer Low,0,0
(Blank),52,Spencer Low,100,120.5
(Blank),54,Spencer Low,100,118.5
(Blank),56,Spencer Low,100,118
(Blank),58,Spencer Low,100,94.8
(Blank),59,Spencer Low,0,0
(Blank),60,Spencer Low,100,54.2
(Blank),62,Spencer Low,100,100
(Blank),63,Spencer Low,100,70
(Blank),64,Spencer Low,100,82.1
(Blank),66,Spencer Low,100,71.6
(Blank),68,Spencer Low,100,85
(Blank),69,Spencer Low,0,0
(Blank),70,Spencer Low,100,63.4
(Blank),71,Spencer Low,0,0
(Blank),72,Spencer Low,100,78.2
(Blank),73,Spencer Low,0,0
(Blank),74,Spencer Low,100,115.5
(Blank),75,Spencer Low,0,0
(Blank),76,Spencer Low,100,143.2
(Blank),77,Spencer Low,100,127
(Blank),78,Spencer Low,100,109.53333333333333
(Blank),80,Spencer Low,97.5609756097561,116.5
(Blank),81,Spencer Low,0,0
(Blank),82,Spencer Low,14.285714285714285,0
(Blank),83,Spencer Low,0,0
(Blank),84,Spencer Low,73.33333333333333,75.2
(Blank),85,Spencer Low,0,0
(Blank),86,Spencer Low,100,63
(Blank),88,Spencer Low,50,0
(Blank),89,Spencer Low,0,0
(Blank),90,Spencer Low,36.36363636363637,83.39999999999999
(Blank),91,Spencer Low,57.14285714285714,117
(Blank),92,Spencer Low,76.11940298507463,153.7
(Blank),94,Spencer Low,100,72.1
(Blank),95,Spencer Low,0,0
(Blank),96,Spencer Low,28.57142857142857,64
(Blank),97,Spencer Low,0,0
(Blank),98,Spencer Low,31.25,70
(Blank),100,Spencer Low,0,0
(Blank),102,Spencer Low,0,0
(Blank),104,Spencer Low,0,0
(Blank),106,Spencer Low,0,0
(Blank),108,Spencer Low,0,0
(Blank),110,Spencer Low,0,0
(Blank),112,Spencer Low,0,0
(Blank),114,Spencer Low,0,0
(Blank),116,Spencer Low,0,0
(Blank),118,Spencer Low,0,0
Consumer Tradeshow,34,Spencer Low,0,0
Consumer Tradeshow,44,Spencer Low,0,0
Consumer Tradeshow,46,Spencer Low,100,0
Consumer Tradeshow,48,Spencer Low,0,0
Consumer Tradeshow,50,Spencer Low,0,0
Consumer Tradeshow,52,Spencer Low,100,0
Consumer Tradeshow,54,Spencer Low,100,64
Consumer Tradeshow,58,Spencer Low,0,0
Consumer Tradeshow,60,Spencer Low,0,0
Consumer Tradeshow,62,Spencer Low,100,0
Consumer Tradeshow,63,Spencer Low,0,0
Consumer Tradeshow,64,Spencer Low,100,111.00000000000001
Consumer Tradeshow,66,Spencer Low,100,0
Consumer Tradeshow,68,Spencer Low,0,0
Consumer Tradeshow,69,Spencer Low,0,0
Consumer Tradeshow,70,Spencer Low,0,0
Consumer Tradeshow,72,Spencer Low,0,0
Consumer Tradeshow,74,Spencer Low,100,124
Consumer Tradeshow,75,Spencer Low,0,0
Consumer Tradeshow,76,Spencer Low,100,75.5
Consumer Tradeshow,77,Spencer Low,100,0
Consumer Tradeshow,78,Spencer Low,100,69
Consumer Tradeshow,80,Spencer Low,100,0
Consumer Tradeshow,82,Spencer Low,0,0
Consumer Tradeshow,83,Spencer Low,0,0
Consumer Tradeshow,84,Spencer Low,100,0
Consumer Tradeshow,85,Spencer Low,0,0
Consumer Tradeshow,86,Spencer Low,0,0
Consumer Tradeshow,88,Spencer Low,0,0
Consumer Tradeshow,89,Spencer Low,0,0
Consumer Tradeshow,90,Spencer Low,100,115.99999999999999
Consumer Tradeshow,91,Spencer Low,100,0
Consumer Tradeshow,92,Spencer Low,100,0
Consumer Tradeshow,94,Spencer Low,0,0
Consumer Tradeshow,96,Spencer Low,0,0
Consumer Tradeshow,98,Spencer Low,0,0
Consumer Tradeshow,100,Spencer Low,0,0
Consumer Tradeshow,102,Spencer Low,0,0
Consumer Tradeshow,104,Spencer Low,0,0
Consumer Tradeshow,116,Spencer Low,0,0
Consumer Tradeshow,103,Spencer Low,0,0
Customer Care Campaign,38,Spencer Low,0,0
Customer Care Campaign,46,Spencer Low,100,0
Customer Care Campaign,52,Spencer Low,0,0
Customer Care Campaign,54,Spencer Low,0,0
Customer Care Campaign,56,Spencer Low,0,0
Customer Care Campaign,58,Spencer Low,0,0
Customer Care Campaign,60,Spencer Low,100,0
Customer Care Campaign,62,Spencer Low,0,0
Customer Care Campaign,64,Spencer Low,0,0
Customer Care Campaign,66,Spencer Low,0,0
Customer Care Campaign,68,Spencer Low,0,0
Customer Care Campaign,69,Spencer Low,0,0
Customer Care Campaign,70,Spencer Low,100,0
Customer Care Campaign,72,Spencer Low,0,0
Customer Care Campaign,74,Spencer Low,100,0
Customer Care Campaign,75,Spencer Low,0,0
Customer Care Campaign,76,Spencer Low,100,0
Customer Care Campaign,77,Spencer Low,0,0
Customer Care Campaign,78,Spencer Low,0,0
Customer Care Campaign,80,Spencer Low,0,0
Customer Care Campaign,82,Spencer Low,100,56.99999999999999
Customer Care Campaign,83,Spencer Low,0,0
Customer Care Campaign,84,Spencer Low,100,82
Customer Care Campaign,86,Spencer Low,100,0
Customer Care Campaign,88,Spencer Low,0,0
Customer Care Campaign,89,Spencer Low,0,0
Customer Care Campaign,90,Spencer Low,100,129
Customer Care Campaign,91,Spencer Low,100,0
Customer Care Campaign,92,Spencer Low,100,0
Customer Care Campaign,94,Spencer Low,0,0
Customer Care Campaign,96,Spencer Low,66.66666666666666,0
Customer Care Campaign,97,Spencer Low,0,0
Customer Care Campaign,98,Spencer Low,100,0
Customer Care Campaign,100,Spencer Low,0,0
Customer Care Campaign,102,Spencer Low,100,0
Customer Care Campaign,104,Spencer Low,0,0
Customer Care Campaign,106,Spencer Low,0,0
Customer Care Campaign,108,Spencer Low,0,0
Customer Care Campaign,110,Spencer Low,0,0
Customer Care Campaign,112,Spencer Low,0,0
Customer Care Campaign,114,Spencer Low,0,0
Customer Care Campaign,116,Spencer Low,0,0
Customer Care Campaign,118,Spencer Low,0,0
Customer Care Campaign,103,Spencer Low,0,0
Customer Care Campaign,87,Spencer Low,0,0
Customer Care Campaign,107,Spencer Low,0,0
Customer Follow-up,56,Spencer Low,100,73
Customer Follow-up,58,Spencer Low,100,0
Customer Follow-up,62,Spencer Low,0,0
Customer Follow-up,64,Spencer Low,100,102
Customer Follow-up,66,Spencer Low,100,69
Customer Follow-up,68,Spencer Low,0,0
Customer Follow-up,70,Spencer Low,0,0
Customer Follow-up,72,Spencer Low,100,133
Customer Follow-up,74,Spencer Low,0,0
Customer Follow-up,76,Spencer Low,0,0
Customer Follow-up,77,Spencer Low,0,0
Customer Follow-up,78,Spencer Low,100,98.66666666666667
Customer Follow-up,80,Spencer Low,100,134
Customer Follow-up,82,Spencer Low,0,0
Customer Follow-up,84,Spencer Low,0,0
Customer Follow-up,86,Spencer Low,100,0
Customer Follow-up,88,Spencer Low,0,0
Customer Follow-up,89,Spencer Low,0,0
Customer Follow-up,90,Spencer Low,100,0
Customer Follow-up,91,Spencer Low,0,0
Customer Follow-up,92,Spencer Low,100,76
Customer Follow-up,94,Spencer Low,100,0
Customer Follow-up,96,Spencer Low,0,0
Customer Follow-up,98,Spencer Low,0,0
Customer Follow-up,100,Spencer Low,0,0
Customer Follow-up,102,Spencer Low,0,0
Customer Follow-up,104,Spencer Low,0,0
Customer Follow-up,106,Spencer Low,0,0
Market Trends Newsletter,52,Spencer Low,0,0
Market Trends Newsletter,56,Spencer Low,0,0
Market Trends Newsletter,58,Spencer Low,100,0
Market Trends Newsletter,62,Spencer Low,0,0
Market Trends Newsletter,63,Spencer Low,0,0
Market Trends Newsletter,64,Spencer Low,100,0
Market Trends Newsletter,66,Spencer Low,0,0
Market Trends Newsletter,68,Spencer Low,0,0
Market Trends Newsletter,70,Spencer Low,100,0
Market Trends Newsletter,72,Spencer Low,100,76
Market Trends Newsletter,74,Spencer Low,0,0
Market Trends Newsletter,76,Spencer Low,100,0
Market Trends Newsletter,77,Spencer Low,0,0
Market Trends Newsletter,78,Spencer Low,100,0
Market Trends Newsletter,80,Spencer Low,100,0
Market Trends Newsletter,82,Spencer Low,0,0
Market Trends Newsletter,83,Spencer Low,0,0
Market Trends Newsletter,84,Spencer Low,0,0
Market Trends Newsletter,86,Spencer Low,0,0
Market Trends Newsletter,88,Spencer Low,100,0
Market Trends Newsletter,90,Spencer Low,100,82
Market Trends Newsletter,92,Spencer Low,100,0
Market Trends Newsletter,94,Spencer Low,0,0
Market Trends Newsletter,96,Spencer Low,100,72
Market Trends Newsletter,98,Spencer Low,100,0
Market Trends Newsletter,100,Spencer Low,0,0
Market Trends Newsletter,102,Spencer Low,0,0
Market Trends Newsletter,104,Spencer Low,0,0
Market Trends Newsletter,108,Spencer Low,0,0
Market Trends Newsletter,112,Spencer Low,0,0
Market Trends Newsletter,103,Spencer Low,0,0
Monthly Newsletter,52,Spencer Low,0,0
Monthly Newsletter,56,Spencer Low,0,0
Monthly Newsletter,58,Spencer Low,0,0
Monthly Newsletter,62,Spencer Low,100,0
Monthly Newsletter,64,Spencer Low,100,70
Monthly Newsletter,66,Spencer Low,100,0
Monthly Newsletter,68,Spencer Low,0,0
Monthly Newsletter,70,Spencer Low,100,136
Monthly Newsletter,72,Spencer Low,100,89
Monthly Newsletter,74,Spencer Low,0,0
Monthly Newsletter,76,Spencer Low,100,114.99999999999999
Monthly Newsletter,77,Spencer Low,0,0
Monthly Newsletter,78,Spencer Low,100,94.33333333333334
Monthly Newsletter,80,Spencer Low,100,132
Monthly Newsletter,81,Spencer Low,0,0
Monthly Newsletter,82,Spencer Low,100,0
Monthly Newsletter,84,Spencer Low,100,98
Monthly Newsletter,86,Spencer Low,100,63
Monthly Newsletter,88,Spencer Low,100,0
Monthly Newsletter,89,Spencer Low,0,0
Monthly Newsletter,90,Spencer Low,100,83
Monthly Newsletter,91,Spencer Low,0,0
Monthly Newsletter,92,Spencer Low,100,85
Monthly Newsletter,94,Spencer Low,100,59
Monthly Newsletter,95,Spencer Low,0,0
Monthly Newsletter,96,Spencer Low,0,0
Monthly Newsletter,97,Spencer Low,0,0
Monthly Newsletter,98,Spencer Low,37.5,0
Monthly Newsletter,100,Spencer Low,0,0
Monthly Newsletter,102,Spencer Low,0,0
Monthly Newsletter,104,Spencer Low,0,0
Monthly Newsletter,106,Spencer Low,0,0
Monthly Newsletter,110,Spencer Low,0,0
Monthly Newsletter,114,Spencer Low,0,0
Monthly Newsletter,116,Spencer Low,0,0
Monthly Newsletter,118,Spencer Low,0,0
New Product Releases,52,Spencer Low,0,0
New Product Releases,56,Spencer Low,100,0
New Product Releases,58,Spencer Low,100,0
New Product Releases,60,Spencer Low,0,0
New Product Releases,62,Spencer Low,0,0
New Product Releases,63,Spencer Low,0,0
New Product Releases,64,Spencer Low,0,0
New Product Releases,66,Spencer Low,0,0
New Product Releases,68,Spencer Low,100,0
New Product Releases,69,Spencer Low,0,0
New Product Releases,70,Spencer Low,100,0
New Product Releases,72,Spencer Low,100,119
New Product Releases,74,Spencer Low,100,0
New Product Releases,75,Spencer Low,0,0
New Product Releases,76,Spencer Low,100,0
New Product Releases,77,Spencer Low,100,0
New Product Releases,78,Spencer Low,100,93.2
New Product Releases,80,Spencer Low,100,74
New Product Releases,82,Spencer Low,0,0
New Product Releases,83,Spencer Low,0,0
New Product Releases,84,Spencer Low,0,0
New Product Releases,86,Spencer Low,0,0
New Product Releases,88,Spencer Low,0,0
New Product Releases,89,Spencer Low,0,0
New Product Releases,90,Spencer Low,100,75
New Product Releases,91,Spencer Low,0,0
New Product Releases,92,Spencer Low,100,135
New Product Releases,94,Spencer Low,0,0
New Product Releases,95,Spencer Low,0,0
New Product Releases,96,Spencer Low,100,0
New Product Releases,97,Spencer Low,0,0
New Product Releases,98,Spencer Low,0,0
New Product Releases,100,Spencer Low,0,0
New Product Releases,102,Spencer Low,0,0
New Product Releases,104,Spencer Low,0,0
New Product Releases,110,Spencer Low,0,0
New Product Releases,112,Spencer Low,100,0
New Product Releases,103,Spencer Low,0,0
Twitter,52,Spencer Low,0,0
Twitter,56,Spencer Low,100,0
Twitter,58,Spencer Low,0,0
Twitter,62,Spencer Low,100,0
Twitter,64,Spencer Low,100,0
Twitter,66,Spencer Low,100,0
Twitter,68,Spencer Low,0,0
Twitter,69,Spencer Low,0,0
Twitter,70,Spencer Low,0,0
Twitter,72,Spencer Low,100,0
Twitter,74,Spencer Low,0,0
Twitter,76,Spencer Low,100,0
Twitter,78,Spencer Low,100,0
Twitter,80,Spencer Low,0,0
Twitter,82,Spencer Low,0,0
Twitter,83,Spencer Low,0,0
Twitter,84,Spencer Low,0,0
Twitter,86,Spencer Low,0,0
Twitter,88,Spencer Low,0,0
Twitter,89,Spencer Low,0,0
Twitter,90,Spencer Low,0,0
Twitter,92,Spencer Low,0,0
Twitter,94,Spencer Low,100,0
Twitter,95,Spencer Low,0,0
Twitter,96,Spencer Low,0,0
Twitter,98,Spencer Low,0,0
Twitter,104,Spencer Low,0,0
Twitter,108,Spencer Low,0,0
(Blank),34,Renee Lo,0,0
(Blank),38,Renee Lo,0,0
(Blank),40,Renee Lo,0,0
(Blank),44,Renee Lo,100,144
(Blank),45,Renee Lo,0,0
(Blank),46,Renee Lo,100,108
(Blank),48,Renee Lo,100,0
(Blank),50,Renee Lo,0,0
(Blank),52,Renee Lo,0,0
(Blank),54,Renee Lo,0,0
(Blank),56,Renee Lo,0,0
(Blank),58,Renee Lo,100,0
(Blank),59,Renee Lo,0,0
(Blank),60,Renee Lo,100,65.60000000000001
(Blank),62,Renee Lo,100,110.00000000000001
(Blank),63,Renee Lo,0,0
(Blank),64,Renee Lo,100,97.6
(Blank),66,Renee Lo,100,89.5
(Blank),68,Renee Lo,0,0
(Blank),69,Renee Lo,0,0
(Blank),70,Renee Lo,100,0
(Blank),71,Renee Lo,0,0
(Blank),72,Renee Lo,100,104
(Blank),73,Renee Lo,0,0
(Blank),74,Renee Lo,100,97.6
(Blank),75,Renee Lo,0,0
(Blank),76,Renee Lo,100,114.1
(Blank),77,Renee Lo,100,65
(Blank),78,Renee Lo,100,113.1
(Blank),80,Renee Lo,100,90.9
(Blank),81,Renee Lo,0,0
(Blank),82,Renee Lo,100,0
(Blank),83,Renee Lo,0,0
(Blank),84,Renee Lo,100,77.5
(Blank),85,Renee Lo,0,0
(Blank),86,Renee Lo,75,0
(Blank),88,Renee Lo,0,0
(Blank),89,Renee Lo,0,0
(Blank),90,Renee Lo,28.8135593220339,59.699999999999996
(Blank),91,Renee Lo,100,0
(Blank),92,Renee Lo,89.33333333333333,100.55000000000001
(Blank),94,Renee Lo,100,97.39999999999999
(Blank),95,Renee Lo,0,0
(Blank),96,Renee Lo,57.14285714285714,57.99999999999999
(Blank),97,Renee Lo,0,0
(Blank),98,Renee Lo,50,80
(Blank),100,Renee Lo,100,0
(Blank),102,Renee Lo,0,0
(Blank),104,Renee Lo,0,0
(Blank),106,Renee Lo,0,0
(Blank),108,Renee Lo,0,0
(Blank),110,Renee Lo,0,0
(Blank),112,Renee Lo,0,0
(Blank),114,Renee Lo,0,0
(Blank),116,Renee Lo,0,0
(Blank),118,Renee Lo,0,0
Consumer Tradeshow,34,Renee Lo,0,0
Consumer Tradeshow,44,Renee Lo,0,0
Consumer Tradeshow,46,Renee Lo,100,0
Consumer Tradeshow,48,Renee Lo,0,0
Consumer Tradeshow,50,Renee Lo,0,0
Consumer Tradeshow,52,Renee Lo,0,0
Consumer Tradeshow,54,Renee Lo,0,0
Consumer Tradeshow,58,Renee Lo,0,0
Consumer Tradeshow,60,Renee Lo,0,0
Consumer Tradeshow,62,Renee Lo,100,0
Consumer Tradeshow,63,Renee Lo,0,0
Consumer Tradeshow,64,Renee Lo,100,66
Consumer Tradeshow,66,Renee Lo,0,0
Consumer Tradeshow,68,Renee Lo,0,0
Consumer Tradeshow,69,Renee Lo,0,0
Consumer Tradeshow,70,Renee Lo,0,0
Consumer Tradeshow,72,Renee Lo,100,0
Consumer Tradeshow,74,Renee Lo,100,66
Consumer Tradeshow,75,Renee Lo,0,0
Consumer Tradeshow,76,Renee Lo,100,83.5
Consumer Tradeshow,77,Renee Lo,0,0
Consumer Tradeshow,78,Renee Lo,100,0
Consumer Tradeshow,80,Renee Lo,0,0
Consumer Tradeshow,82,Renee Lo,0,0
Consumer Tradeshow,83,Renee Lo,0,0
Consumer Tradeshow,84,Renee Lo,100,0
Consumer Tradeshow,85,Renee Lo,0,0
Consumer Tradeshow,86,Renee Lo,0,0
Consumer Tradeshow,88,Renee Lo,0,0
Consumer Tradeshow,89,Renee Lo,0,0
Consumer Tradeshow,90,Renee Lo,100,81
Consumer Tradeshow,91,Renee Lo,0,0
Consumer Tradeshow,92,Renee Lo,100,0
Consumer Tradeshow,94,Renee Lo,0,0
Consumer Tradeshow,96,Renee Lo,0,0
Consumer Tradeshow,98,Renee Lo,0,0
Consumer Tradeshow,100,Renee Lo,0,0
Consumer Tradeshow,102,Renee Lo,0,0
Consumer Tradeshow,104,Renee Lo,0,0
Consumer Tradeshow,116,Renee Lo,0,0
Consumer Tradeshow,103,Renee Lo,0,0
Customer Care Campaign,38,Renee Lo,0,0
Customer Care Campaign,46,Renee Lo,0,0
Customer Care Campaign,52,Renee Lo,0,0
Customer Care Campaign,54,Renee Lo,0,0
Customer Care Campaign,56,Renee Lo,0,0
Customer Care Campaign,58,Renee Lo,0,0
Customer Care Campaign,60,Renee Lo,100,67
Customer Care Campaign,62,Renee Lo,0,0
Customer Care Campaign,64,Renee Lo,100,0
Customer Care Campaign,66,Renee Lo,0,0
Customer Care Campaign,68,Renee Lo,0,0
Customer Care Campaign,69,Renee Lo,0,0
Customer Care Campaign,70,Renee Lo,0,0
Customer Care Campaign,72,Renee Lo,0,0
Customer Care Campaign,74,Renee Lo,100,97
Customer Care Campaign,75,Renee Lo,0,0
Customer Care Campaign,76,Renee Lo,100,89
Customer Care Campaign,77,Renee Lo,0,0
Customer Care Campaign,78,Renee Lo,0,0
Customer Care Campaign,80,Renee Lo,0,0
Customer Care Campaign,82,Renee Lo,100,0
Customer Care Campaign,83,Renee Lo,0,0
Customer Care Campaign,84,Renee Lo,0,0
Customer Care Campaign,86,Renee Lo,0,0
Customer Care Campaign,88,Renee Lo,0,0
Customer Care Campaign,89,Renee Lo,0,0
Customer Care Campaign,90,Renee Lo,100,0
Customer Care Campaign,91,Renee Lo,0,0
Customer Care Campaign,92,Renee Lo,100,0
Customer Care Campaign,94,Renee Lo,0,0
Customer Care Campaign,96,Renee Lo,100,0
Customer Care Campaign,97,Renee Lo,0,0
Customer Care Campaign,98,Renee Lo,0,0
Customer Care Campaign,100,Renee Lo,0,0
Customer Care Campaign,102,Renee Lo,0,0
Customer Care Campaign,104,Renee Lo,33.33333333333333,0
Customer Care Campaign,106,Renee Lo,0,0
Customer Care Campaign,108,Renee Lo,0,0
Customer Care Campaign,110,Renee Lo,0,0
Customer Care Campaign,112,Renee Lo,0,0
Customer Care Campaign,114,Renee Lo,0,0
Customer Care Campaign,116,Renee Lo,0,0
Customer Care Campaign,118,Renee Lo,0,0
Customer Care Campaign,103,Renee Lo,0,0
Customer Care Campaign,87,Renee Lo,0,0
Customer Care Campaign,107,Renee Lo,0,0
Customer Follow-up,56,Renee Lo,0,0
Customer Follow-up,58,Renee Lo,0,0
Customer Follow-up,62,Renee Lo,0,0
Customer Follow-up,64,Renee Lo,0,0
Customer Follow-up,66,Renee Lo,100,0
Customer Follow-up,68,Renee Lo,0,0
Customer Follow-up,70,Renee Lo,0,0
Customer Follow-up,72,Renee Lo,0,0
Customer Follow-up,74,Renee Lo,0,0
Customer Follow-up,76,Renee Lo,100,60
Customer Follow-up,77,Renee Lo,0,0
Customer Follow-up,78,Renee Lo,100,96
Customer Follow-up,80,Renee Lo,0,0
Customer Follow-up,82,Renee Lo,0,0
Customer Follow-up,84,Renee Lo,0,0
Customer Follow-up,86,Renee Lo,0,0
Customer Follow-up,88,Renee Lo,0,0
Customer Follow-up,89,Renee Lo,0,0
Customer Follow-up,90,Renee Lo,0,0
Customer Follow-up,91,Renee Lo,0,0
Customer Follow-up,92,Renee Lo,100,150
Customer Follow-up,94,Renee Lo,100,0
Customer Follow-up,96,Renee Lo,0,0
Customer Follow-up,98,Renee Lo,0,0
Customer Follow-up,100,Renee Lo,0,0
Customer Follow-up,102,Renee Lo,0,0
Customer Follow-up,104,Renee Lo,0,0
Customer Follow-up,106,Renee Lo,0,0
Market Trends Newsletter,52,Renee Lo,0,0
Market Trends Newsletter,56,Renee Lo,0,0
Market Trends Newsletter,58,Renee Lo,0,0
Market Trends Newsletter,62,Renee Lo,0,0
Market Trends Newsletter,63,Renee Lo,0,0
Market Trends Newsletter,64,Renee Lo,100,0
Market Trends Newsletter,66,Renee Lo,100,0
Market Trends Newsletter,68,Renee Lo,0,0
Market Trends Newsletter,70,Renee Lo,0,0
Market Trends Newsletter,72,Renee Lo,0,0
Market Trends Newsletter,74,Renee Lo,0,0
Market Trends Newsletter,76,Renee Lo,0,0
Market Trends Newsletter,77,Renee Lo,0,0
Market Trends Newsletter,78,Renee Lo,100,54
Market Trends Newsletter,80,Renee Lo,100,0
Market Trends Newsletter,82,Renee Lo,0,0
Market Trends Newsletter,83,Renee Lo,0,0
Market Trends Newsletter,84,Renee Lo,100,0
Market Trends Newsletter,86,Renee Lo,0,0
Market Trends Newsletter,88,Renee Lo,0,0
Market Trends Newsletter,90,Renee Lo,100,0
Market Trends Newsletter,92,Renee Lo,100,0
Market Trends Newsletter,94,Renee Lo,0,0
Market Trends Newsletter,96,Renee Lo,100,70
Market Trends Newsletter,98,Renee Lo,0,0
Market Trends Newsletter,100,Renee Lo,0,0
Market Trends Newsletter,102,Renee Lo,0,0
Market Trends Newsletter,104,Renee Lo,0,0
Market Trends Newsletter,108,Renee Lo,0,0
Market Trends Newsletter,112,Renee Lo,100,0
Market Trends Newsletter,103,Renee Lo,0,0
Monthly Newsletter,52,Renee Lo,0,0
Monthly Newsletter,56,Renee Lo,0,0
Monthly Newsletter,58,Renee Lo,0,0
Monthly Newsletter,62,Renee Lo,0,0
Monthly Newsletter,64,Renee Lo,100,99
Monthly Newsletter,66,Renee Lo,0,0
Monthly Newsletter,68,Renee Lo,0,0
Monthly Newsletter,70,Renee Lo,0,0
Monthly Newsletter,72,Renee Lo,100,0
Monthly Newsletter,74,Renee Lo,0,0
Monthly Newsletter,76,Renee Lo,100,0
Monthly Newsletter,77,Renee Lo,0,0
Monthly Newsletter,78,Renee Lo,100,97.5
Monthly Newsletter,80,Renee Lo,100,98
Monthly Newsletter,81,Renee Lo,0,0
Monthly Newsletter,82,Renee Lo,100,0
Monthly Newsletter,84,Renee Lo,100,62
Monthly Newsletter,86,Renee Lo,100,0
Monthly Newsletter,88,Renee Lo,0,0
Monthly Newsletter,89,Renee Lo,0,0
Monthly Newsletter,90,Renee Lo,100,0
Monthly Newsletter,91,Renee Lo,0,0
Monthly Newsletter,92,Renee Lo,100,109.00000000000001
Monthly Newsletter,94,Renee Lo,100,0
Monthly Newsletter,95,Renee Lo,0,0
Monthly Newsletter,96,Renee Lo,0,0
Monthly Newsletter,97,Renee Lo,0,0
Monthly Newsletter,98,Renee Lo,50,0
Monthly Newsletter,100,Renee Lo,0,0
Monthly Newsletter,102,Renee Lo,0,0
Monthly Newsletter,104,Renee Lo,0,0
Monthly Newsletter,106,Renee Lo,0,0
Monthly Newsletter,110,Renee Lo,0,0
Monthly Newsletter,114,Renee Lo,0,0
Monthly Newsletter,116,Renee Lo,0,0
Monthly Newsletter,118,Renee Lo,0,0
New Product Releases,52,Renee Lo,0,0
New Product Releases,56,Renee Lo,0,0
New Product Releases,58,Renee Lo,0,0
New Product Releases,60,Renee Lo,0,0
New Product Releases,62,Renee Lo,100,64
New Product Releases,63,Renee Lo,0,0
New Product Releases,64,Renee Lo,100,0
New Product Releases,66,Renee Lo,0,0
New Product Releases,68,Renee Lo,0,0
New Product Releases,69,Renee Lo,0,0
New Product Releases,70,Renee Lo,0,0
New Product Releases,72,Renee Lo,0,0
New Product Releases,74,Renee Lo,0,0
New Product Releases,75,Renee Lo,0,0
New Product Releases,76,Renee Lo,100,127
New Product Releases,77,Renee Lo,0,0
New Product Releases,78,Renee Lo,100,105.5
New Product Releases,80,Renee Lo,100,85
New Product Releases,82,Renee Lo,0,0
New Product Releases,83,Renee Lo,0,0
New Product Releases,84,Renee Lo,0,0
New Product Releases,86,Renee Lo,0,0
New Product Releases,88,Renee Lo,0,0
New Product Releases,89,Renee Lo,0,0
New Product Releases,90,Renee Lo,100,0
New Product Releases,91,Renee Lo,0,0
New Product Releases,92,Renee Lo,100,0
New Product Releases,94,Renee Lo,100,0
New Product Releases,95,Renee Lo,0,0
New Product Releases,96,Renee Lo,100,0
New Product Releases,97,Renee Lo,0,0
New Product Releases,98,Renee Lo,0,0
New Product Releases,100,Renee Lo,0,0
New Product Releases,102,Renee Lo,0,0
New Product Releases,104,Renee Lo,0,0
New Product Releases,110,Renee Lo,0,0
New Product Releases,112,Renee Lo,0,0
New Product Releases,103,Renee Lo,0,0
Twitter,52,Renee Lo,0,0
Twitter,56,Renee Lo,0,0
Twitter,58,Renee Lo,0,0
Twitter,62,Renee Lo,0,0
Twitter,64,Renee Lo,100,0
Twitter,66,Renee Lo,0,0
Twitter,68,Renee Lo,0,0
Twitter,69,Renee Lo,0,0
Twitter,70,Renee Lo,0,0
Twitter,72,Renee Lo,0,0
Twitter,74,Renee Lo,0,0
Twitter,76,Renee Lo,0,0
Twitter,78,Renee Lo,100,0
Twitter,80,Renee Lo,0,0
Twitter,82,Renee Lo,100,0
Twitter,83,Renee Lo,0,0
Twitter,84,Renee Lo,0,0
Twitter,86,Renee Lo,0,0
Twitter,88,Renee Lo,0,0
Twitter,89,Renee Lo,0,0
Twitter,90,Renee Lo,0,0
Twitter,92,Renee Lo,0,0
Twitter,94,Renee Lo,100,0
Twitter,95,Renee Lo,0,0
Twitter,96,Renee Lo,0,0
Twitter,98,Renee Lo,0,0
Twitter,104,Renee Lo,0,0
Twitter,108,Renee Lo,0,0
(Blank),34,Julian Isla,0,0
(Blank),38,Julian Isla,100,0
(Blank),40,Julian Isla,100,0
(Blank),44,Julian Isla,0,0
(Blank),45,Julian Isla,0,0
(Blank),46,Julian Isla,100,0
(Blank),48,Julian Isla,0,0
(Blank),50,Julian Isla,0,0
(Blank),52,Julian Isla,100,115.33333333333333
(Blank),54,Julian Isla,100,0
(Blank),56,Julian Isla,100,115.99999999999999
(Blank),58,Julian Isla,100,97.5
(Blank),59,Julian Isla,0,0
(Blank),60,Julian Isla,100,101.2
(Blank),62,Julian Isla,100,71
(Blank),63,Julian Isla,0,0
(Blank),64,Julian Isla,100,97.2
(Blank),66,Julian Isla,100,95.8
(Blank),68,Julian Isla,100,97
(Blank),69,Julian Isla,0,0
(Blank),70,Julian Isla,100,80.9
(Blank),71,Julian Isla,0,0
(Blank),72,Julian Isla,100,119
(Blank),73,Julian Isla,0,0
