Item.Category,Time.FiscalYear,Store.Chain,Item.Segment,Item.Buyer,Sales.TotalSales,Sales.TotalSalesLY,Sales.TotalUnits
010-Womens,2014,Fashions Direct,4551,"Ray, Violet",1579.4300000000003,1577.4300000000003,567
010-Womens,2014,Fashions Direct,4551,"Mendez, Jerry",930.2500000000001,754.5400000000001,376
010-Womens,2014,Fashions Direct,4551,"Pierce, Amery",390.22,,98
010-Womens,2014,Fashions Direct,4551,"Bright, Evangeline",265.93,265.93,94
010-Womens,2014,Fashions Direct,4551,"Clemons, Uma",188.29,188.29,143
010-Womens,2014,Fashions Direct,4551,"Rodriguez, Calista",101.76,,26
010-Womens,2014,Fashions Direct,4551,"Ward, Kermit",21.889999999999997,21.889999999999997,11
010-Womens,2014,Fashions Direct,4008,"Buchanan, Alma",18035.309999999998,17506.089999999993,5382
010-Womens,2014,Fashions Direct,4008,"Mendez, Jerry",5750.549999999998,5744.049999999998,2640
010-Womens,2014,Fashions Direct,4008,"Ray, Violet",1154.6799999999998,1154.6799999999998,359
010-Womens,2014,Fashions Direct,4008,"Clemons, Uma",697.72,697.72,332
010-Womens,2014,Fashions Direct,4008,"Rodriguez, Calista",396.38,396.38,70
010-Womens,2014,Fashions Direct,4008,"Hubbard, Quintessa",143.89,143.89,12
010-Womens,2014,Fashions Direct,4008,"Ward, Kermit",84.46000000000001,74.47,17
010-Womens,2014,Fashions Direct,4008,"Carr, Slade",12,12,12
010-Womens,2014,Fashions Direct,4338,"Petty, Perry",15354.580000000005,,1604
010-Womens,2014,Fashions Direct,4338,"Buchanan, Alma",3729.2400000000002,3570.73,529
010-Womens,2014,Fashions Direct,4338,"Wright, Howard",3569.7,,442
010-Womens,2014,Fashions Direct,4338,"Carr, Slade",1111.3400000000001,,138
010-Womens,2014,Fashions Direct,4338,"Hubbard, Quintessa",1064.29,,71
010-Womens,2014,Fashions Direct,4338,"Ray, Violet",139.85,139.85,19
010-Womens,2014,Fashions Direct,4338,"Barrett, Galvin",9,,1
010-Womens,2014,Fashions Direct,4092,"Long, Amy",10806.94,,1366
010-Womens,2014,Fashions Direct,4092,"Barrett, Galvin",7419.030000000001,,781
010-Womens,2014,Fashions Direct,4092,"Buchanan, Alma",6126.1,,617
010-Womens,2014,Fashions Direct,4092,"Petty, Perry",229.77,,28
010-Womens,2014,Fashions Direct,4228,"Buchanan, Alma",20892.709999999985,20643.339999999982,3849
010-Womens,2014,Fashions Direct,4228,"Carr, Slade",2662.1799999999994,2637.6799999999994,491
010-Womens,2014,Fashions Direct,4228,"Clemons, Uma",246.87,246.87,87
010-Womens,2014,Fashions Direct,4228,"Mendez, Jerry",9,9,3
010-Womens,2014,Fashions Direct,4228,"Hubbard, Quintessa",5,5,1
010-Womens,2014,Fashions Direct,4214,"Buchanan, Alma",20206.10000000001,20198.10000000001,2452
010-Womens,2014,Fashions Direct,4214,"Carr, Slade",2414.14,2413.14,252
010-Womens,2014,Fashions Direct,4214,"Ward, Kermit",874.85,874.85,198
010-Womens,2014,Fashions Direct,4214,"Mendez, Jerry",81.88,81.88,14
010-Womens,2014,Fashions Direct,4214,"Lynn, Farrah",1,1,1
010-Womens,2014,Fashions Direct,4456,"Petty, Perry",10504.840000000002,,1775
010-Womens,2014,Fashions Direct,4456,"Wright, Howard",5602.950000000001,893.07,1127
010-Womens,2014,Fashions Direct,4456,"Buchanan, Alma",3879.2699999999995,439.56000000000006,721
010-Womens,2014,Fashions Direct,4456,"Long, Amy",409.56,,44
010-Womens,2014,Fashions Direct,4456,"Barrett, Galvin",229.77000000000004,,23
010-Womens,2014,Fashions Direct,4456,"Gardner, Pascale",63,,9
010-Womens,2014,Fashions Direct,4456,"Carr, Slade",60.95,,17
010-Womens,2014,Fashions Direct,4456,"Hubbard, Quintessa",7.99,7.99,1
010-Womens,2014,Fashions Direct,4327,"Buchanan, Alma",20464.49,20462.99,3082
010-Womens,2014,Fashions Direct,4327,"Hubbard, Quintessa",0,0,0
010-Womens,2014,Fashions Direct,4377,"Petty, Perry",7418.4,,788
010-Womens,2014,Fashions Direct,4377,"Long, Amy",3498.9099999999994,,353
010-Womens,2014,Fashions Direct,4377,"Barrett, Galvin",3131.0699999999997,,312
010-Womens,2014,Fashions Direct,4377,"Buchanan, Alma",2569.4900000000007,781.2100000000002,342
010-Womens,2014,Fashions Direct,4377,"Wright, Howard",1766.8899999999994,,206
010-Womens,2014,Fashions Direct,4377,"Gentry, Elizabeth",1072.88,,85
010-Womens,2014,Fashions Direct,4377,"Carr, Slade",476.61,,52
010-Womens,2014,Fashions Direct,4209,"Buchanan, Alma",16472.59,15396.950000000003,2722
010-Womens,2014,Fashions Direct,4209,"Carr, Slade",1677.23,1675.23,203
010-Womens,2014,Fashions Direct,4209,"Clemons, Uma",307.67,307.67,45
010-Womens,2014,Fashions Direct,4209,"Mendez, Jerry",5.98,5.98,2
010-Womens,2014,Fashions Direct,4213,"Buchanan, Alma",12995.36,12713.65,1545
010-Womens,2014,Fashions Direct,4213,"Carr, Slade",4264.04,4248.04,570
010-Womens,2014,Fashions Direct,4213,"Clemons, Uma",181.9,181.9,17
010-Womens,2014,Fashions Direct,4213,"Lynn, Farrah",12.99,12.99,1
010-Womens,2014,Fashions Direct,4213,"Mendez, Jerry",9,9,4
010-Womens,2014,Fashions Direct,4213,"Hubbard, Quintessa",-5.99,,-1
010-Womens,2014,Fashions Direct,4077,"Petty, Perry",11018.250000000002,,1088
010-Womens,2014,Fashions Direct,4077,"Barrett, Galvin",2773.98,,323
010-Womens,2014,Fashions Direct,4077,"Buchanan, Alma",1418.57,95.88000000000001,117
010-Womens,2014,Fashions Direct,4077,"Carr, Slade",455.42999999999995,,57
010-Womens,2014,Fashions Direct,4312,"Buchanan, Alma",14791.379999999997,14594.889999999998,2384
010-Womens,2014,Fashions Direct,4312,"Clemons, Uma",186.34,194.33,36
010-Womens,2014,Fashions Direct,4312,"Hubbard, Quintessa",125.99,15.98,35
010-Womens,2014,Fashions Direct,4037,"Petty, Perry",8086.539999999998,,993
010-Womens,2014,Fashions Direct,4037,"Carr, Slade",3903.6900000000005,,546
010-Womens,2014,Fashions Direct,4037,"Barrett, Galvin",1637.34,,166
010-Womens,2014,Fashions Direct,4037,"Long, Amy",1135.7,,190
010-Womens,2014,Fashions Direct,4037,"Buchanan, Alma",3,,1
010-Womens,2014,Fashions Direct,4457,"Buchanan, Alma",3363.4099999999994,325.64,325
010-Womens,2014,Fashions Direct,4457,"Carr, Slade",2525.41,104.83,397
010-Womens,2014,Fashions Direct,4457,"Long, Amy",2353.71,,238
010-Womens,2014,Fashions Direct,4457,"Wright, Howard",2078.69,547.64,370
010-Womens,2014,Fashions Direct,4457,"Petty, Perry",1904.46,,300
010-Womens,2014,Fashions Direct,4457,"Barrett, Galvin",1478.79,,104
010-Womens,2014,Fashions Direct,4457,"Pierce, Amery",320.87,,54
010-Womens,2014,Fashions Direct,4457,"Hubbard, Quintessa",178.99,,31
010-Womens,2014,Fashions Direct,4276,"Buchanan, Alma",6309,,502
010-Womens,2014,Fashions Direct,4276,"Petty, Perry",5903.270000000002,,612
010-Womens,2014,Fashions Direct,4276,"Long, Amy",919.69,,71
010-Womens,2014,Fashions Direct,4276,"Carr, Slade",478.46000000000004,295.63,57
010-Womens,2014,Fashions Direct,4276,"Hubbard, Quintessa",80.95,,9
010-Womens,2014,Fashions Direct,4276,"Wright, Howard",50.980000000000004,,16
010-Womens,2014,Fashions Direct,4311,"Buchanan, Alma",12996.98,12946.48,2228
010-Womens,2014,Fashions Direct,4311,"Carr, Slade",479.67999999999995,479.67999999999995,32
010-Womens,2014,Fashions Direct,4311,"Clemons, Uma",64.49,64.49,20
010-Womens,2014,Fashions Direct,4156,"Wright, Howard",4675.130000000001,1694.7000000000003,762
010-Womens,2014,Fashions Direct,4156,"Buchanan, Alma",4177.67,1671.22,554
010-Womens,2014,Fashions Direct,4156,"Carr, Slade",2004.6899999999998,587.85,267
010-Womens,2014,Fashions Direct,4156,"Petty, Perry",1898.8999999999999,,275
010-Womens,2014,Fashions Direct,4156,"Barrett, Galvin",237.76,,24
010-Womens,2014,Fashions Direct,4156,"Hubbard, Quintessa",6,,2
010-Womens,2014,Fashions Direct,4091,"Long, Amy",11314.38,,1534
010-Womens,2014,Fashions Direct,4091,"Barrett, Galvin",1562.8600000000001,,157
010-Womens,2014,Fashions Direct,4091,"Pierce, Amery",9.99,,1
010-Womens,2014,Fashions Direct,4007,"Mccray, Nayda",8230.32,8227.82,4087
010-Womens,2014,Fashions Direct,4007,"Buchanan, Alma",3677.8599999999965,3675.6099999999965,2071
010-Womens,2014,Fashions Direct,4007,"Hubbard, Quintessa",388.72,388.72,78
010-Womens,2014,Fashions Direct,4007,"Mendez, Jerry",4,4,4
010-Womens,2014,Fashions Direct,4275,"Petty, Perry",6082.310000000002,,556
010-Womens,2014,Fashions Direct,4275,"Buchanan, Alma",2786.81,,462
010-Womens,2014,Fashions Direct,4275,"Carr, Slade",1227.7200000000003,,137
010-Womens,2014,Fashions Direct,4275,"Pierce, Amery",1034.97,,104
010-Womens,2014,Fashions Direct,4275,"Long, Amy",707.1500000000001,,85
010-Womens,2014,Fashions Direct,4275,"Wright, Howard",284.76,,34
010-Womens,2014,Fashions Direct,4275,"Mendez, Jerry",56.96,,9
010-Womens,2014,Fashions Direct,4275,"Barrett, Galvin",55.94,,11
010-Womens,2014,Fashions Direct,4203,"Buchanan, Alma",7226.989999999998,6875.3499999999985,951
010-Womens,2014,Fashions Direct,4203,"Carr, Slade",4698.14,4543.82,895
010-Womens,2014,Fashions Direct,4203,"Ward, Kermit",164.98,164.98,51
010-Womens,2014,Fashions Direct,4203,"Hubbard, Quintessa",62.99,62.99,9
010-Womens,2014,Fashions Direct,4203,"Lynn, Farrah",59.5,59.5,27
010-Womens,2014,Fashions Direct,4203,"Pierce, Amery",0,,0
010-Womens,2014,Fashions Direct,4402,"Buchanan, Alma",11133.099999999999,11094.099999999999,1509
010-Womens,2014,Fashions Direct,4402,"Clemons, Uma",776.3499999999999,776.3499999999999,199
010-Womens,2014,Fashions Direct,4402,"Lynn, Farrah",1,1,1
010-Womens,2014,Fashions Direct,4328,"Buchanan, Alma",11557.730000000001,11343.760000000002,2151
010-Womens,2014,Fashions Direct,4328,"Hubbard, Quintessa",37,37,15
010-Womens,2014,Fashions Direct,4215,"Buchanan, Alma",10389.890000000003,10196.680000000002,1141
010-Womens,2014,Fashions Direct,4215,"Carr, Slade",901.72,832.62,208
010-Womens,2014,Fashions Direct,4878,"Petty, Perry",7397.939999999998,,507
010-Womens,2014,Fashions Direct,4878,"Carr, Slade",2440.9599999999996,,204
010-Womens,2014,Fashions Direct,4878,"Barrett, Galvin",386.87,,13
010-Womens,2014,Fashions Direct,4878,"Gardner, Pascale",167.37,,70
010-Womens,2014,Fashions Direct,4878,"Buchanan, Alma",105.96000000000001,-14.99,9
010-Womens,2014,Fashions Direct,4878,"Long, Amy",29.98,,2
010-Womens,2014,Fashions Direct,4878,"Wright, Howard",7,,7
010-Womens,2014,Fashions Direct,4801,"Bolton, Marshall",3151.8499999999985,3151.8499999999985,1393
010-Womens,2014,Fashions Direct,4801,"Clemons, Uma",2315,2315,1336
010-Womens,2014,Fashions Direct,4801,"Mccray, Nayda",2216.87,487.02,1159
010-Womens,2014,Fashions Direct,4801,"Mendez, Jerry",898.0899999999999,898.0899999999999,717
010-Womens,2014,Fashions Direct,4801,"Buchanan, Alma",810.4200000000001,748.9200000000001,205
010-Womens,2014,Fashions Direct,4801,"Hubbard, Quintessa",135.01,,101
010-Womens,2014,Fashions Direct,4277,"Petty, Perry",3328.0800000000013,,354
010-Womens,2014,Fashions Direct,4277,"Buchanan, Alma",2945.69,2694.3000000000006,311
010-Womens,2014,Fashions Direct,4277,"Long, Amy",2542.1699999999996,,196
010-Womens,2014,Fashions Direct,4277,"Barrett, Galvin",491.67,,33
010-Womens,2014,Fashions Direct,4277,"Wright, Howard",11.01,,8
010-Womens,2014,Fashions Direct,4036,"Petty, Perry",3046.280000000001,,397
010-Womens,2014,Fashions Direct,4036,"Carr, Slade",2453.2400000000002,,342
010-Womens,2014,Fashions Direct,4036,"Buchanan, Alma",1955.2499999999998,1148.85,203
010-Womens,2014,Fashions Direct,4036,"Gentry, Elizabeth",653.37,,134
010-Womens,2014,Fashions Direct,4036,"Wright, Howard",447.54,,105
010-Womens,2014,Fashions Direct,4036,"Barrett, Galvin",419.58000000000004,,42
010-Womens,2014,Fashions Direct,4375,"Petty, Perry",6674.599999999999,,1582
010-Womens,2014,Fashions Direct,4375,"Wright, Howard",1005.45,367.08000000000004,310
010-Womens,2014,Fashions Direct,4375,"Carr, Slade",796.19,7.99,96
010-Womens,2014,Fashions Direct,4375,"Buchanan, Alma",145.93,,29
010-Womens,2014,Fashions Direct,4375,"Barrett, Galvin",37.05,,5
010-Womens,2014,Fashions Direct,4375,"Hubbard, Quintessa",35.96,,6
010-Womens,2014,Fashions Direct,4877,"Petty, Perry",5120.310000000001,,429
010-Womens,2014,Fashions Direct,4877,"Barrett, Galvin",1796.9700000000007,,103
010-Womens,2014,Fashions Direct,4877,"Buchanan, Alma",925.3599999999999,16.99,75
010-Womens,2014,Fashions Direct,4877,"Long, Amy",408.73,,41
010-Womens,2014,Fashions Direct,4877,"Wright, Howard",116.91000000000001,49.95,10
010-Womens,2014,Fashions Direct,4877,"Carr, Slade",90.95,,14
010-Womens,2014,Fashions Direct,4877,"Hubbard, Quintessa",30,,2
010-Womens,2014,Fashions Direct,4316,"Buchanan, Alma",8027.630000000001,7819.720000000003,814
010-Womens,2014,Fashions Direct,4454,"Long, Amy",6260.670000000001,,655
010-Womens,2014,Fashions Direct,4454,"Petty, Perry",1520.3499999999997,,154
010-Womens,2014,Fashions Direct,4574,"Long, Amy",2280.61,,177
010-Womens,2014,Fashions Direct,4574,"Petty, Perry",2087.99,,223
010-Womens,2014,Fashions Direct,4574,"Hubbard, Quintessa",790.95,,128
010-Womens,2014,Fashions Direct,4574,"Barrett, Galvin",669.73,,27
010-Womens,2014,Fashions Direct,4574,"Buchanan, Alma",451.25,,64
010-Womens,2014,Fashions Direct,4574,"Wright, Howard",410.21000000000004,,63
010-Womens,2014,Fashions Direct,4574,"Carr, Slade",381.74,,37
010-Womens,2014,Fashions Direct,4574,"Mccray, Nayda",198.99,,21
010-Womens,2014,Fashions Direct,4574,"Mendez, Jerry",123.9,39.95,20
010-Womens,2014,Fashions Direct,4574,"Ray, Violet",79.92,79.92,8
010-Womens,2014,Fashions Direct,4574,"Rodriguez, Calista",3,,3
010-Womens,2014,Fashions Direct,4578,"Petty, Perry",6290.160000000001,,491
010-Womens,2014,Fashions Direct,4578,"Ward, Kermit",441.7799999999999,,51
010-Womens,2014,Fashions Direct,4578,"Barrett, Galvin",439.81999999999994,,18
010-Womens,2014,Fashions Direct,4024,"Buchanan, Alma",5241.949999999999,5241.949999999999,327
010-Womens,2014,Fashions Direct,4024,"Ray, Violet",1423.55,1339.55,115
010-Womens,2014,Fashions Direct,4010,"Buchanan, Alma",5389.449999999999,5389.449999999999,937
010-Womens,2014,Fashions Direct,4010,"Clemons, Uma",899.6,899.6,172
010-Womens,2014,Fashions Direct,4010,"Nash, Colorado",257.52,230.56000000000006,57
010-Womens,2014,Fashions Direct,4802,"Clemons, Uma",1718.3100000000002,1718.3100000000002,875
010-Womens,2014,Fashions Direct,4802,"Bolton, Marshall",1667.38,1667.38,518
010-Womens,2014,Fashions Direct,4802,"Hubbard, Quintessa",1597.7399999999998,,705
010-Womens,2014,Fashions Direct,4802,"Mccray, Nayda",712.6700000000001,657.6700000000001,158
010-Womens,2014,Fashions Direct,4802,"Buchanan, Alma",366.82000000000005,282.91,135
010-Womens,2014,Fashions Direct,4802,"Mendez, Jerry",188.23000000000002,188.23000000000002,85
010-Womens,2014,Fashions Direct,4536,"Petty, Perry",2978.0899999999997,,276
010-Womens,2014,Fashions Direct,4536,"Wright, Howard",1951.5400000000002,,158
010-Womens,2014,Fashions Direct,4536,"Buchanan, Alma",544.52,69.93,53
010-Womens,2014,Fashions Direct,4536,"Carr, Slade",461.58,,46
010-Womens,2014,Fashions Direct,4536,"Barrett, Galvin",63.92,,8
010-Womens,2014,Fashions Direct,4255,"Petty, Perry",2868.890000000001,,425
010-Womens,2014,Fashions Direct,4255,"Wright, Howard",1611.25,,237
010-Womens,2014,Fashions Direct,4255,"Carr, Slade",646.33,,69
010-Womens,2014,Fashions Direct,4255,"Mccray, Nayda",188.37,,63
010-Womens,2014,Fashions Direct,4255,"Buchanan, Alma",179.9,,13
010-Womens,2014,Fashions Direct,4255,"Mendez, Jerry",65.93,,9
010-Womens,2014,Fashions Direct,4255,"Rodriguez, Calista",47.84,,16
010-Womens,2014,Fashions Direct,4255,"Mendez, Emerald",38.87,,13
010-Womens,2014,Fashions Direct,4258,"Petty, Perry",2591.0399999999995,,291
010-Womens,2014,Fashions Direct,4258,"Hubbard, Quintessa",1468.9,,154
010-Womens,2014,Fashions Direct,4258,"Wright, Howard",1255.5,,164
010-Womens,2014,Fashions Direct,4258,"Buchanan, Alma",289.96999999999997,,59
010-Womens,2014,Fashions Direct,4006,"Buchanan, Alma",2196.0599999999995,2196.0599999999995,202
010-Womens,2014,Fashions Direct,4006,"Carr, Slade",1655.7999999999997,1426.0099999999998,184
010-Womens,2014,Fashions Direct,4006,"Hubbard, Quintessa",946.5500000000001,946.5500000000001,54
010-Womens,2014,Fashions Direct,4006,"Ray, Violet",694.65,699.65,34
010-Womens,2014,Fashions Direct,4006,"Jordan, Keely",76,76,12
010-Womens,2014,Fashions Direct,4006,"Mendez, Jerry",8,8,2
010-Womens,2014,Fashions Direct,4703,"Buchanan, Alma",5172.98,5057.94,215
010-Womens,2014,Fashions Direct,4703,"Jordan, Keely",274,274,11
010-Womens,2014,Fashions Direct,4703,"Ward, Kermit",43.510000000000005,109.5,23
010-Womens,2014,Fashions Direct,4132,"Long, Amy",5472.56,,570
010-Womens,2014,Fashions Direct,4207,"Mccray, Nayda",4270.619999999998,4254.669999999998,1432
010-Womens,2014,Fashions Direct,4207,"Buchanan, Alma",1155.5899999999997,1155.5899999999997,451
010-Womens,2014,Fashions Direct,4207,"Mendez, Jerry",11.96,11.96,4
010-Womens,2014,Fashions Direct,4477,"Petty, Perry",3212.750000000001,,184
010-Womens,2014,Fashions Direct,4477,"Buchanan, Alma",1012.6600000000001,519.74,67
010-Womens,2014,Fashions Direct,4477,"Pierce, Amery",455.24,,21
010-Womens,2014,Fashions Direct,4477,"Carr, Slade",94.94,,7
010-Womens,2014,Fashions Direct,4157,"Petty, Perry",1982.9500000000005,,175
010-Womens,2014,Fashions Direct,4157,"Barrett, Galvin",1247.75,,125
010-Womens,2014,Fashions Direct,4157,"Wright, Howard",1127.08,703.03,246
010-Womens,2014,Fashions Direct,4157,"Buchanan, Alma",143.82,143.82,18
010-Womens,2014,Fashions Direct,4157,"Carr, Slade",-7.99,,-1
010-Womens,2014,Fashions Direct,4099,"Carr, Slade",3425.83,3228.23,1477
010-Womens,2014,Fashions Direct,4099,"Buchanan, Alma",533,22,112
010-Womens,2014,Fashions Direct,4099,"Hubbard, Quintessa",191,178,50
010-Womens,2014,Fashions Direct,4099,"Mendez, Jerry",99.59,99.59,39
010-Womens,2014,Fashions Direct,4099,"Ferrell, Sara",80.82999999999998,28.4,24
010-Womens,2014,Fashions Direct,4335,"Petty, Perry",2113.3499999999995,,563
010-Womens,2014,Fashions Direct,4335,"Wright, Howard",1159.83,,148
010-Womens,2014,Fashions Direct,4335,"Buchanan, Alma",395.63,,46
010-Womens,2014,Fashions Direct,4335,"Barrett, Galvin",198.81,,20
010-Womens,2014,Fashions Direct,4335,"Carr, Slade",43.980000000000004,,8
010-Womens,2014,Fashions Direct,4335,"Mendez, Jerry",25,,9
010-Womens,2014,Fashions Direct,4126,"Buchanan, Alma",3278.93,3278.93,1647
010-Womens,2014,Fashions Direct,4126,"Petty, Perry",425.58000000000004,,44
010-Womens,2014,Fashions Direct,4458,"Petty, Perry",1660.3500000000001,,321
010-Womens,2014,Fashions Direct,4458,"Wright, Howard",1292.14,948.27,144
010-Womens,2014,Fashions Direct,4458,"Carr, Slade",208.68,,42
010-Womens,2014,Fashions Direct,4458,"Barrett, Galvin",151.81,,19
010-Womens,2014,Fashions Direct,4458,"Buchanan, Alma",104.99,,13
010-Womens,2014,Fashions Direct,4458,"Ray, Violet",3,,1
010-Womens,2014,Fashions Direct,4031,"Buchanan, Alma",1799.1000000000001,1634.1200000000001,368
010-Womens,2014,Fashions Direct,4031,"Carr, Slade",629.7,593.2,162
010-Womens,2014,Fashions Direct,4031,"Mendez, Jerry",448.59999999999997,448.59999999999997,72
010-Womens,2014,Fashions Direct,4031,"Hubbard, Quintessa",301.86,301.86,16
010-Womens,2014,Fashions Direct,4031,"Clemons, Uma",137.51,137.51,38
010-Womens,2014,Fashions Direct,4031,"Ward, Kermit",67,67,26
010-Womens,2014,Fashions Direct,4031,"Ray, Violet",2,,1
010-Womens,2014,Fashions Direct,4018,"Buchanan, Alma",2046.33,2046.33,712
010-Womens,2014,Fashions Direct,4018,"Clemons, Uma",990.3599999999999,990.3599999999999,242
010-Womens,2014,Fashions Direct,4018,"Mendez, Jerry",42,42,18
010-Womens,2014,Fashions Direct,4018,"Jordan, Keely",4.5,4.5,1
010-Womens,2014,Fashions Direct,4225,"Buchanan, Alma",3053.3400000000006,3004.3400000000006,227
010-Womens,2014,Fashions Direct,4337,"Carr, Slade",1211.47,,127
010-Womens,2014,Fashions Direct,4337,"Petty, Perry",1200.24,,158
010-Womens,2014,Fashions Direct,4337,"Wright, Howard",610.5,,68
010-Womens,2014,Fashions Direct,4318,"Hubbard, Quintessa",1529.9699999999998,1529.9699999999998,183
010-Womens,2014,Fashions Direct,4318,"Buchanan, Alma",1371.92,1337.92,222
010-Womens,2014,Fashions Direct,4318,"Lynn, Farrah",18,18,18
010-Womens,2014,Fashions Direct,4318,"Pierce, Amery",2.99,2.99,1
010-Womens,2014,Fashions Direct,4318,"Clemons, Uma",1,1,1
010-Womens,2014,Fashions Direct,4135,"Barrett, Galvin",2598.750000000001,,261
010-Womens,2014,Fashions Direct,4135,"Long, Amy",309.69000000000005,,31
010-Womens,2014,Fashions Direct,4025,"Buchanan, Alma",2273.580000000001,2301.5700000000006,150
010-Womens,2014,Fashions Direct,4025,"Ray, Violet",597.5400000000001,597.5400000000001,46
010-Womens,2014,Fashions Direct,4552,"Buchanan, Alma",1144.62,1141.62,164
010-Womens,2014,Fashions Direct,4552,"Clemons, Uma",773.73,773.73,443
010-Womens,2014,Fashions Direct,4552,"Hubbard, Quintessa",652.2,,283
010-Womens,2014,Fashions Direct,4552,"Mccray, Nayda",243.15,221.63,65
010-Womens,2014,Fashions Direct,4552,"Miles, Mikayla",17,17,7
010-Womens,2014,Fashions Direct,4552,"Mendez, Jerry",1,,1
010-Womens,2014,Fashions Direct,4133,"Long, Amy",2146.86,,216
010-Womens,2014,Fashions Direct,4133,"Buchanan, Alma",204.79000000000002,,21
010-Womens,2014,Fashions Direct,4133,"Petty, Perry",-7.99,,-1
010-Womens,2014,Fashions Direct,4313,"Buchanan, Alma",1746.22,1746.22,250
010-Womens,2014,Fashions Direct,4313,"Clemons, Uma",445.56,445.56,46
010-Womens,2014,Fashions Direct,4278,"Petty, Perry",1696.4299999999996,,170
010-Womens,2014,Fashions Direct,4278,"Hubbard, Quintessa",175.43,,29
010-Womens,2014,Fashions Direct,4278,"Rodriguez, Calista",97.3,,14
010-Womens,2014,Fashions Direct,4278,"Carr, Slade",85.92,,11
010-Womens,2014,Fashions Direct,4278,"Buchanan, Alma",73.95,,6
010-Womens,2014,Fashions Direct,4559,"Mccray, Nayda",2056.94,,206
010-Womens,2014,Fashions Direct,4231,"Buchanan, Alma",1406.9199999999998,1380.4199999999998,195
010-Womens,2014,Fashions Direct,4231,"Carr, Slade",606.58,599.08,63
010-Womens,2014,Fashions Direct,4231,"Clemons, Uma",-1.9900000000000002,-1.9900000000000002,1
010-Womens,2014,Fashions Direct,4571,"Long, Amy",1897.26,,144
010-Womens,2014,Fashions Direct,4403,"Buchanan, Alma",1874.21,1695.19,252
010-Womens,2014,Fashions Direct,4403,"Clemons, Uma",5,5,5
010-Womens,2014,Fashions Direct,4206,"Carr, Slade",1145.29,1130.3899999999999,117
010-Womens,2014,Fashions Direct,4206,"Buchanan, Alma",487.49,487.49,65
010-Womens,2014,Fashions Direct,4575,"Hubbard, Quintessa",698.81,,391
010-Womens,2014,Fashions Direct,4575,"Mendez, Jerry",606.9,,110
010-Womens,2014,Fashions Direct,4575,"Rodriguez, Calista",175.29,,27
010-Womens,2014,Fashions Direct,4575,"Barrett, Galvin",143.16,,24
010-Womens,2014,Fashions Direct,4453,"Long, Amy",948.05,,95
010-Womens,2014,Fashions Direct,4453,"Petty, Perry",669.89,,112
010-Womens,2014,Fashions Direct,4803,"Hubbard, Quintessa",1440,,524
010-Womens,2014,Fashions Direct,4803,"Mendez, Jerry",111.86,97.86,20
010-Womens,2014,Fashions Direct,4803,"Petty, Perry",65.99,,13
010-Womens,2014,Fashions Direct,4538,"Carr, Slade",937.5800000000002,,75
010-Womens,2014,Fashions Direct,4538,"Buchanan, Alma",671.67,,35
010-Womens,2014,Fashions Direct,4090,"Long, Amy",1603.83,,175
010-Womens,2014,Fashions Direct,4652,"Bolton, Marshall",1365.13,1365.13,321
010-Womens,2014,Fashions Direct,4299,"Carr, Slade",1299,1287,321
010-Womens,2014,Fashions Direct,4299,"Ferrell, Sara",27.96,9.97,5
010-Womens,2014,Fashions Direct,4317,"Buchanan, Alma",1320.5700000000002,1320.5700000000002,167
010-Womens,2014,Fashions Direct,4208,"Buchanan, Alma",1000.8900000000001,987.8900000000001,175
010-Womens,2014,Fashions Direct,4208,"Carr, Slade",290.73,290.73,30
010-Womens,2014,Fashions Direct,4326,"Buchanan, Alma",1285.2600000000002,1285.2600000000002,380
010-Womens,2014,Fashions Direct,4579,"Barrett, Galvin",1017,,102
010-Womens,2014,Fashions Direct,4579,"Long, Amy",153.85,,15
010-Womens,2014,Fashions Direct,4137,"Long, Amy",633.4200000000001,,49
010-Womens,2014,Fashions Direct,4137,"Barrett, Galvin",519.74,,26
010-Womens,2014,Fashions Direct,4576,"Mendez, Jerry",447.98,,120
010-Womens,2014,Fashions Direct,4576,"Hubbard, Quintessa",327.4,,98
010-Womens,2014,Fashions Direct,4576,"Wright, Howard",224.01,,48
010-Womens,2014,Fashions Direct,4576,"Barrett, Galvin",79.96,,4
010-Womens,2014,Fashions Direct,4576,"Petty, Perry",58.98,,15
010-Womens,2014,Fashions Direct,4879,"Buchanan, Alma",457.35,,105
010-Womens,2014,Fashions Direct,4879,"Carr, Slade",437,,219
010-Womens,2014,Fashions Direct,4879,"Petty, Perry",139.3,,28
010-Womens,2014,Fashions Direct,4879,"Rodriguez, Calista",35.4,,34
010-Womens,2014,Fashions Direct,4879,"Wright, Howard",10,,2
010-Womens,2014,Fashions Direct,4879,"Mendez, Jerry",1,,1
010-Womens,2014,Fashions Direct,4379,"Petty, Perry",899.47,,96
010-Womens,2014,Fashions Direct,4379,"Carr, Slade",119.88000000000001,,12
010-Womens,2014,Fashions Direct,4704,"Carr, Slade",298.84000000000003,173.91,21
010-Womens,2014,Fashions Direct,4704,"Buchanan, Alma",287.46,121.60000000000001,44
010-Womens,2014,Fashions Direct,4704,"Hubbard, Quintessa",203.4,203.4,24
010-Womens,2014,Fashions Direct,4704,"Barrett, Galvin",71.91,,9
010-Womens,2014,Fashions Direct,4704,"Jordan, Keely",1,1,1
010-Womens,2014,Fashions Direct,4704,"Clemons, Uma",-4.479999999999997,-4.479999999999997,2
