Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Orders.Region,Orders.Country,Orders.City,Orders.Customer ID,Orders.Customer Name,Orders.Order ID,Sum(Orders.Discount)
2016,Office Supplies,Art,West,United States,Los Angeles,BN-11515,Bradley Nguyen,CA-2017-163405,
2017,Office Supplies,Art,West,United States,Los Angeles,BN-11515,Bradley Nguyen,CA-2017-163405,0
2014,Office Supplies,Art,West,United States,Los Angeles,BP-11050,Barry Pond,CA-2017-143084,
2015,Office Supplies,Art,West,United States,Los Angeles,BP-11050,Barry Pond,CA-2017-143084,
2016,Office Supplies,Art,West,United States,Los Angeles,BP-11050,Barry Pond,CA-2017-143084,
2017,Office Supplies,Art,West,United States,Los Angeles,BP-11050,Barry Pond,CA-2017-143084,0
2014,Office Supplies,Art,West,United States,Los Angeles,BW-11200,Ben Wallace,CA-2017-143343,
2015,Office Supplies,Art,West,United States,Los Angeles,BW-11200,Ben Wallace,CA-2017-143343,
2016,Office Supplies,Art,West,United States,Los Angeles,BW-11200,Ben Wallace,CA-2017-143343,
2017,Office Supplies,Art,West,United States,Los Angeles,BW-11200,Ben Wallace,CA-2017-143343,0
2014,Office Supplies,Art,West,United States,Los Angeles,CS-11950,Carlos Soltero,CA-2016-161746,
2015,Office Supplies,Art,West,United States,Los Angeles,CS-11950,Carlos Soltero,CA-2016-161746,
2016,Office Supplies,Art,West,United States,Los Angeles,CS-11950,Carlos Soltero,CA-2016-161746,0
2017,Office Supplies,Art,West,United States,Los Angeles,CS-11950,Carlos Soltero,CA-2016-161746,
2014,Office Supplies,Art,West,United States,Los Angeles,DD-13570,Dorothy Dickinson,CA-2017-147844,
2015,Office Supplies,Art,West,United States,Los Angeles,DD-13570,Dorothy Dickinson,CA-2017-147844,
2016,Office Supplies,Art,West,United States,Los Angeles,DD-13570,Dorothy Dickinson,CA-2017-147844,
2017,Office Supplies,Art,West,United States,Los Angeles,DD-13570,Dorothy Dickinson,CA-2017-147844,0
2014,Office Supplies,Art,West,United States,Los Angeles,DP-13000,Darren Powers,CA-2015-105347,
2015,Office Supplies,Art,West,United States,Los Angeles,DP-13000,Darren Powers,CA-2015-105347,0
2016,Office Supplies,Art,West,United States,Los Angeles,DP-13000,Darren Powers,CA-2015-105347,
2017,Office Supplies,Art,West,United States,Los Angeles,DP-13000,Darren Powers,CA-2015-105347,
2014,Office Supplies,Art,West,United States,Los Angeles,DP-13105,Dave Poirier,CA-2017-102974,
2015,Office Supplies,Art,West,United States,Los Angeles,DP-13105,Dave Poirier,CA-2017-102974,
2016,Office Supplies,Art,West,United States,Los Angeles,DP-13105,Dave Poirier,CA-2017-102974,
2017,Office Supplies,Art,West,United States,Los Angeles,DP-13105,Dave Poirier,CA-2017-102974,0
2014,Office Supplies,Art,West,United States,Los Angeles,EA-14035,Erin Ashbrook,CA-2017-154501,
2015,Office Supplies,Art,West,United States,Los Angeles,EA-14035,Erin Ashbrook,CA-2017-154501,
2016,Office Supplies,Art,West,United States,Los Angeles,EA-14035,Erin Ashbrook,CA-2017-154501,
2017,Office Supplies,Art,West,United States,Los Angeles,EA-14035,Erin Ashbrook,CA-2017-154501,0
2014,Office Supplies,Art,West,United States,Los Angeles,ED-13885,Emily Ducich,CA-2017-134838,
2015,Office Supplies,Art,West,United States,Los Angeles,ED-13885,Emily Ducich,CA-2017-134838,
2016,Office Supplies,Art,West,United States,Los Angeles,ED-13885,Emily Ducich,CA-2017-134838,
2017,Office Supplies,Art,West,United States,Los Angeles,ED-13885,Emily Ducich,CA-2017-134838,0
2014,Office Supplies,Art,West,United States,Los Angeles,EP-13915,Emily Phan,CA-2017-102099,
2015,Office Supplies,Art,West,United States,Los Angeles,EP-13915,Emily Phan,CA-2017-102099,
2016,Office Supplies,Art,West,United States,Los Angeles,EP-13915,Emily Phan,CA-2017-102099,
2017,Office Supplies,Art,West,United States,Los Angeles,EP-13915,Emily Phan,CA-2017-102099,0
2014,Office Supplies,Art,West,United States,Los Angeles,FC-14245,Frank Carlisle,CA-2015-115693,
2015,Office Supplies,Art,West,United States,Los Angeles,FC-14245,Frank Carlisle,CA-2015-115693,0
2016,Office Supplies,Art,West,United States,Los Angeles,FC-14245,Frank Carlisle,CA-2015-115693,
2017,Office Supplies,Art,West,United States,Los Angeles,FC-14245,Frank Carlisle,CA-2015-115693,
2014,Office Supplies,Art,West,United States,Los Angeles,FH-14275,Frank Hawley,CA-2014-153808,0
2015,Office Supplies,Art,West,United States,Los Angeles,FH-14275,Frank Hawley,CA-2014-153808,
2016,Office Supplies,Art,West,United States,Los Angeles,FH-14275,Frank Hawley,CA-2014-153808,
2017,Office Supplies,Art,West,United States,Los Angeles,FH-14275,Frank Hawley,CA-2014-153808,
2014,Office Supplies,Art,West,United States,Los Angeles,FH-14365,Fred Hopkins,CA-2016-104689,
2015,Office Supplies,Art,West,United States,Los Angeles,FH-14365,Fred Hopkins,CA-2016-104689,
2016,Office Supplies,Art,West,United States,Los Angeles,FH-14365,Fred Hopkins,CA-2016-104689,0
2017,Office Supplies,Art,West,United States,Los Angeles,FH-14365,Fred Hopkins,CA-2016-104689,
2014,Office Supplies,Art,West,United States,Los Angeles,FM-14215,Filia McAdams,CA-2014-114643,0
2015,Office Supplies,Art,West,United States,Los Angeles,FM-14215,Filia McAdams,CA-2014-114643,
2016,Office Supplies,Art,West,United States,Los Angeles,FM-14215,Filia McAdams,CA-2014-114643,
2017,Office Supplies,Art,West,United States,Los Angeles,FM-14215,Filia McAdams,CA-2014-114643,
2014,Office Supplies,Art,West,United States,Los Angeles,FP-14320,Frank Preis,CA-2014-138737,0
2015,Office Supplies,Art,West,United States,Los Angeles,FP-14320,Frank Preis,CA-2014-138737,
2016,Office Supplies,Art,West,United States,Los Angeles,FP-14320,Frank Preis,CA-2014-138737,
2017,Office Supplies,Art,West,United States,Los Angeles,FP-14320,Frank Preis,CA-2014-138737,
2014,Office Supplies,Art,West,United States,Los Angeles,GB-14530,George Bell,CA-2015-167745,
2015,Office Supplies,Art,West,United States,Los Angeles,GB-14530,George Bell,CA-2015-167745,0
2016,Office Supplies,Art,West,United States,Los Angeles,GB-14530,George Bell,CA-2015-167745,
2017,Office Supplies,Art,West,United States,Los Angeles,GB-14530,George Bell,CA-2015-167745,
2014,Office Supplies,Art,West,United States,Los Angeles,GG-14650,Greg Guthrie,CA-2014-106439,0
2015,Office Supplies,Art,West,United States,Los Angeles,GG-14650,Greg Guthrie,CA-2014-106439,
2016,Office Supplies,Art,West,United States,Los Angeles,GG-14650,Greg Guthrie,CA-2014-106439,
2017,Office Supplies,Art,West,United States,Los Angeles,GG-14650,Greg Guthrie,CA-2014-106439,
2014,Office Supplies,Art,West,United States,Los Angeles,HG-14965,Henry Goldwyn,CA-2016-146437,
2015,Office Supplies,Art,West,United States,Los Angeles,HG-14965,Henry Goldwyn,CA-2016-146437,
2016,Office Supplies,Art,West,United States,Los Angeles,HG-14965,Henry Goldwyn,CA-2016-146437,0
2017,Office Supplies,Art,West,United States,Los Angeles,HG-14965,Henry Goldwyn,CA-2016-146437,
2014,Office Supplies,Art,West,United States,Los Angeles,JE-15715,Joe Elijah,CA-2017-124261,
2015,Office Supplies,Art,West,United States,Los Angeles,JE-15715,Joe Elijah,CA-2017-124261,
2016,Office Supplies,Art,West,United States,Los Angeles,JE-15715,Joe Elijah,CA-2017-124261,
2017,Office Supplies,Art,West,United States,Los Angeles,JE-15715,Joe Elijah,CA-2017-124261,0
2014,Office Supplies,Art,West,United States,Los Angeles,JL-15835,John Lee,CA-2014-110849,0
2015,Office Supplies,Art,West,United States,Los Angeles,JL-15835,John Lee,CA-2014-110849,
2016,Office Supplies,Art,West,United States,Los Angeles,JL-15835,John Lee,CA-2014-110849,
2017,Office Supplies,Art,West,United States,Los Angeles,JL-15835,John Lee,CA-2014-110849,
2014,Office Supplies,Art,West,United States,Los Angeles,JO-15280,Jas O'Carroll,US-2016-115819,
2015,Office Supplies,Art,West,United States,Los Angeles,JO-15280,Jas O'Carroll,US-2016-115819,
2016,Office Supplies,Art,West,United States,Los Angeles,JO-15280,Jas O'Carroll,US-2016-115819,0
2017,Office Supplies,Art,West,United States,Los Angeles,JO-15280,Jas O'Carroll,US-2016-115819,
2014,Office Supplies,Art,West,United States,Los Angeles,JS-15685,Jim Sink,CA-2016-109806,
2015,Office Supplies,Art,West,United States,Los Angeles,JS-15685,Jim Sink,CA-2016-109806,
2016,Office Supplies,Art,West,United States,Los Angeles,JS-15685,Jim Sink,CA-2016-109806,0
2017,Office Supplies,Art,West,United States,Los Angeles,JS-15685,Jim Sink,CA-2016-109806,
2014,Office Supplies,Art,West,United States,Los Angeles,LC-17050,Liz Carlisle,CA-2017-137498,
2015,Office Supplies,Art,West,United States,Los Angeles,LC-17050,Liz Carlisle,CA-2017-137498,
2016,Office Supplies,Art,West,United States,Los Angeles,LC-17050,Liz Carlisle,CA-2017-137498,
2017,Office Supplies,Art,West,United States,Los Angeles,LC-17050,Liz Carlisle,CA-2017-137498,0
2014,Office Supplies,Art,West,United States,Los Angeles,LR-16915,Lena Radford,CA-2016-126732,
2015,Office Supplies,Art,West,United States,Los Angeles,LR-16915,Lena Radford,CA-2016-126732,
2016,Office Supplies,Art,West,United States,Los Angeles,LR-16915,Lena Radford,CA-2016-126732,0
2017,Office Supplies,Art,West,United States,Los Angeles,LR-16915,Lena Radford,CA-2016-126732,
2014,Office Supplies,Art,West,United States,Los Angeles,MC-17845,Michael Chen,CA-2014-156594,0
2015,Office Supplies,Art,West,United States,Los Angeles,MC-17845,Michael Chen,CA-2014-156594,
2016,Office Supplies,Art,West,United States,Los Angeles,MC-17845,Michael Chen,CA-2014-156594,
2017,Office Supplies,Art,West,United States,Los Angeles,MC-17845,Michael Chen,CA-2014-156594,
2014,Office Supplies,Art,West,United States,Los Angeles,MC-18130,Mike Caudle,CA-2016-129868,
2015,Office Supplies,Art,West,United States,Los Angeles,MC-18130,Mike Caudle,CA-2016-129868,
2016,Office Supplies,Art,West,United States,Los Angeles,MC-18130,Mike Caudle,CA-2016-129868,0
2017,Office Supplies,Art,West,United States,Los Angeles,MC-18130,Mike Caudle,CA-2016-129868,
2014,Office Supplies,Art,West,United States,Los Angeles,MH-17290,Marc Harrigan,CA-2014-116785,0
2015,Office Supplies,Art,West,United States,Los Angeles,MH-17290,Marc Harrigan,CA-2014-116785,
2016,Office Supplies,Art,West,United States,Los Angeles,MH-17290,Marc Harrigan,CA-2014-116785,
2017,Office Supplies,Art,West,United States,Los Angeles,MH-17290,Marc Harrigan,CA-2014-116785,
2014,Office Supplies,Art,West,United States,Los Angeles,MS-17365,Maribeth Schnelling,CA-2016-107104,
2015,Office Supplies,Art,West,United States,Los Angeles,MS-17365,Maribeth Schnelling,CA-2016-107104,
2016,Office Supplies,Art,West,United States,Los Angeles,MS-17365,Maribeth Schnelling,CA-2016-107104,0
2017,Office Supplies,Art,West,United States,Los Angeles,MS-17365,Maribeth Schnelling,CA-2016-107104,
2014,Office Supplies,Art,West,United States,Los Angeles,PC-19000,Pauline Chand,CA-2015-153388,
2015,Office Supplies,Art,West,United States,Los Angeles,PC-19000,Pauline Chand,CA-2015-153388,0
2016,Office Supplies,Art,West,United States,Los Angeles,PC-19000,Pauline Chand,CA-2015-153388,
2017,Office Supplies,Art,West,United States,Los Angeles,PC-19000,Pauline Chand,CA-2015-153388,
2014,Office Supplies,Art,West,United States,Los Angeles,PG-18895,Paul Gonzalez,CA-2015-134117,
2015,Office Supplies,Art,West,United States,Los Angeles,PG-18895,Paul Gonzalez,CA-2015-134117,0
2016,Office Supplies,Art,West,United States,Los Angeles,PG-18895,Paul Gonzalez,CA-2015-134117,
2017,Office Supplies,Art,West,United States,Los Angeles,PG-18895,Paul Gonzalez,CA-2015-134117,
2014,Office Supplies,Art,West,United States,Los Angeles,PW-19030,Pauline Webber,CA-2016-140256,
2015,Office Supplies,Art,West,United States,Los Angeles,PW-19030,Pauline Webber,CA-2016-140256,
2016,Office Supplies,Art,West,United States,Los Angeles,PW-19030,Pauline Webber,CA-2016-140256,0
2017,Office Supplies,Art,West,United States,Los Angeles,PW-19030,Pauline Webber,CA-2016-140256,
2014,Office Supplies,Art,West,United States,Los Angeles,RB-19435,Richard Bierner,US-2014-144078,0
2015,Office Supplies,Art,West,United States,Los Angeles,RB-19435,Richard Bierner,US-2014-144078,
2016,Office Supplies,Art,West,United States,Los Angeles,RB-19435,Richard Bierner,US-2014-144078,
2017,Office Supplies,Art,West,United States,Los Angeles,RB-19435,Richard Bierner,US-2014-144078,
2014,Office Supplies,Art,West,United States,Los Angeles,RL-19615,Rob Lucas,CA-2014-133830,0
2015,Office Supplies,Art,West,United States,Los Angeles,RL-19615,Rob Lucas,CA-2014-133830,
2016,Office Supplies,Art,West,United States,Los Angeles,RL-19615,Rob Lucas,CA-2014-133830,
2017,Office Supplies,Art,West,United States,Los Angeles,RL-19615,Rob Lucas,CA-2014-133830,
2014,Office Supplies,Art,West,United States,Los Angeles,RL-19615,Rob Lucas,US-2017-151127,
2015,Office Supplies,Art,West,United States,Los Angeles,RL-19615,Rob Lucas,US-2017-151127,
2016,Office Supplies,Art,West,United States,Los Angeles,RL-19615,Rob Lucas,US-2017-151127,
2017,Office Supplies,Art,West,United States,Los Angeles,RL-19615,Rob Lucas,US-2017-151127,0
2014,Office Supplies,Art,West,United States,Los Angeles,RW-19690,Robert Waldorf,CA-2017-112431,
2015,Office Supplies,Art,West,United States,Los Angeles,RW-19690,Robert Waldorf,CA-2017-112431,
2016,Office Supplies,Art,West,United States,Los Angeles,RW-19690,Robert Waldorf,CA-2017-112431,
2017,Office Supplies,Art,West,United States,Los Angeles,RW-19690,Robert Waldorf,CA-2017-112431,0
2014,Office Supplies,Art,West,United States,Los Angeles,SC-20575,Sonia Cooley,US-2017-141509,
2015,Office Supplies,Art,West,United States,Los Angeles,SC-20575,Sonia Cooley,US-2017-141509,
2016,Office Supplies,Art,West,United States,Los Angeles,SC-20575,Sonia Cooley,US-2017-141509,
2017,Office Supplies,Art,West,United States,Los Angeles,SC-20575,Sonia Cooley,US-2017-141509,0
2014,Office Supplies,Art,West,United States,Los Angeles,SC-20800,Stuart Calhoun,CA-2017-135167,
2015,Office Supplies,Art,West,United States,Los Angeles,SC-20800,Stuart Calhoun,CA-2017-135167,
2016,Office Supplies,Art,West,United States,Los Angeles,SC-20800,Stuart Calhoun,CA-2017-135167,
2017,Office Supplies,Art,West,United States,Los Angeles,SC-20800,Stuart Calhoun,CA-2017-135167,0
2014,Office Supplies,Art,West,United States,Los Angeles,SN-20560,Skye Norling,CA-2015-144652,
2015,Office Supplies,Art,West,United States,Los Angeles,SN-20560,Skye Norling,CA-2015-144652,0
2016,Office Supplies,Art,West,United States,Los Angeles,SN-20560,Skye Norling,CA-2015-144652,
2017,Office Supplies,Art,West,United States,Los Angeles,SN-20560,Skye Norling,CA-2015-144652,
2014,Office Supplies,Art,West,United States,Los Angeles,SN-20710,Steve Nguyen,US-2014-154879,0
2015,Office Supplies,Art,West,United States,Los Angeles,SN-20710,Steve Nguyen,US-2014-154879,
2016,Office Supplies,Art,West,United States,Los Angeles,SN-20710,Steve Nguyen,US-2014-154879,
2017,Office Supplies,Art,West,United States,Los Angeles,SN-20710,Steve Nguyen,US-2014-154879,
2014,Office Supplies,Art,West,United States,Los Angeles,SP-20860,Sung Pak,CA-2017-110478,
2015,Office Supplies,Art,West,United States,Los Angeles,SP-20860,Sung Pak,CA-2017-110478,
2016,Office Supplies,Art,West,United States,Los Angeles,SP-20860,Sung Pak,CA-2017-110478,
2017,Office Supplies,Art,West,United States,Los Angeles,SP-20860,Sung Pak,CA-2017-110478,0
2014,Office Supplies,Art,West,United States,Los Angeles,TB-21250,Tim Brockman,US-2016-112970,
2015,Office Supplies,Art,West,United States,Los Angeles,TB-21250,Tim Brockman,US-2016-112970,
2016,Office Supplies,Art,West,United States,Los Angeles,TB-21250,Tim Brockman,US-2016-112970,0
2017,Office Supplies,Art,West,United States,Los Angeles,TB-21250,Tim Brockman,US-2016-112970,
2014,Office Supplies,Art,West,United States,Los Angeles,TB-21400,Tom Boeckenhauer,US-2017-120147,
2015,Office Supplies,Art,West,United States,Los Angeles,TB-21400,Tom Boeckenhauer,US-2017-120147,
2016,Office Supplies,Art,West,United States,Los Angeles,TB-21400,Tom Boeckenhauer,US-2017-120147,
2017,Office Supplies,Art,West,United States,Los Angeles,TB-21400,Tom Boeckenhauer,US-2017-120147,0
2014,Office Supplies,Art,West,United States,Los Angeles,TC-21535,Tracy Collins,CA-2014-153619,0
2015,Office Supplies,Art,West,United States,Los Angeles,TC-21535,Tracy Collins,CA-2014-153619,
2016,Office Supplies,Art,West,United States,Los Angeles,TC-21535,Tracy Collins,CA-2014-153619,
2017,Office Supplies,Art,West,United States,Los Angeles,TC-21535,Tracy Collins,CA-2014-153619,
2014,Office Supplies,Art,West,United States,Los Angeles,TS-21430,Tom Stivers,US-2016-100405,
2015,Office Supplies,Art,West,United States,Los Angeles,TS-21430,Tom Stivers,US-2016-100405,
2016,Office Supplies,Art,West,United States,Los Angeles,TS-21430,Tom Stivers,US-2016-100405,0
2017,Office Supplies,Art,West,United States,Los Angeles,TS-21430,Tom Stivers,US-2016-100405,
2014,Office Supplies,Art,West,United States,Los Angeles,TT-21460,Tonja Turnell,CA-2017-160934,
2015,Office Supplies,Art,West,United States,Los Angeles,TT-21460,Tonja Turnell,CA-2017-160934,
2016,Office Supplies,Art,West,United States,Los Angeles,TT-21460,Tonja Turnell,CA-2017-160934,
2017,Office Supplies,Art,West,United States,Los Angeles,TT-21460,Tonja Turnell,CA-2017-160934,0
2014,Office Supplies,Art,West,United States,Los Angeles,WB-21850,William Brown,CA-2017-138149,
2015,Office Supplies,Art,West,United States,Los Angeles,WB-21850,William Brown,CA-2017-138149,
2016,Office Supplies,Art,West,United States,Los Angeles,WB-21850,William Brown,CA-2017-138149,
2017,Office Supplies,Art,West,United States,Los Angeles,WB-21850,William Brown,CA-2017-138149,0
2014,Office Supplies,Art,West,United States,Los Angeles,ZC-21910,Zuschuss Carroll,CA-2017-100013,
2015,Office Supplies,Art,West,United States,Los Angeles,ZC-21910,Zuschuss Carroll,CA-2017-100013,
2016,Office Supplies,Art,West,United States,Los Angeles,ZC-21910,Zuschuss Carroll,CA-2017-100013,
2017,Office Supplies,Art,West,United States,Los Angeles,ZC-21910,Zuschuss Carroll,CA-2017-100013,0
2014,Office Supplies,Art,West,United States,Louisville,MK-17905,Michael Kennedy,CA-2015-107468,
2015,Office Supplies,Art,West,United States,Louisville,MK-17905,Michael Kennedy,CA-2015-107468,0.2
2016,Office Supplies,Art,West,United States,Louisville,MK-17905,Michael Kennedy,CA-2015-107468,
2017,Office Supplies,Art,West,United States,Louisville,MK-17905,Michael Kennedy,CA-2015-107468,
2014,Office Supplies,Art,West,United States,Louisville,TZ-21580,Tracy Zic,CA-2014-163419,0.2
2015,Office Supplies,Art,West,United States,Louisville,TZ-21580,Tracy Zic,CA-2014-163419,
2016,Office Supplies,Art,West,United States,Louisville,TZ-21580,Tracy Zic,CA-2014-163419,
2017,Office Supplies,Art,West,United States,Louisville,TZ-21580,Tracy Zic,CA-2014-163419,
2014,Office Supplies,Art,West,United States,Marysville,SF-20200,Sarah Foster,CA-2016-127250,
2015,Office Supplies,Art,West,United States,Marysville,SF-20200,Sarah Foster,CA-2016-127250,
2016,Office Supplies,Art,West,United States,Marysville,SF-20200,Sarah Foster,CA-2016-127250,0
2017,Office Supplies,Art,West,United States,Marysville,SF-20200,Sarah Foster,CA-2016-127250,
2014,Office Supplies,Art,West,United States,Morgan Hill,RD-19720,Roger Demir,CA-2016-149762,
2015,Office Supplies,Art,West,United States,Morgan Hill,RD-19720,Roger Demir,CA-2016-149762,
2016,Office Supplies,Art,West,United States,Morgan Hill,RD-19720,Roger Demir,CA-2016-149762,0
2017,Office Supplies,Art,West,United States,Morgan Hill,RD-19720,Roger Demir,CA-2016-149762,
2014,Office Supplies,Art,West,United States,Murray,SF-20200,Sarah Foster,US-2017-158505,
2015,Office Supplies,Art,West,United States,Murray,SF-20200,Sarah Foster,US-2017-158505,
2016,Office Supplies,Art,West,United States,Murray,SF-20200,Sarah Foster,US-2017-158505,
2017,Office Supplies,Art,West,United States,Murray,SF-20200,Sarah Foster,US-2017-158505,0
2014,Office Supplies,Art,West,United States,North Las Vegas,DP-13390,Dennis Pardue,CA-2016-138478,
2015,Office Supplies,Art,West,United States,North Las Vegas,DP-13390,Dennis Pardue,CA-2016-138478,
2016,Office Supplies,Art,West,United States,North Las Vegas,DP-13390,Dennis Pardue,CA-2016-138478,0
2017,Office Supplies,Art,West,United States,North Las Vegas,DP-13390,Dennis Pardue,CA-2016-138478,
2014,Office Supplies,Art,West,United States,North Las Vegas,TS-21205,Thomas Seio,CA-2014-160262,0
2015,Office Supplies,Art,West,United States,North Las Vegas,TS-21205,Thomas Seio,CA-2014-160262,
2016,Office Supplies,Art,West,United States,North Las Vegas,TS-21205,Thomas Seio,CA-2014-160262,
2017,Office Supplies,Art,West,United States,North Las Vegas,TS-21205,Thomas Seio,CA-2014-160262,
2014,Office Supplies,Art,West,United States,Oakland,BB-11545,Brenda Bowman,CA-2017-102379,
2015,Office Supplies,Art,West,United States,Oakland,BB-11545,Brenda Bowman,CA-2017-102379,
2016,Office Supplies,Art,West,United States,Oakland,BB-11545,Brenda Bowman,CA-2017-102379,
2017,Office Supplies,Art,West,United States,Oakland,BB-11545,Brenda Bowman,CA-2017-102379,0
2014,Office Supplies,Art,West,United States,Oakland,DW-13480,Dianna Wilson,CA-2016-101938,
2015,Office Supplies,Art,West,United States,Oakland,DW-13480,Dianna Wilson,CA-2016-101938,
2016,Office Supplies,Art,West,United States,Oakland,DW-13480,Dianna Wilson,CA-2016-101938,0
2017,Office Supplies,Art,West,United States,Oakland,DW-13480,Dianna Wilson,CA-2016-101938,
2014,Office Supplies,Art,West,United States,Oakland,PR-18880,Patrick Ryan,US-2017-109253,
2015,Office Supplies,Art,West,United States,Oakland,PR-18880,Patrick Ryan,US-2017-109253,
2016,Office Supplies,Art,West,United States,Oakland,PR-18880,Patrick Ryan,US-2017-109253,
2017,Office Supplies,Art,West,United States,Oakland,PR-18880,Patrick Ryan,US-2017-109253,0
2014,Office Supplies,Art,West,United States,Orem,MJ-17740,Max Jones,CA-2016-106397,
2015,Office Supplies,Art,West,United States,Orem,MJ-17740,Max Jones,CA-2016-106397,
2016,Office Supplies,Art,West,United States,Orem,MJ-17740,Max Jones,CA-2016-106397,0
2017,Office Supplies,Art,West,United States,Orem,MJ-17740,Max Jones,CA-2016-106397,
2014,Office Supplies,Art,West,United States,Orem,SV-20815,Stuart Van,CA-2017-100237,
2015,Office Supplies,Art,West,United States,Orem,SV-20815,Stuart Van,CA-2017-100237,
2016,Office Supplies,Art,West,United States,Orem,SV-20815,Stuart Van,CA-2017-100237,
2017,Office Supplies,Art,West,United States,Orem,SV-20815,Stuart Van,CA-2017-100237,0
2014,Office Supplies,Art,West,United States,Oxnard,BP-11095,Bart Pistole,CA-2015-148180,
2015,Office Supplies,Art,West,United States,Oxnard,BP-11095,Bart Pistole,CA-2015-148180,0
2016,Office Supplies,Art,West,United States,Oxnard,BP-11095,Bart Pistole,CA-2015-148180,
2017,Office Supplies,Art,West,United States,Oxnard,BP-11095,Bart Pistole,CA-2015-148180,
2014,Office Supplies,Art,West,United States,Pasadena,BF-11005,Barry Franz,CA-2017-103380,
2015,Office Supplies,Art,West,United States,Pasadena,BF-11005,Barry Franz,CA-2017-103380,
2016,Office Supplies,Art,West,United States,Pasadena,BF-11005,Barry Franz,CA-2017-103380,
2017,Office Supplies,Art,West,United States,Pasadena,BF-11005,Barry Franz,CA-2017-103380,0
2014,Office Supplies,Art,West,United States,Pasadena,LW-17215,Luke Weiss,CA-2017-166128,
2015,Office Supplies,Art,West,United States,Pasadena,LW-17215,Luke Weiss,CA-2017-166128,
2016,Office Supplies,Art,West,United States,Pasadena,LW-17215,Luke Weiss,CA-2017-166128,
2017,Office Supplies,Art,West,United States,Pasadena,LW-17215,Luke Weiss,CA-2017-166128,0
2014,Office Supplies,Art,West,United States,Pasco,MC-17275,Marc Crier,CA-2014-107818,0
2015,Office Supplies,Art,West,United States,Pasco,MC-17275,Marc Crier,CA-2014-107818,
2016,Office Supplies,Art,West,United States,Pasco,MC-17275,Marc Crier,CA-2014-107818,
2017,Office Supplies,Art,West,United States,Pasco,MC-17275,Marc Crier,CA-2014-107818,
2014,Office Supplies,Art,West,United States,Peoria,BC-11125,Becky Castell,US-2017-120418,
2015,Office Supplies,Art,West,United States,Peoria,BC-11125,Becky Castell,US-2017-120418,
2016,Office Supplies,Art,West,United States,Peoria,BC-11125,Becky Castell,US-2017-120418,
2017,Office Supplies,Art,West,United States,Peoria,BC-11125,Becky Castell,US-2017-120418,0.4
2014,Office Supplies,Art,West,United States,Peoria,SC-20725,Steven Cartwright,CA-2015-119627,
2015,Office Supplies,Art,West,United States,Peoria,SC-20725,Steven Cartwright,CA-2015-119627,0.2
2016,Office Supplies,Art,West,United States,Peoria,SC-20725,Steven Cartwright,CA-2015-119627,
2017,Office Supplies,Art,West,United States,Peoria,SC-20725,Steven Cartwright,CA-2015-119627,
2014,Office Supplies,Art,West,United States,Phoenix,JM-15865,John Murray,US-2015-128090,
2015,Office Supplies,Art,West,United States,Phoenix,JM-15865,John Murray,US-2015-128090,0.2
2016,Office Supplies,Art,West,United States,Phoenix,JM-15865,John Murray,US-2015-128090,
2017,Office Supplies,Art,West,United States,Phoenix,JM-15865,John Murray,US-2015-128090,
2014,Office Supplies,Art,West,United States,Phoenix,LC-16930,Linda Cazamias,CA-2016-143476,
2015,Office Supplies,Art,West,United States,Phoenix,LC-16930,Linda Cazamias,CA-2016-143476,
2016,Office Supplies,Art,West,United States,Phoenix,LC-16930,Linda Cazamias,CA-2016-143476,0.2
2017,Office Supplies,Art,West,United States,Phoenix,LC-16930,Linda Cazamias,CA-2016-143476,
2014,Office Supplies,Art,West,United States,Phoenix,MZ-17335,Maria Zettner,CA-2016-114748,
2015,Office Supplies,Art,West,United States,Phoenix,MZ-17335,Maria Zettner,CA-2016-114748,
2016,Office Supplies,Art,West,United States,Phoenix,MZ-17335,Maria Zettner,CA-2016-114748,0.2
2017,Office Supplies,Art,West,United States,Phoenix,MZ-17335,Maria Zettner,CA-2016-114748,
2014,Office Supplies,Art,West,United States,Pleasant Grove,VD-21670,Valerie Dominguez,CA-2014-126361,0
2015,Office Supplies,Art,West,United States,Pleasant Grove,VD-21670,Valerie Dominguez,CA-2014-126361,
2016,Office Supplies,Art,West,United States,Pleasant Grove,VD-21670,Valerie Dominguez,CA-2014-126361,
2017,Office Supplies,Art,West,United States,Pleasant Grove,VD-21670,Valerie Dominguez,CA-2014-126361,
2014,Office Supplies,Art,West,United States,Pomona,NH-18610,Nicole Hansen,CA-2017-100384,
2015,Office Supplies,Art,West,United States,Pomona,NH-18610,Nicole Hansen,CA-2017-100384,
2016,Office Supplies,Art,West,United States,Pomona,NH-18610,Nicole Hansen,CA-2017-100384,
2017,Office Supplies,Art,West,United States,Pomona,NH-18610,Nicole Hansen,CA-2017-100384,0
2014,Office Supplies,Art,West,United States,Portland,DO-13435,Denny Ordway,CA-2015-169299,
2015,Office Supplies,Art,West,United States,Portland,DO-13435,Denny Ordway,CA-2015-169299,0.2
2016,Office Supplies,Art,West,United States,Portland,DO-13435,Denny Ordway,CA-2015-169299,
2017,Office Supplies,Art,West,United States,Portland,DO-13435,Denny Ordway,CA-2015-169299,
2014,Office Supplies,Art,West,United States,Portland,TB-21595,Troy Blackwell,US-2014-139640,0.2
